I,ID,STATUS,AREA,ZONE,PL,QL,IP,IQ,YP,YQ,OWNER,SCALE
47532,1 ,1,31,48,15.121,3.588,0.0,0.0,0.0,0.0,1,1
47567,1 ,1,19,32,5.847,-1.266,0.0,0.0,0.0,0.0,1,1
47595,1 ,1,31,46,0.375,0.123,0.0,0.0,0.0,0.0,1,1
47622,1 ,1,31,46,0.464,0.155,0.0,0.0,0.0,0.0,1,1
47688,1 ,1,31,46,0.937,0.308,0.0,0.0,0.0,0.0,1,1
47696,1 ,1,36,79,4.507,-1.0,0.0,0.0,0.0,0.0,1,1
47700,1 ,1,18,21,13.299999999999999,1.2000000000000002,0.0,0.0,0.0,0.0,1,1
47733,1 ,1,36,79,10.423,2.499,0.0,0.0,0.0,0.0,1,1
47752,1 ,1,49,88,34.0,-3.6,0.0,0.0,0.0,0.0,1,1
47759,1 ,1,32,40,10.25,-2.2,0.0,0.0,0.0,0.0,1,1
47790,1 ,1,49,88,0.143,0.0,0.0,0.0,0.0,0.0,1,1
47800,1 ,1,15,20,18.868000000000002,2.974,0.0,0.0,0.0,0.0,1,1
47843,1 ,1,18,21,3.9000000000000004,-0.8999999999999999,0.0,0.0,0.0,0.0,1,1
47865,1 ,1,36,63,11.362,1.3820000000000001,0.0,0.0,0.0,0.0,1,1
47867,1 ,1,31,46,1.564,0.157,0.0,0.0,0.0,0.0,1,1
47878,1 ,1,19,32,9.723,-2.5,0.0,0.0,0.0,0.0,1,1
47885,1 ,1,32,40,9.9,0.504,0.0,0.0,0.0,0.0,1,1
47947,1 ,1,19,32,11.3,-0.9,0.0,0.0,0.0,0.0,1,1
48001,1 ,1,11,14,1.186,0.331,0.0,0.0,0.0,0.0,1,1
48101,1 ,1,11,14,0.009,0.0,0.0,0.0,0.0,0.0,1,1
48103,1 ,1,16,31,10.046,2.04,0.0,0.0,0.0,0.0,1,1
48108,1 ,1,31,46,2.956,-0.008,0.0,0.0,0.0,0.0,1,1
48121,1 ,1,31,46,7.284,2.723,0.0,0.0,0.0,0.0,1,1
48128,1 ,1,39,62,0.26,0.08,0.0,0.0,0.0,0.0,1,1
48164,1 ,1,32,40,15.044,-0.469,0.0,0.0,0.0,0.0,1,1
48210,1 ,1,36,79,20.671,-0.015000000000000013,0.0,0.0,0.0,0.0,1,1
48262,1 ,1,19,32,4.918,-2.067,0.0,0.0,0.0,0.0,1,1
48308,1 ,1,11,14,13.85,1.959,0.0,0.0,0.0,0.0,1,1
48324,1 ,1,16,31,8.177,1.0,0.0,0.0,0.0,0.0,1,1
48329,1 ,1,32,40,4.722,1.9,0.0,0.0,0.0,0.0,1,1
48351,1 ,1,14,19,8.7,3.4,0.0,0.0,0.0,0.0,1,1
48410,1 ,1,32,40,13.92,0.396,0.0,0.0,0.0,0.0,1,1
48413,1 ,1,39,62,14.0,5.0,0.0,0.0,0.0,0.0,1,1
48428,1 ,1,16,31,3.0,0.164,0.0,0.0,0.0,0.0,1,1
48433,1 ,1,36,79,1.0,0.2,0.0,0.0,0.0,0.0,1,1
48441,1 ,1,39,62,3.89,0.0,0.0,0.0,0.0,0.0,1,1
48471,1 ,1,39,62,2.0,1.0,0.0,0.0,0.0,0.0,1,1
48510,1 ,1,35,42,20.0,2.85,0.0,0.0,0.0,0.0,1,1
48535,1 ,1,35,42,30.0,4.275,0.0,0.0,0.0,0.0,1,1
48624,1 ,1,33,41,13.030000000000001,0.8899999999999997,0.0,0.0,0.0,0.0,1,1
48775,1 ,1,16,31,42.454,6.086,0.0,0.0,0.0,0.0,1,1
48840,1 ,1,32,40,20.3,1.4,0.0,0.0,0.0,0.0,1,1
48847,1 ,1,19,32,16.4,8.4,0.0,0.0,0.0,0.0,1,1
48873,1 ,1,41,69,5.613,2.0,0.0,0.0,0.0,0.0,1,1
48883,1 ,1,33,41,36.82,2.4,0.0,0.0,0.0,0.0,1,1
48912,1 ,1,40,68,8.77,1.0,0.0,0.0,0.0,0.0,1,1
48914,1 ,1,16,31,95.267,13.092,0.0,0.0,0.0,0.0,1,1
48956,1 ,1,40,68,9.0,2.0,0.0,0.0,0.0,0.0,1,1
48973,1 ,1,36,79,2.238,-1.0,0.0,0.0,0.0,0.0,1,1
49032,1 ,1,35,42,40.0,5.7,0.0,0.0,0.0,0.0,1,1
49164,1 ,1,19,32,6.117,-2.088,0.0,0.0,0.0,0.0,1,1
49173,1 ,1,16,31,29.689,0.001,0.0,0.0,0.0,0.0,1,1
49192,1 ,1,15,20,5.815,1.708,0.0,0.0,0.0,0.0,1,1
49222,1 ,1,19,32,9.776,-1.93,0.0,0.0,0.0,0.0,1,1
49365,1 ,1,16,31,6.4,0.001,0.0,0.0,0.0,0.0,1,1
49376,1 ,1,11,14,1.452,0.691,0.0,0.0,0.0,0.0,1,1
49392,1 ,1,18,21,7.000000000000001,-3.1,0.0,0.0,0.0,0.0,1,1
49405,1 ,1,40,68,4.367,0.393,0.0,0.0,0.0,0.0,1,1
49456,1 ,1,39,62,9.69,3.18,0.0,0.0,0.0,0.0,1,1
49461,1 ,1,12,15,13.200000000000001,0.0,0.0,0.0,0.0,0.0,1,1
49478,1 ,1,15,20,23.006,7.2219999999999995,0.0,0.0,0.0,0.0,1,1
49521,1 ,1,35,42,20.0,2.85,0.0,0.0,0.0,0.0,1,1
49584,1 ,1,15,20,6.434,0.818,0.0,0.0,0.0,0.0,1,1
49593,1 ,1,18,21,2.0,-3.0,0.0,0.0,0.0,0.0,1,1
49614,1 ,1,18,21,0.4,-0.7,0.0,0.0,0.0,0.0,1,1
49687,1 ,1,32,40,19.688,-2.75,0.0,0.0,0.0,0.0,1,1
49722,1 ,1,19,32,6.567,-1.751,0.0,0.0,0.0,0.0,1,1
49816,1 ,1,11,14,1.746,0.142,0.0,0.0,0.0,0.0,1,1
49817,1 ,1,16,31,1.643,0.294,0.0,0.0,0.0,0.0,1,1
49827,1 ,1,32,40,7.9799999999999995,-0.21000000000000002,0.0,0.0,0.0,0.0,1,1
49832,1 ,1,39,62,37.16,10.81,0.0,0.0,0.0,0.0,1,1
49840,1 ,1,11,14,1.31,0.053,0.0,0.0,0.0,0.0,1,1
49868,1 ,1,31,46,6.260999999999999,-2.623,0.0,0.0,0.0,0.0,1,1
49926,1 ,1,36,63,1.0,0.2,0.0,0.0,0.0,0.0,1,1
49949,1 ,1,36,79,2.78,-1.0,0.0,0.0,0.0,0.0,1,1
49955,1 ,1,33,41,0.283,0.0,0.0,0.0,0.0,0.0,1,1
49960,1 ,1,39,62,6.2,0.68,0.0,0.0,0.0,0.0,1,1
49974,1 ,1,16,31,15.0,0.001,0.0,0.0,0.0,0.0,1,1
50025,1 ,1,35,42,10.0,1.425,0.0,0.0,0.0,0.0,1,1
50049,1 ,1,43,71,10.866,3.572,0.0,0.0,0.0,0.0,1,1
50064,1 ,1,31,56,19.6,1.76,0.0,0.0,0.0,0.0,1,1
50065,1 ,1,19,32,4.273,-0.44,0.0,0.0,0.0,0.0,1,1
50100,1 ,1,15,20,7.56,4.43,0.0,0.0,0.0,0.0,1,1
50125,1 ,1,31,57,4.88,-4.814,0.0,0.0,0.0,0.0,1,1
50156,1 ,1,11,14,17.787,1.2269999999999999,0.0,0.0,0.0,0.0,1,1
50168,1 ,1,39,62,2.7,1.1,0.0,0.0,0.0,0.0,1,1
50175,1 ,1,40,67,3.833,2.1,0.0,0.0,0.0,0.0,1,1
50194,1 ,1,16,31,0.001,0.001,0.0,0.0,0.0,0.0,1,1
50260,1 ,1,31,46,0.1,0.1,0.0,0.0,0.0,0.0,1,1
50308,1 ,1,49,88,36.4,-5.6,0.0,0.0,0.0,0.0,1,1
50320,1 ,1,41,69,12.0,0.0,0.0,0.0,0.0,0.0,1,1
50327,1 ,1,36,63,20.352,-3.0,0.0,0.0,0.0,0.0,1,1
50328,1 ,1,41,69,4.087,2.0,0.0,0.0,0.0,0.0,1,1
50402,1 ,1,35,42,0.2,0.1,0.0,0.0,0.0,0.0,1,1
50423,1 ,1,18,21,10.2,-1.1,0.0,0.0,0.0,0.0,1,1
50431,1 ,1,18,21,0.6,-0.7,0.0,0.0,0.0,0.0,1,1
50441,1 ,1,39,62,9.9,1.7,0.0,0.0,0.0,0.0,1,1
50448,1 ,1,40,68,3.0,0.5,0.0,0.0,0.0,0.0,1,1
50460,1 ,1,31,46,1.451,3.102,0.0,0.0,0.0,0.0,1,1
50508,1 ,1,16,31,45.878,0.028000000000000025,0.0,0.0,0.0,0.0,1,1
50553,1 ,1,32,40,26.207,-1.9450000000000003,0.0,0.0,0.0,0.0,1,1
50556,1 ,1,18,21,3.5999999999999996,-1.3999999999999997,0.0,0.0,0.0,0.0,1,1
50594,1 ,1,16,31,1.734,0.57,0.0,0.0,0.0,0.0,1,1
50627,1 ,1,31,46,1.497,0.492,0.0,0.0,0.0,0.0,1,1
50630,1 ,1,27,33,32.8,8.2,0.0,0.0,0.0,0.0,1,1
50661,1 ,1,13,12,10.0,1.0,0.0,0.0,0.0,0.0,1,1
50686,1 ,1,15,20,25.39,1.206,0.0,0.0,0.0,0.0,1,1
50737,1 ,1,31,46,3.621,1.19,0.0,0.0,0.0,0.0,1,1
50755,1 ,1,39,62,1.8,0.567,0.0,0.0,0.0,0.0,1,1
50768,1 ,1,32,40,22.422,-1.277,0.0,0.0,0.0,0.0,1,1
50790,1 ,1,33,41,6.38,3.8899999999999997,0.0,0.0,0.0,0.0,1,1
50823,1 ,1,19,32,11.7,0.0,0.0,0.0,0.0,0.0,1,1
50844,1 ,1,11,14,3.648,0.148,0.0,0.0,0.0,0.0,1,1
50878,1 ,1,16,31,57.291,5.194,0.0,0.0,0.0,0.0,1,1
50951,1 ,1,45,75,20.0,0.04,0.0,0.0,0.0,0.0,1,1
51001,1 ,1,11,14,4.222,0.345,0.0,0.0,0.0,0.0,1,1
51047,1 ,1,31,46,1.344,0.287,0.0,0.0,0.0,0.0,1,1
51068,1 ,1,39,62,5.09,1.67,0.0,0.0,0.0,0.0,1,1
51097,1 ,1,11,14,1.0,0.145,0.0,0.0,0.0,0.0,1,1
51108,1 ,1,39,62,0.7,0.3,0.0,0.0,0.0,0.0,1,1
51156,1 ,1,36,79,1.237,0.77,0.0,0.0,0.0,0.0,1,1
51172,1 ,1,41,69,4.181,2.0,0.0,0.0,0.0,0.0,1,1
51197,1 ,1,15,20,11.192,3.082,0.0,0.0,0.0,0.0,1,1
51211,1 ,1,16,31,2.704,0.4,0.0,0.0,0.0,0.0,1,1
51254,1 ,1,19,32,0.085,1.1,0.0,0.0,0.0,0.0,1,1
51314,1 ,1,18,21,4.9,-2.0,0.0,0.0,0.0,0.0,1,1
51316,1 ,1,15,20,14.131,0.819,0.0,0.0,0.0,0.0,1,1
51358,1 ,1,36,63,10.153,-1.436,0.0,0.0,0.0,0.0,1,1
51387,1 ,1,16,31,3.179,0.001,0.0,0.0,0.0,0.0,1,1
51436,1 ,1,11,14,0.18,0.0,0.0,0.0,0.0,0.0,1,1
51478,1 ,1,32,40,9.6,-0.9,0.0,0.0,0.0,0.0,1,1
51503,1 ,1,39,62,0.6,0.2,0.0,0.0,0.0,0.0,1,1
51513,1 ,1,15,20,1.56,0.31,0.0,0.0,0.0,0.0,1,1
51542,1 ,1,36,79,1.204,0.526,0.0,0.0,0.0,0.0,1,1
51634,1 ,1,36,63,8.044,1.0,0.0,0.0,0.0,0.0,1,1
51671,1 ,1,32,40,16.0,0.9,0.0,0.0,0.0,0.0,1,1
51686,1 ,1,32,40,29.2,17.2,0.0,0.0,0.0,0.0,1,1
51740,1 ,1,42,70,10.936,0.21100000000000002,0.0,0.0,0.0,0.0,1,1
51786,1 ,1,16,31,1.078,0.27,0.0,0.0,0.0,0.0,1,1
51832,1 ,1,35,42,20.0,2.85,0.0,0.0,0.0,0.0,1,1
51870,1 ,1,16,31,0.001,0.001,0.0,0.0,0.0,0.0,1,1
51889,1 ,1,31,46,0.2,0.2,0.0,0.0,0.0,0.0,1,1
51892,1 ,1,15,20,7.923,1.082,0.0,0.0,0.0,0.0,1,1
51938,1 ,1,36,63,21.83,1.0859999999999999,0.0,0.0,0.0,0.0,1,1
51949,1 ,1,36,63,23.935,9.343,0.0,0.0,0.0,0.0,1,1
51975,1 ,1,18,21,-0.19999999999999996,-2.3,0.0,0.0,0.0,0.0,1,1
51988,1 ,1,31,56,13.12,0.44,0.0,0.0,0.0,0.0,1,1
52006,1 ,1,39,62,13.73,4.49,0.0,0.0,0.0,0.0,1,1
52021,1 ,1,19,32,15.0,3.0,0.0,0.0,0.0,0.0,1,1
52044,1 ,1,27,33,21.0,6.9,0.0,0.0,0.0,0.0,1,1
52076,1 ,1,16,31,159.273,56.18,0.0,0.0,0.0,0.0,1,1
52087,1 ,1,33,41,40.22,7.96,0.0,0.0,0.0,0.0,1,1
52098,1 ,1,16,31,62.135,7.76,0.0,0.0,0.0,0.0,1,1
52119,1 ,1,18,21,5.5,0.5,0.0,0.0,0.0,0.0,1,1
52121,1 ,1,18,21,5.5,2.0,0.0,0.0,0.0,0.0,1,1
52125,1 ,1,31,46,0.204,0.067,0.0,0.0,0.0,0.0,1,1
52167,1 ,1,16,31,8.986,1.305,0.0,0.0,0.0,0.0,1,1
52170,1 ,1,31,46,72.10499999999999,12.272,0.0,0.0,0.0,0.0,1,1
52177,1 ,1,11,14,2.938,2.71,0.0,0.0,0.0,0.0,1,1
52201,1 ,1,35,42,20.0,2.85,0.0,0.0,0.0,0.0,1,1
52202,1 ,1,19,32,4.089,-1.329,0.0,0.0,0.0,0.0,1,1
52244,1 ,1,49,88,0.1,0.0,0.0,0.0,0.0,0.0,1,1
52250,1 ,1,15,20,0.0,0.598,0.0,0.0,0.0,0.0,1,1
52260,1 ,1,14,19,2.4,-0.4,0.0,0.0,0.0,0.0,1,1
52305,1 ,1,16,31,0.001,0.001,0.0,0.0,0.0,0.0,1,1
52344,1 ,1,33,41,6.7,-0.85,0.0,0.0,0.0,0.0,1,1
52357,1 ,1,13,12,55.09,0.07900000000000007,0.0,0.0,0.0,0.0,1,1
52484,1 ,1,31,46,0.603,0.102,0.0,0.0,0.0,0.0,1,1
52723,1 ,1,35,42,10.0,1.425,0.0,0.0,0.0,0.0,1,1
52735,1 ,1,18,21,6.4,-2.7755575615628914e-17,0.0,0.0,0.0,0.0,1,1
52740,1 ,1,41,69,9.545,-1.0,0.0,0.0,0.0,0.0,1,1
52787,1 ,1,29,38,13.67,5.184,0.0,0.0,0.0,0.0,1,1
52825,1 ,1,16,31,6.608,1.945,0.0,0.0,0.0,0.0,1,1
52858,1 ,1,27,33,4.9,1.23,0.0,0.0,0.0,0.0,1,1
52874,1 ,1,31,46,1.07,0.255,0.0,0.0,0.0,0.0,1,1
52875,1 ,1,32,40,3.788,0.0,0.0,0.0,0.0,0.0,1,1
52931,1 ,1,11,14,1.308,0.19,0.0,0.0,0.0,0.0,1,1
53012,1 ,1,36,63,5.6,1.0,0.0,0.0,0.0,0.0,1,1
53052,1 ,1,33,41,-4.515,2.201,0.0,0.0,0.0,0.0,1,1
53055,1 ,1,42,70,12.234000000000002,1.032,0.0,0.0,0.0,0.0,1,1
53061,1 ,1,36,63,4.043,1.958,0.0,0.0,0.0,0.0,1,1
53111,1 ,1,31,46,5.0,1.0,0.0,0.0,0.0,0.0,1,1
53123,1 ,1,42,70,20.0,-4.0,0.0,0.0,0.0,0.0,1,1
53190,1 ,1,33,41,16.14,3.28,0.0,0.0,0.0,0.0,1,1
53241,1 ,1,18,21,2.7,0.5,0.0,0.0,0.0,0.0,1,1
53267,1 ,1,31,46,1.34,0.44,0.0,0.0,0.0,0.0,1,1
53316,1 ,1,18,21,4.6,-2.5999999999999996,0.0,0.0,0.0,0.0,1,1
53320,1 ,1,16,31,58.481,23.085,0.0,0.0,0.0,0.0,1,1
53339,1 ,1,11,14,0.129,0.005,0.0,0.0,0.0,0.0,1,1
53342,1 ,1,18,21,52.1,-34.7,0.0,0.0,0.0,0.0,1,1
53402,1 ,1,19,32,9.809,-1.825,0.0,0.0,0.0,0.0,1,1
53405,1 ,1,11,14,22.62,0.45499999999999996,0.0,0.0,0.0,0.0,1,1
53416,1 ,1,16,31,45.475,20.294,0.0,0.0,0.0,0.0,1,1
53441,1 ,1,18,21,6.6,-0.7,0.0,0.0,0.0,0.0,1,1
53457,1 ,1,35,42,10.0,1.425,0.0,0.0,0.0,0.0,1,1
53472,1 ,1,36,79,40.0,-1.5,0.0,0.0,0.0,0.0,1,1
53533,1 ,1,36,63,2.0,0.4,0.0,0.0,0.0,0.0,1,1
53567,1 ,1,33,41,26.14,6.14,0.0,0.0,0.0,0.0,1,1
53584,1 ,1,16,31,0.001,0.001,0.0,0.0,0.0,0.0,1,1
53591,1 ,1,12,15,14.0,0.9,0.0,0.0,0.0,0.0,1,1
53605,1 ,1,31,46,0.78,-0.609,0.0,0.0,0.0,0.0,1,1
53618,1 ,1,39,62,1.95,0.64,0.0,0.0,0.0,0.0,1,1
53624,1 ,1,32,40,9.645,-0.6,0.0,0.0,0.0,0.0,1,1
53662,1 ,1,40,67,40.0,10.0,0.0,0.0,0.0,0.0,1,1
53675,1 ,1,42,70,7.895999999999999,-2.2910000000000004,0.0,0.0,0.0,0.0,1,1
53678,1 ,1,12,15,12.8,-0.30000000000000004,0.0,0.0,0.0,0.0,1,1
53740,1 ,1,11,14,0.072,0.003,0.0,0.0,0.0,0.0,1,1
53750,1 ,1,11,14,0.016,0.001,0.0,0.0,0.0,0.0,1,1
53792,1 ,1,18,21,3.8000000000000003,-2.0,0.0,0.0,0.0,0.0,1,1
53841,1 ,1,18,21,27.799999999999997,-4.699999999999999,0.0,0.0,0.0,0.0,1,1
53879,1 ,1,32,40,3.303,4.42,0.0,0.0,0.0,0.0,1,1
53896,1 ,1,13,18,15.0,-5.0,0.0,0.0,0.0,0.0,1,1
53922,1 ,1,36,63,54.733,0.7489999999999999,0.0,0.0,0.0,0.0,1,1
53929,1 ,1,36,63,9.895,-6.19,0.0,0.0,0.0,0.0,1,1
53946,1 ,1,31,46,2.328,-1.184,0.0,0.0,0.0,0.0,1,1
53948,1 ,1,31,50,16.628,3.124,0.0,0.0,0.0,0.0,1,1
53958,1 ,1,32,40,13.567,6.994,0.0,0.0,0.0,0.0,1,1
54002,1 ,1,1,2,19.041,6.258,0.0,0.0,0.0,0.0,1,1
54003,1 ,1,1,2,31.539,10.366,0.0,0.0,0.0,0.0,1,1
54004,1 ,1,1,2,20.772,6.827,0.0,0.0,0.0,0.0,1,1
54005,1 ,1,1,2,15.579,5.121,0.0,0.0,0.0,0.0,1,1
54007,1 ,1,1,2,28.878,9.492,0.0,0.0,0.0,0.0,1,1
54008,1 ,1,1,2,24.234,7.965,0.0,0.0,0.0,0.0,1,1
54009,1 ,1,1,2,13.502,4.438,0.0,0.0,0.0,0.0,1,1
54015,1 ,1,1,2,11.944,3.926,0.0,0.0,0.0,0.0,1,1
54016,1 ,1,1,2,4.501,1.479,0.0,0.0,0.0,0.0,1,1
54018,1 ,1,1,2,6.405,2.105,0.0,0.0,0.0,0.0,1,1
54020,1 ,1,1,2,36.351,11.948,0.0,0.0,0.0,0.0,1,1
54021,1 ,1,1,2,0.346,0.114,0.0,0.0,0.0,0.0,1,1
54026,1 ,1,1,2,13.848,4.552,0.0,0.0,0.0,0.0,1,1
54027,1 ,1,1,2,38.082,12.517,0.0,0.0,0.0,0.0,1,1
54028,1 ,1,31,46,3.285,1.08,0.0,0.0,0.0,0.0,1,1
54031,1 ,1,1,2,14.194,4.665,0.0,0.0,0.0,0.0,1,1
54035,1 ,1,1,2,41.475,13.633000000000001,0.0,0.0,0.0,0.0,1,1
54036,1 ,1,1,2,14.020999999999999,4.609,0.0,0.0,0.0,0.0,1,1
54037,1 ,1,1,2,0.866,0.284,0.0,0.0,0.0,0.0,1,1
54038,1 ,1,1,2,3.462,1.138,0.0,0.0,0.0,0.0,1,1
54039,1 ,1,1,2,6.924,2.276,0.0,0.0,0.0,0.0,1,1
54040,1 ,1,16,31,74.297,4.661,0.0,0.0,0.0,0.0,1,1
54041,1 ,1,1,2,31.241999999999997,10.268,0.0,0.0,0.0,0.0,1,1
54043,1 ,1,1,2,80.49199999999999,26.457,0.0,0.0,0.0,0.0,1,1
54044,1 ,1,1,2,3.462,1.138,0.0,0.0,0.0,0.0,1,1
54047,1 ,1,1,2,105.592,34.706,0.0,0.0,0.0,0.0,1,1
54048,1 ,1,1,2,6.924,2.276,0.0,0.0,0.0,0.0,1,1
54049,1 ,1,1,2,58.854,19.344,0.0,0.0,0.0,0.0,1,1
54050,1 ,1,1,2,28.735,9.443999999999999,0.0,0.0,0.0,0.0,1,1
54051,1 ,1,1,2,8.655,2.845,0.0,0.0,0.0,0.0,1,1
54054,1 ,1,1,2,13.156,4.324,0.0,0.0,0.0,0.0,1,1
54055,1 ,1,1,2,29.255000000000003,9.615,0.0,0.0,0.0,0.0,1,1
54056,1 ,1,1,2,33.581,11.038,0.0,0.0,0.0,0.0,1,1
54058,1 ,1,1,2,72.00999999999999,23.668,0.0,0.0,0.0,0.0,1,1
54059,1 ,1,1,2,60.586,19.914,0.0,0.0,0.0,0.0,1,1
54062,1 ,1,1,2,53.575,17.608999999999998,0.0,0.0,0.0,0.0,1,1
54064,1 ,1,1,2,34.967,11.493,0.0,0.0,0.0,0.0,1,1
54067,1 ,1,1,2,33.928,11.152000000000001,0.0,0.0,0.0,0.0,1,1
54068,1 ,1,1,2,14.367,4.722,0.0,0.0,0.0,0.0,1,1
54072,1 ,1,1,2,10.386000000000001,3.4139999999999997,0.0,0.0,0.0,0.0,1,1
54073,1 ,1,1,2,49.854,16.386,0.0,0.0,0.0,0.0,1,1
54074,1 ,1,1,2,22.849,7.51,0.0,0.0,0.0,0.0,1,1
54075,1 ,1,1,2,57.56999999999999,18.922,0.0,0.0,0.0,0.0,1,1
54076,1 ,1,1,2,19.387,6.372,0.0,0.0,0.0,0.0,1,1
54078,1 ,1,1,2,25.965,8.534,0.0,0.0,0.0,0.0,1,1
54079,1 ,1,1,2,41.544,13.654,0.0,0.0,0.0,0.0,1,1
54086,1 ,1,1,2,40.506,13.314,0.0,0.0,0.0,0.0,1,1
54089,1 ,1,1,2,89.32,29.357999999999997,0.0,0.0,0.0,0.0,1,1
54091,1 ,1,1,2,103.169,33.91,0.0,0.0,0.0,0.0,1,1
54093,1 ,1,1,2,51.93,17.068,0.0,0.0,0.0,0.0,1,1
54094,1 ,1,1,2,23.888,7.852,0.0,0.0,0.0,0.0,1,1
54095,1 ,1,1,2,36.006,11.834,0.0,0.0,0.0,0.0,1,1
54096,1 ,1,1,2,29.428,9.672,0.0,0.0,0.0,0.0,1,1
54101,1 ,1,1,2,22.503,7.396,0.0,0.0,0.0,0.0,1,1
54103,1 ,1,1,2,3.462,1.138,0.0,0.0,0.0,0.0,1,1
54104,1 ,1,1,2,46.564,15.305,0.0,0.0,0.0,0.0,1,1
54105,1 ,1,1,2,21.811,7.169,0.0,0.0,0.0,0.0,1,1
54107,1 ,1,1,2,55.392,18.206,0.0,0.0,0.0,0.0,1,1
54110,1 ,1,1,2,2.943,0.9670000000000001,0.0,0.0,0.0,0.0,1,1
54112,1 ,1,1,2,38.255,12.573999999999998,0.0,0.0,0.0,0.0,1,1
54113,1 ,1,1,2,34.101,11.208,0.0,0.0,0.0,0.0,1,1
54114,1 ,1,1,2,12.976,4.265,0.0,0.0,0.0,0.0,1,1
54115,1 ,1,1,2,86.55,28.448,0.0,0.0,0.0,0.0,1,1
54117,1 ,1,1,2,63.025999999999996,20.716,0.0,0.0,0.0,0.0,1,1
54119,1 ,1,1,2,98.668,32.431,0.0,0.0,0.0,0.0,1,1
54120,1 ,1,1,2,27.471,9.029,0.0,0.0,0.0,0.0,1,1
54121,1 ,1,1,2,50.199,16.499000000000002,0.0,0.0,0.0,0.0,1,1
54122,1 ,1,1,2,14.541,4.779,0.0,0.0,0.0,0.0,1,1
54124,1 ,1,1,2,13.502,4.438,0.0,0.0,0.0,0.0,1,1
54125,1 ,1,1,2,38.082,12.516,0.0,0.0,0.0,0.0,1,1
54126,1 ,1,1,2,8.655,2.845,0.0,0.0,0.0,0.0,1,1
54127,1 ,1,1,2,7.963,2.617,0.0,0.0,0.0,0.0,1,1
54132,1 ,1,1,2,0.866,0.284,0.0,0.0,0.0,0.0,1,1
54135,1 ,1,1,2,29.427,9.673,0.0,0.0,0.0,0.0,1,1
54141,1 ,1,1,2,1.731,0.569,0.0,0.0,0.0,0.0,1,1
54142,1 ,1,1,2,1.731,0.569,0.0,0.0,0.0,0.0,1,1
54143,1 ,1,1,2,1.731,0.569,0.0,0.0,0.0,0.0,1,1
54144,1 ,1,1,2,14.367,4.722,0.0,0.0,0.0,0.0,1,1
54150,1 ,1,1,2,38.082,12.516,0.0,0.0,0.0,0.0,1,1
54164,1 ,1,1,2,171.02499999999998,56.213,0.0,0.0,0.0,0.0,1,1
54169,1 ,1,1,2,67.509,22.189,0.0,0.0,0.0,0.0,1,1
54170,1 ,1,1,2,29.774,9.786,0.0,0.0,0.0,0.0,1,1
54171,1 ,1,1,2,4.674,1.536,0.0,0.0,0.0,0.0,1,1
54173,1 ,1,1,2,26.312,8.648,0.0,0.0,0.0,0.0,1,1
54177,1 ,1,1,2,52.276,17.182,0.0,0.0,0.0,0.0,1,1
54179,1 ,1,1,2,4.501,1.479,0.0,0.0,0.0,0.0,1,1
54180,1 ,1,1,2,42.237,13.883,0.0,0.0,0.0,0.0,1,1
54181,1 ,1,1,2,0.173,0.057,0.0,0.0,0.0,0.0,1,1
54191,1 ,1,1,2,94.86,31.179000000000002,0.0,0.0,0.0,0.0,1,1
54198,1 ,1,1,2,29.428,9.672,0.0,0.0,0.0,0.0,1,1
54199,1 ,1,1,2,38.082,12.516,0.0,0.0,0.0,0.0,1,1
54201,1 ,1,1,2,11.944,3.926,0.0,0.0,0.0,0.0,1,1
54205,1 ,1,1,2,7.27,2.39,0.0,0.0,0.0,0.0,1,1
54208,1 ,1,1,2,83.54599999999999,27.46,0.0,0.0,0.0,0.0,1,1
54209,1 ,1,1,2,29.427,9.672,0.0,0.0,0.0,0.0,1,1
54211,1 ,1,1,2,2.077,0.683,0.0,0.0,0.0,0.0,1,1
54213,1 ,1,1,2,1.731,0.569,0.0,0.0,0.0,0.0,1,1
54215,1 ,1,1,2,27.696,9.104,0.0,0.0,0.0,0.0,1,1
54219,1 ,1,1,2,38.082,12.517,0.0,0.0,0.0,0.0,1,1
54220,1 ,1,1,2,42.41,13.94,0.0,0.0,0.0,0.0,1,1
54223,1 ,1,1,2,0.866,0.284,0.0,0.0,0.0,0.0,1,1
54224,1 ,1,1,2,11.252,3.698,0.0,0.0,0.0,0.0,1,1
54226,1 ,1,1,2,1.731,0.569,0.0,0.0,0.0,0.0,1,1
54227,1 ,1,1,2,16.386,5.385,0.0,0.0,0.0,0.0,1,1
54232,1 ,1,1,2,11.425,3.755,0.0,0.0,0.0,0.0,1,1
54237,1 ,1,1,2,15.579,5.121,0.0,0.0,0.0,0.0,1,1
54239,1 ,1,1,2,20.772,6.828,0.0,0.0,0.0,0.0,1,1
54244,1 ,1,1,2,17.31,5.69,0.0,0.0,0.0,0.0,1,1
54245,1 ,1,1,2,5.116,1.682,0.0,0.0,0.0,0.0,1,1
54246,1 ,1,1,2,7.963,2.617,0.0,0.0,0.0,0.0,1,1
54248,1 ,1,1,2,19.734,6.486,0.0,0.0,0.0,0.0,1,1
54252,1 ,1,1,2,17.657,5.803,0.0,0.0,0.0,0.0,1,1
54254,1 ,1,1,2,20.772,6.827,0.0,0.0,0.0,0.0,1,1
54256,1 ,1,1,2,50.2,16.5,0.0,0.0,0.0,0.0,1,1
54257,1 ,1,1,2,32.89,10.81,0.0,0.0,0.0,0.0,1,1
