I,NAME,BASKV,IDE,AREA,ZONE,OWNER,VM,VA,NVHI,NVLO,EVHI,EVLO
1,LNKNRK 1,230.0,1,30,35,1,1.0,0.0,1.1,0.9,1.1,0.9
2,SLST34 1,230.0,1,45,75,1,1.0,0.0,1.1,0.9,1.1,0.9
3,FIFTHS 1,34.5,1,45,87,1,1.0,0.0,1.1,0.9,1.1,0.9
4,NORCNV 1,1.0,1,45,87,1,1.0,0.0,1.1,0.9,1.1,0.9
6,VALTNE 1,34.5,1,45,75,1,1.0,0.0,1.1,0.9,1.1,0.9
7,LEDBED 1,115.0,1,31,46,1,1.0,0.0,1.1,0.9,1.1,0.9
8,SCARLT 1,34.5,1,45,87,1,1.0,0.0,1.1,0.9,1.1,0.9
9,WINDTA 1,230.0,2,9,10,1,1.0,0.0,1.1,0.9,1.1,0.9
11,WESTSI 1,230.0,1,15,20,1,1.0,0.0,1.1,0.9,1.1,0.9
14,RTLSNK 1,230.0,1,31,46,1,1.0,0.0,1.1,0.9,1.1,0.9
21,OLY_Su 1,34.5,1,49,88,1,1.0,0.0,1.1,0.9,1.1,0.9
24,RY     1,69.0,1,18,21,1,1.0,0.0,1.1,0.9,1.1,0.9
27,WEIRIC 1,115.0,1,27,33,1,1.0,0.0,1.1,0.9,1.1,0.9
32,PFTP   1,138.0,1,35,42,1,1.0,0.0,1.1,0.9,1.1,0.9
42,FIFTHS 2,13.8,1,45,87,1,1.0,0.0,1.1,0.9,1.1,0.9
57,SRN    1,230.0,1,16,31,1,1.0,0.0,1.1,0.9,1.1,0.9
67,NWR    1,60.0,1,16,31,1,1.0,0.0,1.1,0.9,1.1,0.9
69,SUN_HA 1,115.0,1,31,46,1,1.0,0.0,1.1,0.9,1.1,0.9
72,NWP    1,66.0,1,16,31,1,1.0,0.0,1.1,0.9,1.1,0.9
76,COWLIT 1,230.0,1,14,19,1,1.0,0.0,1.1,0.9,1.1,0.9
77,CRVR   1,115.0,1,33,41,1,1.0,0.0,1.1,0.9,1.1,0.9
79,SHER_A 1,69.0,1,11,14,1,1.0,0.0,1.1,0.9,1.1,0.9
81,PEARL$ 1,115.0,1,14,19,1,1.0,0.0,1.1,0.9,1.1,0.9
89,ROUNDH 1,34.5,2,26,36,1,1.0,0.0,1.1,0.9,1.1,0.9
95,OREGON 1,69.0,1,13,17,1,1.0,0.0,1.1,0.9,1.1,0.9
100,BONANT 1,69.0,1,27,33,1,1.0,0.0,1.1,0.9,1.1,0.9
101,MESAS  1,12.3,2,45,75,1,1.0,0.0,1.1,0.9,1.1,0.9
102,NITHWK 1,34.5,2,45,76,1,1.0,0.0,1.1,0.9,1.1,0.9
104,WHTHIL 1,34.5,2,45,75,1,1.0,0.0,1.1,0.9,1.1,0.9
105,WHTHIL 2,13.8,1,45,75,1,1.0,0.0,1.1,0.9,1.1,0.9
106,WHTHIL 3,345.0,1,45,75,1,1.0,0.0,1.1,0.9,1.1,0.9
110,GIB    1,132.0,1,16,31,1,1.0,0.0,1.1,0.9,1.1,0.9
111,HERMAN 1,115.0,1,40,68,1,1.0,0.0,1.1,0.9,1.1,0.9
114,GVSP   1,34.5,2,35,42,1,1.0,0.0,1.1,0.9,1.1,0.9
116,ARD    1,115.0,1,32,40,1,1.0,0.0,1.1,0.9,1.1,0.9
125,RVCR   1,34.5,2,35,42,1,1.0,0.0,1.1,0.9,1.1,0.9
128,APACHE 1,12.47,1,19,32,1,1.0,0.0,1.1,0.9,1.1,0.9
134,12STRE 1,46.0,1,40,68,1,1.0,0.0,1.1,0.9,1.1,0.9
138,CORBLR 1,230.0,1,19,32,1,1.0,0.0,1.1,0.9,1.1,0.9
146,MSA    1,132.0,1,16,31,1,1.0,0.0,1.1,0.9,1.1,0.9
149,CLARK$ 1,69.0,1,36,63,1,1.0,0.0,1.1,0.9,1.1,0.9
150,BEN    1,63.0,1,16,31,1,1.0,0.0,1.1,0.9,1.1,0.9
153,ELL_BC 1,132.0,1,16,31,1,1.0,0.0,1.1,0.9,1.1,0.9
160,NWPM   1,69.0,1,35,42,1,1.0,0.0,1.1,0.9,1.1,0.9
161,BLK_ME 1,230.0,1,41,69,1,1.0,0.0,1.1,0.9,1.1,0.9
165,WP     1,1.0,1,18,21,1,1.0,0.0,1.1,0.9,1.1,0.9
168,NIC    1,230.0,2,16,31,1,1.0,0.0,1.1,0.9,1.1,0.9
178,MCG    1,12.47,2,18,21,1,1.0,0.0,1.1,0.9,1.1,0.9
180,BAR_LA 1,230.0,1,49,88,1,1.0,0.0,1.1,0.9,1.1,0.9
188,WOODLD 1,69.0,1,13,17,1,1.0,0.0,1.1,0.9,1.1,0.9
189,WL     1,69.0,1,18,21,1,1.0,0.0,1.1,0.9,1.1,0.9
193,BOBN   1,230.0,1,35,42,1,1.0,0.0,1.1,0.9,1.1,0.9
197,OLV_bw 1,69.0,1,47,90,1,1.0,0.0,1.1,0.9,1.1,0.9
199,LW_REF 1,50.0,1,11,14,1,1.0,0.0,1.1,0.9,1.1,0.9
201,MESAS  2,12.3,1,45,75,1,1.0,0.0,1.1,0.9,1.1,0.9
203,WHTHIL 4,34.5,2,45,75,1,1.0,0.0,1.1,0.9,1.1,0.9
206,WHTHIL 5,345.0,1,45,75,1,1.0,0.0,1.1,0.9,1.1,0.9
207,YORK$  1,161.0,1,39,62,1,1.0,0.0,1.1,0.9,1.1,0.9
208,PKL    1,25.2,1,16,31,1,1.0,0.0,1.1,0.9,1.1,0.9
211,4LAKES 1,115.0,1,15,20,1,1.0,0.0,1.1,0.9,1.1,0.9
213,ALHAMB 1,69.0,1,19,32,1,1.0,0.0,1.1,0.9,1.1,0.9
217,NVR    1,60.0,1,16,31,1,1.0,0.0,1.1,0.9,1.1,0.9
227,OKJN   1,69.0,1,35,42,1,1.0,0.0,1.1,0.9,1.1,0.9
228,FRANKL 1,138.0,1,39,62,1,1.0,0.0,1.1,0.9,1.1,0.9
230,LAGRAN 1,69.0,1,12,15,1,1.0,0.0,1.1,0.9,1.1,0.9
232,FALCON 1,345.0,1,36,79,1,1.0,0.0,1.1,0.9,1.1,0.9
235,N VAL  1,345.0,1,36,79,1,1.0,0.0,1.1,0.9,1.1,0.9
240,DELLE  1,46.0,1,39,62,1,1.0,0.0,1.1,0.9,1.1,0.9
245,FRI    1,60.0,1,16,31,1,1.0,0.0,1.1,0.9,1.1,0.9
248,WES_IN 1,138.0,1,41,69,1,1.0,0.0,1.1,0.9,1.1,0.9
250,OC     1,230.0,1,18,21,1,1.0,0.0,1.1,0.9,1.1,0.9
261,TAYLOR 1,138.0,1,39,62,1,1.0,0.0,1.1,0.9,1.1,0.9
264,CROOKE 1,100.0,1,11,14,1,1.0,0.0,1.1,0.9,1.1,0.9
270,OLIVE  1,12.47,1,19,32,1,1.0,0.0,1.1,0.9,1.1,0.9
276,ACK    1,500.0,1,16,31,1,1.0,0.0,1.1,0.9,1.1,0.9
278,PLA    1,115.0,1,32,40,1,1.0,0.0,1.1,0.9,1.1,0.9
282,BLGS_C 1,100.0,1,11,14,1,1.0,0.0,1.1,0.9,1.1,0.9
289,STRVRI 1,34.5,2,31,46,1,1.0,0.0,1.1,0.9,1.1,0.9
297,LNGDRI 1,138.0,1,36,63,1,1.0,0.0,1.1,0.9,1.1,0.9
314,MM     1,12.47,1,18,21,1,1.0,0.0,1.1,0.9,1.1,0.9
315,PINLCN 1,500.0,2,19,32,1,1.0,0.0,1.1,0.9,1.1,0.9
317,PECOS$ 1,230.0,1,36,63,1,1.0,0.0,1.1,0.9,1.1,0.9
318,ORACLE 1,138.0,1,39,62,1,1.0,0.0,1.1,0.9,1.1,0.9
320,BRP1   1,13.8,2,33,41,1,1.0,0.0,1.1,0.9,1.1,0.9
323,WAPA_B 1,230.0,1,11,14,1,1.0,0.0,1.1,0.9,1.1,0.9
335,LIV_WS 1,50.0,1,11,14,1,1.0,0.0,1.1,0.9,1.1,0.9
339,IZENHO 1,120.0,1,36,79,1,1.0,0.0,1.1,0.9,1.1,0.9
343,CONDWI 1,34.5,1,31,46,1,1.0,0.0,1.1,0.9,1.1,0.9
346,WEED   1,69.0,1,27,33,1,1.0,0.0,1.1,0.9,1.1,0.9
349,PEACOC 1,230.0,1,43,72,1,1.0,0.0,1.1,0.9,1.1,0.9
351,WSN_BC 1,66.0,1,16,31,1,1.0,0.0,1.1,0.9,1.1,0.9
355,CBK    1,66.0,1,16,31,1,1.0,0.0,1.1,0.9,1.1,0.9
356,LACAMC 1,115.0,1,31,48,1,1.0,0.0,1.1,0.9,1.1,0.9
357,NOV    1,230.0,1,32,40,1,1.0,0.0,1.1,0.9,1.1,0.9
367,HAUSER 1,115.0,1,31,46,1,1.0,0.0,1.1,0.9,1.1,0.9
373,MCM_BC 1,138.0,1,16,31,1,1.0,0.0,1.1,0.9,1.1,0.9
375,COYOTE 1,69.0,1,40,67,1,1.0,0.0,1.1,0.9,1.1,0.9
380,LOWETH 1,100.0,1,11,14,1,1.0,0.0,1.1,0.9,1.1,0.9
387,CRESWE 1,115.0,1,31,46,1,1.0,0.0,1.1,0.9,1.1,0.9
390,SLC_BC 1,63.0,1,16,31,1,1.0,0.0,1.1,0.9,1.1,0.9
391,IRVNGT 1,138.0,1,41,69,1,1.0,0.0,1.1,0.9,1.1,0.9
399,WHITEW 1,15.61,1,45,76,1,1.0,0.0,1.1,0.9,1.1,0.9
404,DELTA_ 1,69.0,1,19,32,1,1.0,0.0,1.1,0.9,1.1,0.9
413,PAVANT 1,46.0,2,39,62,1,1.0,0.0,1.1,0.9,1.1,0.9
417,STT    1,69.0,1,18,21,1,1.0,0.0,1.1,0.9,1.1,0.9
422,COTTON 1,115.0,1,40,68,1,1.0,0.0,1.1,0.9,1.1,0.9
431,TSW    1,25.2,1,16,31,1,1.0,0.0,1.1,0.9,1.1,0.9
437,STLWTR 1,100.0,1,11,14,1,1.0,0.0,1.1,0.9,1.1,0.9
447,ELDORA 1,115.0,1,40,68,1,1.0,0.0,1.1,0.9,1.1,0.9
450,OCHOCO 1,230.0,1,27,33,1,1.0,0.0,1.1,0.9,1.1,0.9
459,TWA    1,69.0,1,18,21,1,1.0,0.0,1.1,0.9,1.1,0.9
473,WES_MI 1,230.0,1,13,17,1,1.0,0.0,1.1,0.9,1.1,0.9
483,SHAWMU 1,50.0,1,11,14,1,1.0,0.0,1.1,0.9,1.1,0.9
486,MILL_C 1,100.0,1,11,14,1,1.0,0.0,1.1,0.9,1.1,0.9
491,TRUCKE 1,60.0,1,36,79,1,1.0,0.0,1.1,0.9,1.1,0.9
492,LAVINA 1,100.0,1,11,14,1,1.0,0.0,1.1,0.9,1.1,0.9
493,VIT_BC 1,132.0,1,16,31,1,1.0,0.0,1.1,0.9,1.1,0.9
501,SUNPND 1,34.5,2,45,75,1,1.0,0.0,1.1,0.9,1.1,0.9
502,MONA$  1,345.0,2,39,62,1,1.0,0.0,1.1,0.9,1.1,0.9
503,HMWY   1,1.0,1,35,42,1,1.0,0.0,1.1,0.9,1.1,0.9
504,FAIRGR 1,69.0,1,12,15,1,1.0,0.0,1.1,0.9,1.1,0.9
517,VEL    1,230.0,1,49,88,1,1.0,0.0,1.1,0.9,1.1,0.9
523,CE     1,69.0,1,18,21,1,1.0,0.0,1.1,0.9,1.1,0.9
526,CC     1,69.0,1,18,21,1,1.0,0.0,1.1,0.9,1.1,0.9
532,CHELAT 1,115.0,1,27,33,1,1.0,0.0,1.1,0.9,1.1,0.9
538,LORDBU 1,69.0,1,40,68,1,1.0,0.0,1.1,0.9,1.1,0.9
540,JOR    1,13.8,1,16,31,1,1.0,0.0,1.1,0.9,1.1,0.9
544,29EDD9 1,240.0,1,1,2,1,1.0,0.0,1.1,0.9,1.1,0.9
559,BLU    1,115.0,1,32,40,1,1.0,0.0,1.1,0.9,1.1,0.9
560,TKW    1,230.0,1,16,31,1,1.0,0.0,1.1,0.9,1.1,0.9
569,ASC    1,13.8,1,42,70,1,1.0,0.0,1.1,0.9,1.1,0.9
570,RCKYFO 1,69.0,2,26,36,1,1.0,0.0,1.1,0.9,1.1,0.9
574,CRQ    1,66.0,1,16,31,1,1.0,0.0,1.1,0.9,1.1,0.9
580,TAP_CL 1,69.0,1,19,32,1,1.0,0.0,1.1,0.9,1.1,0.9
584,GONDER 1,230.0,2,36,79,1,1.0,0.0,1.1,0.9,1.1,0.9
586,BRIDGE 1,138.0,1,35,42,1,1.0,0.0,1.1,0.9,1.1,0.9
587,SOM    1,115.0,1,32,40,1,1.0,0.0,1.1,0.9,1.1,0.9
589,IRVNGT 2,138.0,1,41,69,1,1.0,0.0,1.1,0.9,1.1,0.9
596,SNO$   1,69.0,1,42,70,1,1.0,0.0,1.1,0.9,1.1,0.9
597,SHA_BC 1,25.2,1,16,31,1,1.0,0.0,1.1,0.9,1.1,0.9
604,MCG    2,12.47,2,18,21,1,1.0,0.0,1.1,0.9,1.1,0.9
610,NWM    1,13.8,2,42,70,1,1.0,0.0,1.1,0.9,1.1,0.9
611,WHY    1,1.0,1,16,31,1,1.0,0.0,1.1,0.9,1.1,0.9
622,SHEPDS 1,34.5,1,31,46,1,1.0,0.0,1.1,0.9,1.1,0.9
628,CLI    1,69.0,1,42,70,1,1.0,0.0,1.1,0.9,1.1,0.9
630,CASHIO 1,12.47,1,19,32,1,1.0,0.0,1.1,0.9,1.1,0.9
631,H ALLE 1,230.0,2,36,63,1,1.0,0.0,1.1,0.9,1.1,0.9
637,MEMORY 1,69.0,1,19,32,1,1.0,0.0,1.1,0.9,1.1,0.9
643,WSTSDE 1,69.0,1,36,63,1,1.0,0.0,1.1,0.9,1.1,0.9
651,FYP1   1,59.8,1,33,41,1,1.0,0.0,1.1,0.9,1.1,0.9
653,GMS    1,138.0,1,16,31,1,1.0,0.0,1.1,0.9,1.1,0.9
654,FRIAS  1,138.0,1,36,63,1,1.0,0.0,1.1,0.9,1.1,0.9
660,MIG    1,13.8,2,16,31,1,1.0,0.0,1.1,0.9,1.1,0.9
666,BKFT   1,46.0,1,35,42,1,1.0,0.0,1.1,0.9,1.1,0.9
668,COOPER 1,22.0,1,12,15,1,1.0,0.0,1.1,0.9,1.1,0.9
672,IMLAY  1,60.0,1,36,79,1,1.0,0.0,1.1,0.9,1.1,0.9
673,FHS_BC 1,25.2,1,16,31,1,1.0,0.0,1.1,0.9,1.1,0.9
675,CEDARF 1,115.0,1,29,38,1,1.0,0.0,1.1,0.9,1.1,0.9
680,MCK_GE 1,230.0,1,11,14,1,1.0,0.0,1.1,0.9,1.1,0.9
686,KCL    1,13.8,1,16,31,1,1.0,0.0,1.1,0.9,1.1,0.9
688,CIRCLE 1,20.8,1,27,33,1,1.0,0.0,1.1,0.9,1.1,0.9
690,SUN$   1,13.8,1,42,70,1,1.0,0.0,1.1,0.9,1.1,0.9
700,WESCAN 4,34.5,1,45,76,1,1.0,0.0,1.1,0.9,1.1,0.9
701,WESCAN 1,230.0,1,45,76,1,1.0,0.0,1.1,0.9,1.1,0.9
705,EECLOU 1,230.0,1,31,53,1,1.0,0.0,1.1,0.9,1.1,0.9
718,RGD    1,115.0,1,42,70,1,1.0,0.0,1.1,0.9,1.1,0.9
726,NYSA   1,12.5,1,35,42,1,1.0,0.0,1.1,0.9,1.1,0.9
732,PGG    1,1.0,1,13,12,1,1.0,0.0,1.1,0.9,1.1,0.9
734,RBW    1,230.0,1,16,31,1,1.0,0.0,1.1,0.9,1.1,0.9
738,HSY    1,230.0,1,16,31,1,1.0,0.0,1.1,0.9,1.1,0.9
742,WEC_SY 1,69.0,1,12,15,1,1.0,0.0,1.1,0.9,1.1,0.9
744,MCLO   1,230.0,1,33,41,1,1.0,0.0,1.1,0.9,1.1,0.9
753,DWORSH 1,500.0,1,31,46,1,1.0,0.0,1.1,0.9,1.1,0.9
755,MARICO 1,13.8,1,43,72,1,1.0,0.0,1.1,0.9,1.1,0.9
756,ARDEN  1,230.0,1,36,63,1,1.0,0.0,1.1,0.9,1.1,0.9
757,RO2    1,60.0,1,16,31,1,1.0,0.0,1.1,0.9,1.1,0.9
760,MOODY  1,12.47,1,19,32,1,1.0,0.0,1.1,0.9,1.1,0.9
766,SKW    1,115.0,2,32,40,1,1.0,0.0,1.1,0.9,1.1,0.9
774,MA     1,69.0,1,18,21,1,1.0,0.0,1.1,0.9,1.1,0.9
775,HARRIS 1,13.8,1,41,69,1,1.0,0.0,1.1,0.9,1.1,0.9
778,KLA    1,230.0,1,32,40,1,1.0,0.0,1.1,0.9,1.1,0.9
779,TRY    1,230.0,2,13,16,1,1.0,0.0,1.1,0.9,1.1,0.9
783,PECOS$ 2,138.0,1,36,63,1,1.0,0.0,1.1,0.9,1.1,0.9
788,SPG_BC 1,12.6,1,16,31,1,1.0,0.0,1.1,0.9,1.1,0.9
792,ANTLPE 1,500.0,2,45,75,1,1.0,0.0,1.1,0.9,1.1,0.9
793,INY    1,230.0,2,49,88,1,1.0,0.0,1.1,0.9,1.1,0.9
794,VIEWLA 1,115.0,1,29,38,1,1.0,0.0,1.1,0.9,1.1,0.9
800,WSCNSW 1,230.0,1,45,76,1,1.0,0.0,1.1,0.9,1.1,0.9
803,HOLTAP 1,115.0,1,32,40,1,1.0,0.0,1.1,0.9,1.1,0.9
809,SDG    1,12.47,1,18,21,1,1.0,0.0,1.1,0.9,1.1,0.9
812,HWD_LA 1,138.0,1,49,88,1,1.0,0.0,1.1,0.9,1.1,0.9
816,LONGHO 1,500.0,1,31,46,1,1.0,0.0,1.1,0.9,1.1,0.9
822,STD    1,21.6,1,13,12,1,1.0,0.0,1.1,0.9,1.1,0.9
829,ESUB   1,115.0,1,33,41,1,1.0,0.0,1.1,0.9,1.1,0.9
830,SALEM_ 1,115.0,1,31,46,1,1.0,0.0,1.1,0.9,1.1,0.9
836,FGE    1,13.8,2,16,31,1,1.0,0.0,1.1,0.9,1.1,0.9
837,UNION_ 1,115.0,1,29,38,1,1.0,0.0,1.1,0.9,1.1,0.9
838,JARL_P 1,115.0,1,40,68,1,1.0,0.0,1.1,0.9,1.1,0.9
843,GARIBA 1,115.0,1,27,33,1,1.0,0.0,1.1,0.9,1.1,0.9
850,KING   1,138.0,1,35,42,1,1.0,0.0,1.1,0.9,1.1,0.9
854,BLGS_S 1,230.0,1,11,14,1,1.0,0.0,1.1,0.9,1.1,0.9
855,NEIL_G 1,69.0,1,9,10,1,1.0,0.0,1.1,0.9,1.1,0.9
858,SANJCP 1,230.0,1,45,76,1,1.0,0.0,1.1,0.9,1.1,0.9
874,MDPO   1,138.0,1,35,42,1,1.0,0.0,1.1,0.9,1.1,0.9
876,LBRT   1,115.0,1,33,41,1,1.0,0.0,1.1,0.9,1.1,0.9
882,STC    1,115.0,1,32,40,1,1.0,0.0,1.1,0.9,1.1,0.9
886,FILBER 1,115.0,1,31,46,1,1.0,0.0,1.1,0.9,1.1,0.9
891,BRX    1,13.8,1,16,31,1,1.0,0.0,1.1,0.9,1.1,0.9
894,EDENVL 1,115.0,1,45,87,1,1.0,0.0,1.1,0.9,1.1,0.9
903,AIKN   1,12.5,1,35,42,1,1.0,0.0,1.1,0.9,1.1,0.9
913,LL     1,69.0,1,18,21,1,1.0,0.0,1.1,0.9,1.1,0.9
917,VIC_LA 1,287.0,1,49,88,1,1.0,0.0,1.1,0.9,1.1,0.9
920,RKWP   1,138.0,2,35,42,1,1.0,0.0,1.1,0.9,1.1,0.9
934,PILOTB 1,69.0,1,27,33,1,1.0,0.0,1.1,0.9,1.1,0.9
937,YAHTAH 1,345.0,1,40,68,1,1.0,0.0,1.1,0.9,1.1,0.9
944,JBR_PA 1,22.0,2,27,33,1,1.0,0.0,1.1,0.9,1.1,0.9
946,SG     1,230.0,1,18,21,1,1.0,0.0,1.1,0.9,1.1,0.9
951,LONGLA 1,4.0,2,15,20,1,1.0,0.0,1.1,0.9,1.1,0.9
954,NBL    1,13.8,1,42,70,1,1.0,0.0,1.1,0.9,1.1,0.9
955,STPK   1,69.0,1,35,42,1,1.0,0.0,1.1,0.9,1.1,0.9
956,STRD   1,12.5,1,35,42,1,1.0,0.0,1.1,0.9,1.1,0.9
963,TERY   1,138.0,1,35,42,1,1.0,0.0,1.1,0.9,1.1,0.9
965,OMEGA  1,69.0,1,19,32,1,1.0,0.0,1.1,0.9,1.1,0.9
966,HGLN_A 1,115.0,2,18,21,1,1.0,0.0,1.1,0.9,1.1,0.9
973,GOSHEN 1,1.0,1,39,62,1,1.0,0.0,1.1,0.9,1.1,0.9
978,COLBER 1,115.0,1,15,20,1,1.0,0.0,1.1,0.9,1.1,0.9
988,MSLA_7 1,161.0,1,11,14,1,1.0,0.0,1.1,0.9,1.1,0.9
991,NOTI_C 1,115.0,1,31,46,1,1.0,0.0,1.1,0.9,1.1,0.9
992,BRIGHT 1,115.0,1,31,56,1,1.0,0.0,1.1,0.9,1.1,0.9
996,CORNEL 1,115.0,1,40,68,1,1.0,0.0,1.1,0.9,1.1,0.9
998,WTH_WI 1,345.0,1,43,72,1,1.0,0.0,1.1,0.9,1.1,0.9
999,WTH_WI 2,345.0,1,43,72,1,1.0,0.0,1.1,0.9,1.1,0.9
1000,DSRTSN 2,34.5,1,45,75,1,1.0,0.0,1.1,0.9,1.1,0.9
1001,DSRTSN10,34.5,1,45,75,1,1.0,0.0,1.1,0.9,1.1,0.9
1004,SUNCAT 2,34.5,1,45,75,1,1.0,0.0,1.1,0.9,1.1,0.9
1005,ARLNTN 2,34.5,1,45,75,1,1.0,0.0,1.1,0.9,1.1,0.9
1006,MARVEL 5,34.5,1,45,75,1,1.0,0.0,1.1,0.9,1.1,0.9
1008,SUNCAT 1,34.5,1,45,75,1,1.0,0.0,1.1,0.9,1.1,0.9
1009,ARLNTN 1,34.5,1,45,75,1,1.0,0.0,1.1,0.9,1.1,0.9
1010,MARVEL 1,34.5,1,45,75,1,1.0,0.0,1.1,0.9,1.1,0.9
1011,MARVEL 2,13.8,1,45,75,1,1.0,0.0,1.1,0.9,1.1,0.9
1012,MARVEL 3,13.8,1,45,75,1,1.0,0.0,1.1,0.9,1.1,0.9
1013,MARVEL 4,13.8,1,45,75,1,1.0,0.0,1.1,0.9,1.1,0.9
1016,HG     1,69.0,1,18,21,1,1.0,0.0,1.1,0.9,1.1,0.9
1017,YU     1,69.0,2,18,21,1,1.0,0.0,1.1,0.9,1.1,0.9
1018,HAY_GS 1,230.0,1,49,88,1,1.0,0.0,1.1,0.9,1.1,0.9
1019,ELAND  1,0.48,2,49,88,1,1.0,0.0,1.1,0.9,1.1,0.9
1023,ALPINE 1,230.0,1,36,79,1,1.0,0.0,1.1,0.9,1.1,0.9
1030,SOUTH$ 1,47.2,1,41,69,1,1.0,0.0,1.1,0.9,1.1,0.9
1040,DEER_P 1,115.0,1,31,46,1,1.0,0.0,1.1,0.9,1.1,0.9
1044,ALKALI 1,69.0,1,31,46,1,1.0,0.0,1.1,0.9,1.1,0.9
1066,NORTHS 1,120.0,1,36,79,1,1.0,0.0,1.1,0.9,1.1,0.9
1067,DSK    1,69.0,1,18,21,1,1.0,0.0,1.1,0.9,1.1,0.9
1073,SWNI1  1,115.0,1,33,41,1,1.0,0.0,1.1,0.9,1.1,0.9
1074,COMMON 1,12.0,1,12,15,1,1.0,0.0,1.1,0.9,1.1,0.9
1077,MGN    1,230.0,1,18,21,1,1.0,0.0,1.1,0.9,1.1,0.9
1078,KONOS  1,12.47,1,19,32,1,1.0,0.0,1.1,0.9,1.1,0.9
1081,KI1    1,60.0,1,16,31,1,1.0,0.0,1.1,0.9,1.1,0.9
1091,PARADI 1,115.0,1,40,68,1,1.0,0.0,1.1,0.9,1.1,0.9
1096,NWM    2,115.0,1,42,70,1,1.0,0.0,1.1,0.9,1.1,0.9
1102,MONTPE 1,69.0,1,12,15,1,1.0,0.0,1.1,0.9,1.1,0.9
1104,SANTIA 1,230.0,1,31,46,1,1.0,0.0,1.1,0.9,1.1,0.9
1117,KLY    1,500.0,1,16,31,1,1.0,0.0,1.1,0.9,1.1,0.9
1122,VALE   1,69.0,1,35,42,1,1.0,0.0,1.1,0.9,1.1,0.9
1124,ROGUE  1,115.0,1,31,46,1,1.0,0.0,1.1,0.9,1.1,0.9
1127,BATLE  1,60.0,1,36,79,1,1.0,0.0,1.1,0.9,1.1,0.9
1129,SKY_VL 1,115.0,1,31,56,1,1.0,0.0,1.1,0.9,1.1,0.9
1131,N_PASC 1,115.0,1,31,46,1,1.0,0.0,1.1,0.9,1.1,0.9
1135,RUDD   1,230.0,1,19,32,1,1.0,0.0,1.1,0.9,1.1,0.9
1141,MRTNDA 1,100.0,1,11,14,1,1.0,0.0,1.1,0.9,1.1,0.9
1145,STRATF 1,115.0,1,15,20,1,1.0,0.0,1.1,0.9,1.1,0.9
1153,RIVER_ 1,115.0,1,31,50,1,1.0,0.0,1.1,0.9,1.1,0.9
1162,WRT    1,57.5,1,32,40,1,1.0,0.0,1.1,0.9,1.1,0.9
1168,WALKER 1,69.0,1,19,32,1,1.0,0.0,1.1,0.9,1.1,0.9
1169,RSWY   1,115.0,1,33,41,1,1.0,0.0,1.1,0.9,1.1,0.9
1172,KYRENE 1,69.0,1,19,32,1,1.0,0.0,1.1,0.9,1.1,0.9
1173,GLASGO 1,115.0,1,31,46,1,1.0,0.0,1.1,0.9,1.1,0.9
1184,CHILOQ 1,12.5,1,27,33,1,1.0,0.0,1.1,0.9,1.1,0.9
1192,DIL_BC 1,66.0,1,16,31,1,1.0,0.0,1.1,0.9,1.1,0.9
1204,HILAND 1,115.0,1,45,87,1,1.0,0.0,1.1,0.9,1.1,0.9
1206,OSBURN 1,115.0,1,15,20,1,1.0,0.0,1.1,0.9,1.1,0.9
1225,CAMPWI 1,138.0,1,39,62,1,1.0,0.0,1.1,0.9,1.1,0.9
1227,ELMONT 1,46.0,1,39,62,1,1.0,0.0,1.1,0.9,1.1,0.9
1228,ARN_BC 1,25.2,1,16,31,1,1.0,0.0,1.1,0.9,1.1,0.9
1232,WOODLA 1,230.0,1,31,46,1,1.0,0.0,1.1,0.9,1.1,0.9
1233,RED_RD 1,115.0,1,13,18,1,1.0,0.0,1.1,0.9,1.1,0.9
1237,FOSSIL 1,115.0,1,31,46,1,1.0,0.0,1.1,0.9,1.1,0.9
1239,LFN    1,12.47,1,18,21,1,1.0,0.0,1.1,0.9,1.1,0.9
1240,TSPO   1,46.0,2,35,42,1,1.0,0.0,1.1,0.9,1.1,0.9
1244,BRE    1,115.0,1,32,40,1,1.0,0.0,1.1,0.9,1.1,0.9
1249,EMERY$ 1,345.0,1,39,62,1,1.0,0.0,1.1,0.9,1.1,0.9
1264,FMNT   1,115.0,1,33,41,1,1.0,0.0,1.1,0.9,1.1,0.9
1265,HIDEAW 1,115.0,1,31,46,1,1.0,0.0,1.1,0.9,1.1,0.9
1266,PEARL  1,230.0,1,31,46,1,1.0,0.0,1.1,0.9,1.1,0.9
1267,MEAD_Z 1,230.0,2,43,72,1,1.0,0.0,1.1,0.9,1.1,0.9
1270,SUMMER 1,115.0,1,15,20,1,1.0,0.0,1.1,0.9,1.1,0.9
1272,GOSHEN 2,161.0,1,39,62,1,1.0,0.0,1.1,0.9,1.1,0.9
1276,GLCL   1,115.0,1,33,41,1,1.0,0.0,1.1,0.9,1.1,0.9
1279,GLDV   1,115.0,1,33,41,1,1.0,0.0,1.1,0.9,1.1,0.9
1290,RSG    1,69.0,1,18,21,1,1.0,0.0,1.1,0.9,1.1,0.9
1294,ABRN   1,115.0,1,33,41,1,1.0,0.0,1.1,0.9,1.1,0.9
1298,HQTAP  1,69.0,1,18,21,1,1.0,0.0,1.1,0.9,1.1,0.9
1308,SOC    1,69.0,1,42,70,1,1.0,0.0,1.1,0.9,1.1,0.9
1309,SMH    1,66.0,1,16,31,1,1.0,0.0,1.1,0.9,1.1,0.9
