I,NAME,BASKV,IDE,AREA,ZONE,OWNER,VM,VA,NVHI,NVLO,EVHI,EVLO
177087,CAPTJA 5,500.0,1,31,46,1,1.0,0.0,1.1,0.9,1.1,0.9
177088,CAPTJA 6,500.0,1,31,46,1,1.0,0.0,1.1,0.9,1.1,0.9
177089,CELILO 2,500.0,1,31,46,1,1.0,0.0,1.1,0.9,1.1,0.9
177090,CELILO 3,500.0,1,31,46,1,1.0,0.0,1.1,0.9,1.1,0.9
177091,CELILO 4,500.0,1,31,46,1,1.0,0.0,1.1,0.9,1.1,0.9
177092,CELILO 5,500.0,1,31,46,1,1.0,0.0,1.1,0.9,1.1,0.9
177093,CELILO 6,500.0,1,31,46,1,1.0,0.0,1.1,0.9,1.1,0.9
177094,CELILO 7,500.0,1,31,46,1,1.0,0.0,1.1,0.9,1.1,0.9
177095,CELILO 8,500.0,1,31,46,1,1.0,0.0,1.1,0.9,1.1,0.9
177096,CELILO 9,500.0,1,31,46,1,1.0,0.0,1.1,0.9,1.1,0.9
177097,CENTFE 3,500.0,1,31,46,1,1.0,0.0,1.1,0.9,1.1,0.9
177098,CENTFE 4,500.0,1,31,46,1,1.0,0.0,1.1,0.9,1.1,0.9
177099,CENTRA 2,69.0,1,31,46,1,1.0,0.0,1.1,0.9,1.1,0.9
177100,CENTRA 3,69.0,1,31,46,1,1.0,0.0,1.1,0.9,1.1,0.9
177101,CHEMAW 8,230.0,1,31,46,1,1.0,0.0,1.1,0.9,1.1,0.9
177102,CHEMAW 9,230.0,1,31,46,1,1.0,0.0,1.1,0.9,1.1,0.9
177103,CHEMAW10,115.0,1,31,46,1,1.0,0.0,1.1,0.9,1.1,0.9
177104,COL_FA 5,115.0,1,31,46,1,1.0,0.0,1.1,0.9,1.1,0.9
177105,COL_FA 6,115.0,1,31,46,1,1.0,0.0,1.1,0.9,1.1,0.9
177106,COLVIL 2,115.0,1,31,46,1,1.0,0.0,1.1,0.9,1.1,0.9
177107,COLVIL 3,115.0,1,31,46,1,1.0,0.0,1.1,0.9,1.1,0.9
177108,COLVIL 4,115.0,1,31,46,1,1.0,0.0,1.1,0.9,1.1,0.9
177109,COMB_H 5,34.5,1,31,46,1,1.0,0.0,1.1,0.9,1.1,0.9
177110,COMB_H 6,34.5,1,31,46,1,1.0,0.0,1.1,0.9,1.1,0.9
177111,COMB_H 7,34.5,1,31,46,1,1.0,0.0,1.1,0.9,1.1,0.9
177112,COMB_H 8,34.5,1,31,46,1,1.0,0.0,1.1,0.9,1.1,0.9
177113,CONDWI 5,34.5,1,31,46,1,1.0,0.0,1.1,0.9,1.1,0.9
177114,CONDWI 6,34.5,1,31,46,1,1.0,0.0,1.1,0.9,1.1,0.9
177115,CONDWI 7,34.5,1,31,46,1,1.0,0.0,1.1,0.9,1.1,0.9
177116,CONDWI 8,34.5,1,31,46,1,1.0,0.0,1.1,0.9,1.1,0.9
177117,CONDWI 9,34.5,1,31,46,1,1.0,0.0,1.1,0.9,1.1,0.9
177118,CONDWI10,34.5,1,31,46,1,1.0,0.0,1.1,0.9,1.1,0.9
177119,CONDWI11,34.5,1,31,46,1,1.0,0.0,1.1,0.9,1.1,0.9
177120,CONDWI12,34.5,1,31,46,1,1.0,0.0,1.1,0.9,1.1,0.9
177121,CONDWI13,34.5,1,31,46,1,1.0,0.0,1.1,0.9,1.1,0.9
177122,CONNEL 2,115.0,1,31,46,1,1.0,0.0,1.1,0.9,1.1,0.9
177127,COSMOP 2,115.0,1,31,46,1,1.0,0.0,1.1,0.9,1.1,0.9
177128,COVING 4,230.0,1,31,46,1,1.0,0.0,1.1,0.9,1.1,0.9
177129,COVING 5,230.0,1,31,46,1,1.0,0.0,1.1,0.9,1.1,0.9
177130,COVING 6,230.0,1,31,46,1,1.0,0.0,1.1,0.9,1.1,0.9
177131,COVING 7,230.0,1,31,46,1,1.0,0.0,1.1,0.9,1.1,0.9
177132,CUSICK 2,230.0,1,31,46,1,1.0,0.0,1.1,0.9,1.1,0.9
177133,GRASSC 2,230.0,1,39,62,1,1.0,0.0,1.1,0.9,1.1,0.9
177134,HILLTO 3,115.0,1,39,62,1,1.0,0.0,1.1,0.9,1.1,0.9
177135,MERCER 2,345.0,1,39,62,1,1.0,0.0,1.1,0.9,1.1,0.9
177137,SHIRLE 2,230.0,1,39,62,1,1.0,0.0,1.1,0.9,1.1,0.9
177139,GOSHEN13,161.0,1,39,62,1,1.0,0.0,1.1,0.9,1.1,0.9
177140,PARISH 5,46.0,1,39,62,1,1.0,0.0,1.1,0.9,1.1,0.9
177141,GOSHEN14,161.0,1,39,62,1,1.0,0.0,1.1,0.9,1.1,0.9
177142,AEOLUS 3,230.0,1,39,62,1,1.0,0.0,1.1,0.9,1.1,0.9
177143,AMBROS 3,115.0,1,40,68,1,1.0,0.0,1.1,0.9,1.1,0.9
177144,B_A    3,345.0,1,40,68,1,1.0,0.0,1.1,0.9,1.1,0.9
177145,GUADLU 5,345.0,1,40,68,1,1.0,0.0,1.1,0.9,1.1,0.9
177146,GUADLU 6,345.0,1,40,68,1,1.0,0.0,1.1,0.9,1.1,0.9
177147,GUADLU 7,138.0,1,40,68,1,1.0,0.0,1.1,0.9,1.1,0.9
177148,GUADLU 8,138.0,1,40,68,1,1.0,0.0,1.1,0.9,1.1,0.9
177149,NORTON 3,115.0,1,40,68,1,1.0,0.0,1.1,0.9,1.1,0.9
177150,OJO    3,345.0,1,40,67,1,1.0,0.0,1.1,0.9,1.1,0.9
177151,OJO    4,345.0,1,40,67,1,1.0,0.0,1.1,0.9,1.1,0.9
177152,REEVES 6,115.0,1,40,68,1,1.0,0.0,1.1,0.9,1.1,0.9
177153,SAN JU 8,345.0,1,40,68,1,1.0,0.0,1.1,0.9,1.1,0.9
177154,SAN JU 9,345.0,1,40,68,1,1.0,0.0,1.1,0.9,1.1,0.9
177155,SAN JU10,345.0,1,40,68,1,1.0,0.0,1.1,0.9,1.1,0.9
177156,SAN JU11,345.0,1,40,68,1,1.0,0.0,1.1,0.9,1.1,0.9
177157,SANDIA 6,115.0,1,40,68,1,1.0,0.0,1.1,0.9,1.1,0.9
177158,SANDIA 7,115.0,1,40,68,1,1.0,0.0,1.1,0.9,1.1,0.9
177159,SANDIA 8,46.0,1,40,68,1,1.0,0.0,1.1,0.9,1.1,0.9
177160,SANDIA 9,46.0,1,40,68,1,1.0,0.0,1.1,0.9,1.1,0.9
177161,SANDIA10,46.0,1,40,68,1,1.0,0.0,1.1,0.9,1.1,0.9
177162,SANDIA11,46.0,1,40,68,1,1.0,0.0,1.1,0.9,1.1,0.9
177163,WESTME 4,115.0,1,40,68,1,1.0,0.0,1.1,0.9,1.1,0.9
177164,WESTME 5,115.0,1,40,68,1,1.0,0.0,1.1,0.9,1.1,0.9
177165,WESTME 6,345.0,1,40,68,1,1.0,0.0,1.1,0.9,1.1,0.9
177167,LOMAS  3,12.5,1,40,68,1,1.0,0.0,1.1,0.9,1.1,0.9
177168,LOMAS  4,12.5,1,40,68,1,1.0,0.0,1.1,0.9,1.1,0.9
177169,NORTH$ 2,115.0,1,40,68,1,1.0,0.0,1.1,0.9,1.1,0.9
177170,NORTH$ 3,115.0,1,40,68,1,1.0,0.0,1.1,0.9,1.1,0.9
177171,PRAGER 4,115.0,1,40,68,1,1.0,0.0,1.1,0.9,1.1,0.9
177172,LOS CH 2,46.0,1,40,68,1,1.0,0.0,1.1,0.9,1.1,0.9
177173,LOS CH 3,46.0,1,40,68,1,1.0,0.0,1.1,0.9,1.1,0.9
177174,MIMBRE 2,115.0,1,40,68,1,1.0,0.0,1.1,0.9,1.1,0.9
177175,VALENC 3,115.0,1,40,68,1,1.0,0.0,1.1,0.9,1.1,0.9
177176,ZIA    3,46.0,1,40,68,1,1.0,0.0,1.1,0.9,1.1,0.9
177177,ZIA    4,46.0,1,40,68,1,1.0,0.0,1.1,0.9,1.1,0.9
177178,ZIA    5,115.0,1,40,68,1,1.0,0.0,1.1,0.9,1.1,0.9
177179,ZIA    6,115.0,1,40,68,1,1.0,0.0,1.1,0.9,1.1,0.9
177180,ZIA    7,115.0,1,40,68,1,1.0,0.0,1.1,0.9,1.1,0.9
177181,ZIA    8,115.0,1,40,68,1,1.0,0.0,1.1,0.9,1.1,0.9
177182,RIOPUE 9,345.0,1,40,68,1,1.0,0.0,1.1,0.9,1.1,0.9
177183,COYOTE 3,4.2,1,40,67,1,1.0,0.0,1.1,0.9,1.1,0.9
177184,SPRING 3,115.0,1,40,67,1,1.0,0.0,1.1,0.9,1.1,0.9
177185,GLADST 4,230.0,1,40,67,1,1.0,0.0,1.1,0.9,1.1,0.9
177186,CLAPHA 3,115.0,1,40,67,1,1.0,0.0,1.1,0.9,1.1,0.9
177187,CLAPHA 4,115.0,1,40,67,1,1.0,0.0,1.1,0.9,1.1,0.9
177188,CARRIZ 2,115.0,1,40,67,1,1.0,0.0,1.1,0.9,1.1,0.9
177189,CARRIZ 3,115.0,1,40,67,1,1.0,0.0,1.1,0.9,1.1,0.9
177190,ALAMOG 2,115.0,1,40,68,1,1.0,0.0,1.1,0.9,1.1,0.9
177191,MD1    3,69.0,1,40,68,1,1.0,0.0,1.1,0.9,1.1,0.9
177192,MD1    4,115.0,1,40,68,1,1.0,0.0,1.1,0.9,1.1,0.9
177193,SILVCI 2,69.0,1,40,68,1,1.0,0.0,1.1,0.9,1.1,0.9
177194,HLONEW 3,34.0,1,40,68,1,1.0,0.0,1.1,0.9,1.1,0.9
177195,HLONEW 4,34.0,1,40,68,1,1.0,0.0,1.1,0.9,1.1,0.9
177196,HLONEW 5,34.0,1,40,68,1,1.0,0.0,1.1,0.9,1.1,0.9
177197,HLONEW 6,34.0,1,40,68,1,1.0,0.0,1.1,0.9,1.1,0.9
177198,HLONEW 7,34.0,1,40,68,1,1.0,0.0,1.1,0.9,1.1,0.9
177199,MIMBRE 3,115.0,1,40,68,1,1.0,0.0,1.1,0.9,1.1,0.9
177200,MIMBRE 4,115.0,1,40,68,1,1.0,0.0,1.1,0.9,1.1,0.9
177201,YAHTAH 4,115.0,1,40,68,1,1.0,0.0,1.1,0.9,1.1,0.9
177202,YAHTAH 5,115.0,1,40,68,1,1.0,0.0,1.1,0.9,1.1,0.9
177203,GALLUP 2,115.0,1,40,67,1,1.0,0.0,1.1,0.9,1.1,0.9
177204,SOCORR 2,115.0,1,40,67,1,1.0,0.0,1.1,0.9,1.1,0.9
177205,SOCORR 3,115.0,1,40,67,1,1.0,0.0,1.1,0.9,1.1,0.9
177206,LA_MPF 2,115.0,1,40,66,1,1.0,0.0,1.1,0.9,1.1,0.9
177207,LA_MPF 3,115.0,1,40,66,1,1.0,0.0,1.1,0.9,1.1,0.9
177208,ALAMOG 3,115.0,1,40,68,1,1.0,0.0,1.1,0.9,1.1,0.9
177209,ALAMOG 4,115.0,1,40,68,1,1.0,0.0,1.1,0.9,1.1,0.9
177210,BLACKL 2,115.0,1,40,67,1,1.0,0.0,1.1,0.9,1.1,0.9
177211,BLACKL 3,115.0,1,40,67,1,1.0,0.0,1.1,0.9,1.1,0.9
177212,BRITTO 3,115.0,1,40,68,1,1.0,0.0,1.1,0.9,1.1,0.9
177213,BRITTO 4,115.0,1,40,68,1,1.0,0.0,1.1,0.9,1.1,0.9
177214,JICARI 2,345.0,1,40,68,1,1.0,0.0,1.1,0.9,1.1,0.9
177215,RIOPUE10,345.0,1,40,68,1,1.0,0.0,1.1,0.9,1.1,0.9
177216,HUNING 2,115.0,1,40,68,1,1.0,0.0,1.1,0.9,1.1,0.9
177217,LA JAR 3,69.0,1,40,67,1,1.0,0.0,1.1,0.9,1.1,0.9
177218,LA JAR 4,69.0,1,40,67,1,1.0,0.0,1.1,0.9,1.1,0.9
177219,HUNING 3,115.0,1,40,68,1,1.0,0.0,1.1,0.9,1.1,0.9
177220,GLADST 5,115.0,1,40,67,1,1.0,0.0,1.1,0.9,1.1,0.9
177221,GLADST 6,115.0,1,40,67,1,1.0,0.0,1.1,0.9,1.1,0.9
177222,BOWLER 2,230.0,1,39,62,1,1.0,0.0,1.1,0.9,1.1,0.9
177223,BOWLER 3,230.0,1,39,62,1,1.0,0.0,1.1,0.9,1.1,0.9
177224,AEOLUS 4,500.0,1,39,62,1,1.0,0.0,1.1,0.9,1.1,0.9
177225,AEOLUS 5,500.0,1,39,62,1,1.0,0.0,1.1,0.9,1.1,0.9
177226,ANTICL 4,500.0,1,39,62,1,1.0,0.0,1.1,0.9,1.1,0.9
177227,ANTICL 5,500.0,1,39,62,1,1.0,0.0,1.1,0.9,1.1,0.9
177228,YKCANO 2,115.0,1,40,67,1,1.0,0.0,1.1,0.9,1.1,0.9
177229,YKCANO 3,115.0,1,40,67,1,1.0,0.0,1.1,0.9,1.1,0.9
177230,REXBUR 3,69.0,1,39,62,1,1.0,0.0,1.1,0.9,1.1,0.9
177231,BADWAT 2,230.0,1,39,62,1,1.0,0.0,1.1,0.9,1.1,0.9
177232,CLINES 2,345.0,1,40,68,1,1.0,0.0,1.1,0.9,1.1,0.9
177233,WESTSP 2,345.0,1,40,68,1,1.0,0.0,1.1,0.9,1.1,0.9
177234,DURNME 3,345.0,1,40,68,1,1.0,0.0,1.1,0.9,1.1,0.9
177235,PAJARI 2,345.0,1,40,68,1,1.0,0.0,1.1,0.9,1.1,0.9
177236,CANOA_ 3,138.0,1,41,69,1,1.0,0.0,1.1,0.9,1.1,0.9
177237,DELCER 3,138.0,1,41,69,1,1.0,0.0,1.1,0.9,1.1,0.9
177239,KINO   4,138.0,1,41,69,1,1.0,0.0,1.1,0.9,1.1,0.9
177240,MCKINL 4,345.0,1,41,69,1,1.0,0.0,1.1,0.9,1.1,0.9
177241,MCKINL 5,345.0,1,41,69,1,1.0,0.0,1.1,0.9,1.1,0.9
177243,NOR_LO13,138.0,1,41,69,1,1.0,0.0,1.1,0.9,1.1,0.9
177247,OSO_GR11,34.5,1,41,69,1,1.0,0.0,1.1,0.9,1.1,0.9
177248,OSO_GR12,34.5,1,41,69,1,1.0,0.0,1.1,0.9,1.1,0.9
177249,OSO_GR13,34.5,1,41,69,1,1.0,0.0,1.1,0.9,1.1,0.9
177251,OSO_GR15,34.5,1,41,69,1,1.0,0.0,1.1,0.9,1.1,0.9
177252,RILLIT 7,138.0,1,41,69,1,1.0,0.0,1.1,0.9,1.1,0.9
177253,RILLIT 8,138.0,1,41,69,1,1.0,0.0,1.1,0.9,1.1,0.9
177254,PATRIO 6,138.0,1,41,69,1,1.0,0.0,1.1,0.9,1.1,0.9
177262,GREENL 5,345.0,1,41,69,1,1.0,0.0,1.1,0.9,1.1,0.9
177268,SOUTH$16,138.0,1,41,69,1,1.0,0.0,1.1,0.9,1.1,0.9
177269,SOUTH$17,138.0,1,41,69,1,1.0,0.0,1.1,0.9,1.1,0.9
177270,TORTLT 3,138.0,1,41,69,1,1.0,0.0,1.1,0.9,1.1,0.9
177271,VAIL   9,345.0,1,41,69,1,1.0,0.0,1.1,0.9,1.1,0.9
177272,VAIL  10,345.0,1,41,69,1,1.0,0.0,1.1,0.9,1.1,0.9
177278,WES_IN 6,138.0,1,41,69,1,1.0,0.0,1.1,0.9,1.1,0.9
177281,MIDVAL 4,138.0,1,41,69,1,1.0,0.0,1.1,0.9,1.1,0.9
177282,ROBERT 4,138.0,1,41,69,1,1.0,0.0,1.1,0.9,1.1,0.9
177283,SOUTH$18,345.0,1,41,69,1,1.0,0.0,1.1,0.9,1.1,0.9
177284,SPRNGR12,345.0,1,41,69,1,1.0,0.0,1.1,0.9,1.1,0.9
177285,SPRNGR13,345.0,1,41,69,1,1.0,0.0,1.1,0.9,1.1,0.9
177286,SPRNGR14,345.0,1,41,69,1,1.0,0.0,1.1,0.9,1.1,0.9
177287,SPRNGR15,345.0,1,41,69,1,1.0,0.0,1.1,0.9,1.1,0.9
177290,VAIL  18,13.8,1,41,69,1,1.0,0.0,1.1,0.9,1.1,0.9
177291,MAGNA  2,138.0,1,39,62,1,1.0,0.0,1.1,0.9,1.1,0.9
177292,MAGNA  3,138.0,1,39,62,1,1.0,0.0,1.1,0.9,1.1,0.9
177293,JIMBRI 9,345.0,1,39,62,1,1.0,0.0,1.1,0.9,1.1,0.9
177294,JIMBRI10,345.0,1,39,62,1,1.0,0.0,1.1,0.9,1.1,0.9
177295,JIMBRI11,345.0,1,39,62,1,1.0,0.0,1.1,0.9,1.1,0.9
177296,JIMBRI12,345.0,1,39,62,1,1.0,0.0,1.1,0.9,1.1,0.9
177297,JIMBRI13,345.0,1,39,62,1,1.0,0.0,1.1,0.9,1.1,0.9
177298,MONA$  4,345.0,1,39,62,1,1.0,0.0,1.1,0.9,1.1,0.9
177300,BEARRI 3,46.0,1,39,62,1,1.0,0.0,1.1,0.9,1.1,0.9
177301,IRVNGT23,138.0,1,41,69,1,1.0,0.0,1.1,0.9,1.1,0.9
177302,IRVNGT24,138.0,1,41,69,1,1.0,0.0,1.1,0.9,1.1,0.9
177303,IRVNGT25,138.0,1,41,69,1,1.0,0.0,1.1,0.9,1.1,0.9
177304,NUW    3,115.0,1,42,70,1,1.0,0.0,1.1,0.9,1.1,0.9
177306,HID    3,345.0,1,42,70,1,1.0,0.0,1.1,0.9,1.1,0.9
177308,RBQ    4,69.0,1,42,70,1,1.0,0.0,1.1,0.9,1.1,0.9
177309,EDD   10,345.0,1,42,70,1,1.0,0.0,1.1,0.9,1.1,0.9
177310,EDD   11,230.0,1,42,70,1,1.0,0.0,1.1,0.9,1.1,0.9
177312,SPA$   4,115.0,1,42,70,1,1.0,0.0,1.1,0.9,1.1,0.9
177313,AMD$   7,13.8,1,42,70,1,1.0,0.0,1.1,0.9,1.1,0.9
177314,JOR$   4,115.0,1,42,70,1,1.0,0.0,1.1,0.9,1.1,0.9
177315,CAL    5,345.0,1,42,70,1,1.0,0.0,1.1,0.9,1.1,0.9
177317,LUN    5,345.0,1,42,70,1,1.0,0.0,1.1,0.9,1.1,0.9
177320,LAC$   4,115.0,1,42,70,1,1.0,0.0,1.1,0.9,1.1,0.9
177321,WRA    3,115.0,1,42,70,1,1.0,0.0,1.1,0.9,1.1,0.9
177322,NUW    4,115.0,1,42,70,1,1.0,0.0,1.1,0.9,1.1,0.9
177323,FAR$   4,69.0,1,42,70,1,1.0,0.0,1.1,0.9,1.1,0.9
177325,TRI    3,115.0,1,42,70,1,1.0,0.0,1.1,0.9,1.1,0.9
177326,MIL$   5,115.0,1,42,70,1,1.0,0.0,1.1,0.9,1.1,0.9
177327,DHD    3,115.0,1,42,70,1,1.0,0.0,1.1,0.9,1.1,0.9
177328,LUN    6,345.0,1,42,70,1,1.0,0.0,1.1,0.9,1.1,0.9
177329,NBL    4,115.0,1,42,70,1,1.0,0.0,1.1,0.9,1.1,0.9
177331,EDD   12,230.0,1,42,70,1,1.0,0.0,1.1,0.9,1.1,0.9
177332,EDD   13,230.0,1,42,70,1,1.0,0.0,1.1,0.9,1.1,0.9
177334,HOL$   2,115.0,1,42,70,1,1.0,0.0,1.1,0.9,1.1,0.9
177336,CAL    6,115.0,1,42,70,1,1.0,0.0,1.1,0.9,1.1,0.9
177338,FCB    2,69.0,1,42,70,1,1.0,0.0,1.1,0.9,1.1,0.9
177339,EDD   14,345.0,1,42,70,1,1.0,0.0,1.1,0.9,1.1,0.9
177340,EDD   15,345.0,1,42,70,1,1.0,0.0,1.1,0.9,1.1,0.9
177343,NWM   15,345.0,1,42,70,1,1.0,0.0,1.1,0.9,1.1,0.9
177345,LUN    7,345.0,1,42,70,1,1.0,0.0,1.1,0.9,1.1,0.9
177347,AMD$   8,345.0,1,42,70,1,1.0,0.0,1.1,0.9,1.1,0.9
177351,MON$   5,115.0,1,42,70,1,1.0,0.0,1.1,0.9,1.1,0.9
177352,EMP$   3,345.0,1,42,70,1,1.0,0.0,1.1,0.9,1.1,0.9
177353,PCA$   4,345.0,1,42,70,1,1.0,0.0,1.1,0.9,1.1,0.9
177354,RBQ    5,69.0,1,42,70,1,1.0,0.0,1.1,0.9,1.1,0.9
177360,FAR$   5,69.0,1,42,70,1,1.0,0.0,1.1,0.9,1.1,0.9
177361,AMR    4,13.8,1,42,70,1,1.0,0.0,1.1,0.9,1.1,0.9
177363,DIB    5,13.8,1,42,70,1,1.0,0.0,1.1,0.9,1.1,0.9
177364,WSA    3,13.8,1,42,70,1,1.0,0.0,1.1,0.9,1.1,0.9
177365,WSA    4,13.8,1,42,70,1,1.0,0.0,1.1,0.9,1.1,0.9
177369,LAC$   7,23.9,1,42,70,1,1.0,0.0,1.1,0.9,1.1,0.9
177370,EDD   16,230.0,1,42,70,1,1.0,0.0,1.1,0.9,1.1,0.9
177372,FAR$   6,23.9,1,42,70,1,1.0,0.0,1.1,0.9,1.1,0.9
177373,ARR    8,345.0,1,42,70,1,1.0,0.0,1.1,0.9,1.1,0.9
177374,FAR$   7,23.9,1,42,70,1,1.0,0.0,1.1,0.9,1.1,0.9
177375,TRI    4,115.0,1,42,70,1,1.0,0.0,1.1,0.9,1.1,0.9
177376,LUN    8,345.0,1,42,70,1,1.0,0.0,1.1,0.9,1.1,0.9
177381,NBL    5,115.0,1,42,70,1,1.0,0.0,1.1,0.9,1.1,0.9
177382,MSP    3,345.0,1,42,70,1,1.0,0.0,1.1,0.9,1.1,0.9
177383,DHD    4,115.0,1,42,70,1,1.0,0.0,1.1,0.9,1.1,0.9
177384,AZ SOL 3,34.5,1,43,71,1,1.0,0.0,1.1,0.9,1.1,0.9
177385,BICKNE 4,115.0,1,43,71,1,1.0,0.0,1.1,0.9,1.1,0.9
177387,BUTERF 2,230.0,1,43,71,1,1.0,0.0,1.1,0.9,1.1,0.9
177388,COOLID 5,230.0,1,43,72,1,1.0,0.0,1.1,0.9,1.1,0.9
177394,KOFA   6,69.0,1,43,72,1,1.0,0.0,1.1,0.9,1.1,0.9
177395,LIBERT 6,24.0,1,43,72,1,1.0,0.0,1.1,0.9,1.1,0.9
177397,LIBERT 8,24.0,1,43,72,1,1.0,0.0,1.1,0.9,1.1,0.9
177398,LIBERT 9,24.0,1,43,72,1,1.0,0.0,1.1,0.9,1.1,0.9
177402,MEAD_Z12,345.0,1,43,72,1,1.0,0.0,1.1,0.9,1.1,0.9
177403,MEAD_Z13,345.0,1,43,72,1,1.0,0.0,1.1,0.9,1.1,0.9
177404,MEAD_Z14,500.0,1,43,72,1,1.0,0.0,1.1,0.9,1.1,0.9
177405,MEXICO 2,34.5,1,43,72,1,1.0,0.0,1.1,0.9,1.1,0.9
177406,PERKIN 4,500.0,1,43,72,1,1.0,0.0,1.1,0.9,1.1,0.9
177408,PINPKW 3,230.0,1,43,72,1,1.0,0.0,1.1,0.9,1.1,0.9
177409,PINPKW 4,230.0,1,43,72,1,1.0,0.0,1.1,0.9,1.1,0.9
177410,PINPKW 5,230.0,1,43,72,1,1.0,0.0,1.1,0.9,1.1,0.9
177411,RAMSEY 2,69.0,1,43,71,1,1.0,0.0,1.1,0.9,1.1,0.9
177412,RAMSEY 3,69.0,1,43,71,1,1.0,0.0,1.1,0.9,1.1,0.9
177413,SAHUAR 3,230.0,1,43,71,1,1.0,0.0,1.1,0.9,1.1,0.9
177414,SANDAR 2,115.0,1,43,71,1,1.0,0.0,1.1,0.9,1.1,0.9
177415,SANDAR 3,115.0,1,43,71,1,1.0,0.0,1.1,0.9,1.1,0.9
177416,SN RAF 3,69.0,1,43,71,1,1.0,0.0,1.1,0.9,1.1,0.9
177417,THREEP 2,115.0,1,43,71,1,1.0,0.0,1.1,0.9,1.1,0.9
177418,THREEP 3,115.0,1,43,71,1,1.0,0.0,1.1,0.9,1.1,0.9
177419,VALEN_ 2,115.0,1,43,71,1,1.0,0.0,1.1,0.9,1.1,0.9
177420,SCHIEF 3,69.0,1,43,71,1,1.0,0.0,1.1,0.9,1.1,0.9
177423,ELMONT 4,46.0,1,39,62,1,1.0,0.0,1.1,0.9,1.1,0.9
177424,90TH.S10,138.0,1,39,62,1,1.0,0.0,1.1,0.9,1.1,0.9
177425,90TH.S11,138.0,1,39,62,1,1.0,0.0,1.1,0.9,1.1,0.9
177426,AMPS$  4,69.0,1,39,62,1,1.0,0.0,1.1,0.9,1.1,0.9
177427,AMPS$  5,69.0,1,39,62,1,1.0,0.0,1.1,0.9,1.1,0.9
177428,FOOTEC 6,34.5,1,39,62,1,1.0,0.0,1.1,0.9,1.1,0.9
177429,FOOTEC 7,34.5,1,39,62,1,1.0,0.0,1.1,0.9,1.1,0.9
177430,FOOTEC 8,34.5,1,39,62,1,1.0,0.0,1.1,0.9,1.1,0.9
177431,FOOTEC 9,34.5,1,39,62,1,1.0,0.0,1.1,0.9,1.1,0.9
177432,FOOTEC10,34.5,1,39,62,1,1.0,0.0,1.1,0.9,1.1,0.9
177433,FOOTEC11,34.5,1,39,62,1,1.0,0.0,1.1,0.9,1.1,0.9
177434,TREASU 8,138.0,1,39,62,1,1.0,0.0,1.1,0.9,1.1,0.9
177438,BEARRI 4,46.0,1,39,62,1,1.0,0.0,1.1,0.9,1.1,0.9
177439,BEARRI 5,46.0,1,39,62,1,1.0,0.0,1.1,0.9,1.1,0.9
177440,BEARRI 6,46.0,1,39,62,1,1.0,0.0,1.1,0.9,1.1,0.9
177441,TAL$   3,115.0,1,42,70,1,1.0,0.0,1.1,0.9,1.1,0.9
177442,TAL$   4,115.0,1,42,70,1,1.0,0.0,1.1,0.9,1.1,0.9
177443,MOO$   3,115.0,1,42,70,1,1.0,0.0,1.1,0.9,1.1,0.9
177444,MOO$   4,115.0,1,42,70,1,1.0,0.0,1.1,0.9,1.1,0.9
177445,CLOVER 4,345.0,1,39,62,1,1.0,0.0,1.1,0.9,1.1,0.9
177446,CLOVER 5,345.0,1,39,62,1,1.0,0.0,1.1,0.9,1.1,0.9
177447,WINDST 2,230.0,1,39,62,1,1.0,0.0,1.1,0.9,1.1,0.9
177448,SPARCY 3,230.0,1,39,62,1,1.0,0.0,1.1,0.9,1.1,0.9
177449,TA_3   3,115.0,1,40,66,1,1.0,0.0,1.1,0.9,1.1,0.9
177452,GREENC 5,46.0,1,39,62,1,1.0,0.0,1.1,0.9,1.1,0.9
177453,GREENC 6,46.0,1,39,62,1,1.0,0.0,1.1,0.9,1.1,0.9
177454,AEOLUS 6,230.0,1,39,62,1,1.0,0.0,1.1,0.9,1.1,0.9
177455,AEOLUS 7,230.0,1,39,62,1,1.0,0.0,1.1,0.9,1.1,0.9
177456,AEOLUS 8,230.0,1,39,62,1,1.0,0.0,1.1,0.9,1.1,0.9
177457,GREENL 6,345.0,1,41,69,1,1.0,0.0,1.1,0.9,1.1,0.9
177458,ESCA   2,34.5,1,40,67,1,1.0,0.0,1.1,0.9,1.1,0.9
177459,ESCA   3,34.5,1,40,67,1,1.0,0.0,1.1,0.9,1.1,0.9
177460,LONGHO 3,500.0,1,31,46,1,1.0,0.0,1.1,0.9,1.1,0.9
177461,AEOLUS 9,500.0,1,39,62,1,1.0,0.0,1.1,0.9,1.1,0.9
177462,AEOLUS10,500.0,1,39,62,1,1.0,0.0,1.1,0.9,1.1,0.9
177464,MIDVAL 5,13.8,1,41,69,1,1.0,0.0,1.1,0.9,1.1,0.9
177468,RAMON  4,230.0,1,37,60,1,1.0,0.0,1.1,0.9,1.1,0.9
177469,CLOVER 6,500.0,1,39,62,1,1.0,0.0,1.1,0.9,1.1,0.9
177470,CLOVER 7,500.0,1,39,62,1,1.0,0.0,1.1,0.9,1.1,0.9
177471,CLOVER 8,500.0,1,39,62,1,1.0,0.0,1.1,0.9,1.1,0.9
177472,CLOVER 9,500.0,1,39,62,1,1.0,0.0,1.1,0.9,1.1,0.9
177473,COYOTE 4,500.0,1,39,62,1,1.0,0.0,1.1,0.9,1.1,0.9
177474,COYOTE 5,500.0,1,39,62,1,1.0,0.0,1.1,0.9,1.1,0.9
