I,J,CKT,R,X,B,RATEA,RATEB,RATEC,GI,BI,GJ,BJ,ST,MET,LEN,O1,F1,O2,F2,O3,F3,O4,F4
3682,143536,1 ,0.00011,0.00011,0.0,9505.05,9505.05,9999.0,0.0,0.0,0.0,0.0,1,1,0.0,1,1.0,0,0.0,0,0.0,0,0.0
3682,81861,1 ,0.00011,0.00011,0.0,9505.05,9505.05,9999.0,0.0,0.0,0.0,0.0,1,1,0.0,1,1.0,0,0.0,0,0.0,0,0.0
84116,43365,1 ,0.0001,0.0001,0.0,9505.05,9505.05,9999.0,0.0,0.0,0.0,0.0,1,1,0.0,1,1.0,0,0.0,0,0.0,0,0.0
23223,3563,1 ,0.0819,0.13505,0.0,73.29,73.29,9999.0,0.0,0.0,0.0,0.0,1,1,0.0,1,1.0,0,0.0,0,0.0,0,0.0
50790,119726,1 ,0.00132,0.0057,0.0,327.96,355.52,9999.0,0.0,0.0,0.0,0.0,1,1,0.0,1,1.0,0,0.0,0,0.0,0,0.0
829,119726,1 ,0.00349,0.01721,0.0,378.34,378.34,9999.0,0.0,0.0,0.0,0.0,1,1,0.0,1,1.0,0,0.0,0,0.0,0,0.0
17756,11073,1 ,0.00078,0.00605,0.0,435.37,465.79,9999.0,0.0,0.0,0.0,0.0,1,1,0.0,1,1.0,0,0.0,0,0.0,0,0.0
17756,43938,1 ,0.00304,0.015667,0.0,245.25,264.27,9999.0,0.0,0.0,0.0,0.0,1,1,0.0,1,1.0,0,0.0,0,0.0,0,0.0
17756,80622,1 ,0.00327,0.017958,0.0,245.25,264.27,9999.0,0.0,0.0,0.0,0.0,1,1,0.0,1,1.0,0,0.0,0,0.0,0,0.0
17756,56846,1 ,0.00323,0.017747,0.0,245.25,264.27,9999.0,0.0,0.0,0.0,0.0,1,1,0.0,1,1.0,0,0.0,0,0.0,0,0.0
3317,15183,1 ,0.00342,0.036418,0.0,211.98,221.49,9999.0,0.0,0.0,0.0,0.0,1,1,0.0,1,1.0,0,0.0,0,0.0,0,0.0
15183,45382,1 ,0.00223,0.023741,0.0,211.98,221.49,9999.0,0.0,0.0,0.0,0.0,1,1,0.0,1,1.0,0,0.0,0,0.0,0,0.0
27472,150787,1 ,0.00316,0.0179,0.0,227.19,227.19,9999.0,0.0,0.0,0.0,0.0,1,1,0.0,1,1.0,0,0.0,0,0.0,0,0.0
71851,150787,1 ,0.00064,0.00344,0.0,306.76,306.76,9999.0,0.0,0.0,0.0,0.0,1,1,0.0,1,1.0,0,0.0,0,0.0,0,0.0
8715,71851,1 ,0.01188,0.06371,0.0,227.19,227.19,9999.0,0.0,0.0,0.0,0.0,1,1,0.0,1,1.0,0,0.0,0,0.0,0,0.0
80435,27898,1 ,0.0001,0.0001,0.0,2392.38,2664.06,9999.0,0.0,0.0,0.0,0.0,1,1,0.0,1,1.0,0,0.0,0,0.0,0,0.0
81531,80435,1 ,0.0001,0.0005,0.0,9505.05,9505.05,9999.0,0.0,0.0,0.0,0.0,1,1,0.0,1,1.0,0,0.0,0,0.0,0,0.0
15486,54715,1 ,0.00027,0.003277,0.0,418.26,418.26,9999.0,0.0,0.0,0.0,0.0,1,1,0.0,1,1.0,0,0.0,0,0.0,0,0.0
15486,54715,1 ,0.00027,0.003277,0.0,418.26,418.26,9999.0,0.0,0.0,0.0,0.0,1,1,0.0,1,1.0,0,0.0,0,0.0,0,0.0
84966,17489,1 ,0.0001,0.0001,0.0,9505.05,9505.05,9999.0,0.0,0.0,0.0,0.0,1,1,0.0,1,1.0,0,0.0,0,0.0,0,0.0
154270,4594,1 ,0.10806,0.14918,0.0,27.19,27.19,9999.0,0.0,0.0,0.0,0.0,1,1,0.0,1,1.0,0,0.0,0,0.0,0,0.0
4594,51666,1 ,0.03743,0.051675,0.0,27.19,27.19,9999.0,0.0,0.0,0.0,0.0,1,1,0.0,1,1.0,0,0.0,0,0.0,0,0.0
1267,45939,1 ,0.0001,0.0005,0.0,9505.05,9505.05,9999.0,0.0,0.0,0.0,0.0,1,1,0.0,1,1.0,0,0.0,0,0.0,0,0.0
1267,134927,1 ,0.0001,0.0005,0.0,9505.05,9505.05,9999.0,0.0,0.0,0.0,0.0,1,1,0.0,1,1.0,0,0.0,0,0.0,0,0.0
1267,70827,1 ,0.0001,0.0005,0.0,9505.05,9505.05,9999.0,0.0,0.0,0.0,0.0,1,1,0.0,1,1.0,0,0.0,0,0.0,0,0.0
1267,93161,1 ,0.0001,0.0005,0.0,9505.05,9505.05,9999.0,0.0,0.0,0.0,0.0,1,1,0.0,1,1.0,0,0.0,0,0.0,0,0.0
1267,23978,1 ,0.0001,0.0005,0.0,9505.05,9505.05,9999.0,0.0,0.0,0.0,0.0,1,1,0.0,1,1.0,0,0.0,0,0.0,0,0.0
1267,39761,1 ,0.0001,0.0005,0.0,9505.05,9505.05,9999.0,0.0,0.0,0.0,0.0,1,1,0.0,1,1.0,0,0.0,0,0.0,0,0.0
1272,43084,1 ,0.00099,0.010409,0.0,477.2,526.63,9999.0,0.0,0.0,0.0,0.0,1,1,0.0,1,1.0,0,0.0,0,0.0,0,0.0
43084,4112,1 ,0.00315,0.033371,0.0,322.25,403.05,9999.0,0.0,0.0,0.0,0.0,1,1,0.0,1,1.0,0,0.0,0,0.0,0,0.0
85045,7765,1 ,0.054337,0.152468,0.0,9505.05,9505.05,9999.0,0.0,0.0,0.0,0.0,1,1,0.0,1,1.0,0,0.0,0,0.0,0,0.0
69344,23848,1 ,0.00186,0.005288,0.0,9505.05,9505.05,9999.0,0.0,0.0,0.0,0.0,1,1,0.0,1,1.0,0,0.0,0,0.0,0,0.0
67785,23529,1 ,0.00053,0.00487,0.0,584.62,640.7,9999.0,0.0,0.0,0.0,0.0,1,1,0.0,1,1.0,0,0.0,0,0.0,0,0.0
67785,23529,1 ,0.00054,0.005471,0.0,584.62,640.7,9999.0,0.0,0.0,0.0,0.0,1,1,0.0,1,1.0,0,0.0,0,0.0,0,0.0
68952,36446,1 ,0.008612,0.025662,0.0,9505.05,9505.05,9999.0,0.0,0.0,0.0,0.0,1,1,0.0,1,1.0,0,0.0,0,0.0,0,0.0
63153,36446,1 ,0.014771,0.04424,0.0,9505.05,9505.05,9999.0,0.0,0.0,0.0,0.0,1,1,0.0,1,1.0,0,0.0,0,0.0,0,0.0
20685,1973,1 ,0.00285,0.00898,0.0,281.76,313.79,9999.0,0.0,0.0,0.0,0.0,1,1,0.0,1,1.0,0,0.0,0,0.0,0,0.0
65903,85658,1 ,0.02362,0.02513,0.0,9505.05,9505.05,9999.0,0.0,0.0,0.0,0.0,1,1,0.0,1,1.0,0,0.0,0,0.0,0,0.0
68934,1973,1 ,0.02747,0.08669,0.0,178.33,189.74,9999.0,0.0,0.0,0.0,0.0,1,1,0.0,1,1.0,0,0.0,0,0.0,0,0.0
1973,23429,1 ,0.02063,0.06511,0.0,164.95,175.5,9999.0,0.0,0.0,0.0,0.0,1,1,0.0,1,1.0,0,0.0,0,0.0,0,0.0
1761,3962,1 ,0.0001,0.0005,0.0,9505.05,9505.05,9999.0,0.0,0.0,0.0,0.0,1,1,0.0,1,1.0,0,0.0,0,0.0,0,0.0
1761,21344,1 ,0.0001,0.0005,0.0,9505.05,9505.05,9999.0,0.0,0.0,0.0,0.0,1,1,0.0,1,1.0,0,0.0,0,0.0,0,0.0
26634,22990,1 ,0.0041,0.04352,0.0,834.63,879.3,9999.0,0.0,0.0,0.0,0.0,1,1,0.0,1,1.0,0,0.0,0,0.0,0,0.0
26634,22990,1 ,0.0042,0.043277,0.0,762.38,803.26,9999.0,0.0,0.0,0.0,0.0,1,1,0.0,1,1.0,0,0.0,0,0.0,0,0.0
25335,2790,1 ,0.001,0.010603,0.0,1221.52,1286.16,9999.0,0.0,0.0,0.0,0.0,1,1,0.0,1,1.0,0,0.0,0,0.0,0,0.0
1267,145639,1 ,0.0001,0.0005,0.0,9505.05,9505.05,9999.0,0.0,0.0,0.0,0.0,1,1,0.0,1,1.0,0,0.0,0,0.0,0,0.0
23223,51157,1 ,0.0001,0.0001,0.0,9505.05,9505.05,9999.0,0.0,0.0,0.0,0.0,1,1,0.0,1,1.0,0,0.0,0,0.0,0,0.0
10552,25409,1 ,0.00845,0.049653,0.0,207.9,219.83,9999.0,0.0,0.0,0.0,0.0,1,1,0.0,1,1.0,0,0.0,0,0.0,0,0.0
59548,25409,1 ,0.002575,0.014696,0.0,207.9,219.83,9999.0,0.0,0.0,0.0,0.0,1,1,0.0,1,1.0,0,0.0,0,0.0,0,0.0
25409,1399,1 ,0.003531,0.061395,0.0,207.9,219.83,9999.0,0.0,0.0,0.0,0.0,1,1,0.0,1,1.0,0,0.0,0,0.0,0,0.0
25409,1399,1 ,0.012499,0.061395,0.0,207.9,219.83,9999.0,0.0,0.0,0.0,0.0,1,1,0.0,1,1.0,0,0.0,0,0.0,0,0.0
70086,181078,1 ,0.005252,0.021756,0.0,107.42,113.12,9999.0,0.0,0.0,0.0,0.0,1,1,0.0,1,1.0,0,0.0,0,0.0,0,0.0
70550,181078,1 ,0.01061,0.042,0.0,107.42,113.12,9999.0,0.0,0.0,0.0,0.0,1,1,0.0,1,1.0,0,0.0,0,0.0,0,0.0
105959,88414,1 ,0.00072,0.00389,0.0,120.63,125.86,9999.0,0.0,0.0,0.0,0.0,1,1,0.0,1,1.0,0,0.0,0,0.0,0,0.0
8608,6482,1 ,0.03168,0.12175,0.0,94.1,109.44,9999.0,0.0,0.0,0.0,0.0,1,1,0.0,1,1.0,0,0.0,0,0.0,0,0.0
6482,82966,1 ,0.03917,0.15058,0.0,61.92,61.92,9999.0,0.0,0.0,0.0,0.0,1,1,0.0,1,1.0,0,0.0,0,0.0,0,0.0
133103,20917,1 ,0.0001,0.0001,0.0,9505.05,9505.05,9999.0,0.0,0.0,0.0,0.0,1,1,0.0,1,1.0,0,0.0,0,0.0,0,0.0
133103,20917,1 ,0.0001,0.0001,0.0,9505.05,9505.05,9999.0,0.0,0.0,0.0,0.0,1,1,0.0,1,1.0,0,0.0,0,0.0,0,0.0
133103,20917,1 ,0.0001,0.0001,0.0,9505.05,9505.05,9999.0,0.0,0.0,0.0,0.0,1,1,0.0,1,1.0,0,0.0,0,0.0,0,0.0
73952,102790,1 ,0.0001,0.0005,0.0,270.92,297.53,9999.0,0.0,0.0,0.0,0.0,1,1,0.0,1,1.0,0,0.0,0,0.0,0,0.0
40023,94297,1 ,0.0001,0.0003,0.0,681.65,749.81,9999.0,0.0,0.0,0.0,0.0,1,1,0.0,1,1.0,0,0.0,0,0.0,0,0.0
29334,1461,1 ,0.00011,0.000331,0.0,3207.32,3676.92,9999.0,0.0,0.0,0.0,0.0,1,1,0.0,1,1.0,0,0.0,0,0.0,0,0.0
15426,50425,1 ,0.0642,0.28598,0.0,85.21,85.21,9999.0,0.0,0.0,0.0,0.0,1,1,0.0,1,1.0,0,0.0,0,0.0,0,0.0
47558,79112,1 ,0.0128,0.05848,0.0,68.16,68.16,9999.0,0.0,0.0,0.0,0.0,1,1,0.0,1,1.0,0,0.0,0,0.0,0,0.0
47558,16654,1 ,0.03921,0.17028,0.0,102.25,102.25,9999.0,0.0,0.0,0.0,0.0,1,1,0.0,1,1.0,0,0.0,0,0.0,0,0.0
8876,63199,1 ,0.1353,0.29331,0.0,60.21,60.21,9999.0,0.0,0.0,0.0,0.0,1,1,0.0,1,1.0,0,0.0,0,0.0,0,0.0
8876,6637,1 ,0.02868,0.13668,0.0,51.81,51.81,9999.0,0.0,0.0,0.0,0.0,1,1,0.0,1,1.0,0,0.0,0,0.0,0,0.0
60953,23720,1 ,0.02173,0.10576,0.0,181.77,181.77,9999.0,0.0,0.0,0.0,0.0,1,1,0.0,1,1.0,0,0.0,0,0.0,0,0.0
79112,6637,1 ,0.09572,0.20708,0.0,38.97,38.97,9999.0,0.0,0.0,0.0,0.0,1,1,0.0,1,1.0,0,0.0,0,0.0,0,0.0
69327,6474,1 ,0.0001,0.0001,0.0,9505.05,9505.05,9999.0,0.0,0.0,0.0,0.0,1,1,0.0,1,1.0,0,0.0,0,0.0,0,0.0
70212,9028,1 ,0.00202,0.01516,0.0,459.14,538.04,9999.0,0.0,0.0,0.0,0.0,1,1,0.0,1,1.0,0,0.0,0,0.0,0,0.0
70149,9028,1 ,0.00057,0.00536,0.0,459.14,469.6,9999.0,0.0,0.0,0.0,0.0,1,1,0.0,1,1.0,0,0.0,0,0.0,0,0.0
1,47031,1 ,2.8e-05,0.000305,0.0,1034.16,1034.16,9999.0,0.0,0.0,0.0,0.0,1,1,0.0,1,1.0,0,0.0,0,0.0,0,0.0
47029,180368,1 ,0.000145,0.001236,0.0,283.75,283.75,9999.0,0.0,0.0,0.0,0.0,1,1,0.0,1,1.0,0,0.0,0,0.0,0,0.0
97907,180368,1 ,0.009851,0.0578,0.0,249.53,249.53,9999.0,0.0,0.0,0.0,0.0,1,1,0.0,1,1.0,0,0.0,0,0.0,0,0.0
47089,180368,1 ,0.00426,0.031771,0.0,262.56,262.56,9999.0,0.0,0.0,0.0,0.0,1,1,0.0,1,1.0,0,0.0,0,0.0,0,0.0
97907,47127,1 ,0.006,0.035204,0.0,250.86,250.86,9999.0,0.0,0.0,0.0,0.0,1,1,0.0,1,1.0,0,0.0,0,0.0,0,0.0
180348,47127,1 ,0.009174,0.053826,0.0,126.81,126.81,9999.0,0.0,0.0,0.0,0.0,1,1,0.0,1,1.0,0,0.0,0,0.0,0,0.0
22342,60119,1 ,7e-06,0.0003,0.0,1085.59,1085.59,9999.0,0.0,0.0,0.0,0.0,1,1,0.0,1,1.0,0,0.0,0,0.0,0,0.0
2944,143245,1 ,0.0001,0.0001,0.0,9505.05,9505.05,9999.0,0.0,0.0,0.0,0.0,1,1,0.0,1,1.0,0,0.0,0,0.0,0,0.0
2944,78124,1 ,0.0001,0.0001,0.0,9505.05,9505.05,9999.0,0.0,0.0,0.0,0.0,1,1,0.0,1,1.0,0,0.0,0,0.0,0,0.0
90325,23340,1 ,0.0001,0.0001,0.0,9505.05,9505.05,9999.0,0.0,0.0,0.0,0.0,1,1,0.0,1,1.0,0,0.0,0,0.0,0,0.0
45438,23340,1 ,0.0001,0.0001,0.0,9505.05,9505.05,9999.0,0.0,0.0,0.0,0.0,1,1,0.0,1,1.0,0,0.0,0,0.0,0,0.0
22733,23340,1 ,0.0001,0.0001,0.0,9505.05,9505.05,9999.0,0.0,0.0,0.0,0.0,1,1,0.0,1,1.0,0,0.0,0,0.0,0,0.0
54260,28424,1 ,0.001339,0.012847,0.0,475.3,522.83,9999.0,0.0,0.0,0.0,0.0,1,1,0.0,1,1.0,0,0.0,0,0.0,0,0.0
1433,139991,1 ,0.078922,0.298204,0.0,36.12,36.12,9999.0,0.0,0.0,0.0,0.0,1,1,0.0,1,1.0,0,0.0,0,0.0,0,0.0
16091,18896,1 ,0.002285,0.012674,0.0,1934.47,2044.74,9999.0,0.0,0.0,0.0,0.0,1,1,0.0,1,1.0,0,0.0,0,0.0,0,0.0
85762,24595,1 ,0.000324,0.000169,0.0,313.6,313.6,9999.0,0.0,0.0,0.0,0.0,1,1,0.0,1,1.0,0,0.0,0,0.0,0,0.0
16091,118703,1 ,0.003139,0.017412,0.0,1934.47,2044.74,9999.0,0.0,0.0,0.0,0.0,1,1,0.0,1,1.0,0,0.0,0,0.0,0,0.0
80435,103104,1 ,0.0001,0.0005,0.0,9505.05,9505.05,9999.0,0.0,0.0,0.0,0.0,1,1,0.0,1,1.0,0,0.0,0,0.0,0,0.0
44426,13091,1 ,0.008888,0.047812,0.0,175.67,234.23,9999.0,0.0,0.0,0.0,0.0,1,1,0.0,1,1.0,0,0.0,0,0.0,0,0.0
46364,83069,1 ,0.0001,0.0001,0.0,9505.05,9505.05,9999.0,0.0,0.0,0.0,0.0,1,1,0.0,1,1.0,0,0.0,0,0.0,0,0.0
46364,12430,1 ,0.0001,0.0001,0.0,9505.05,9505.05,9999.0,0.0,0.0,0.0,0.0,1,1,0.0,1,1.0,0,0.0,0,0.0,0,0.0
774,18729,1 ,0.01557,0.06898,0.0,102.25,102.25,9999.0,0.0,0.0,0.0,0.0,1,1,0.0,1,1.0,0,0.0,0,0.0,0,0.0
18729,1585,1 ,0.01458,0.06993,0.0,102.25,102.25,9999.0,0.0,0.0,0.0,0.0,1,1,0.0,1,1.0,0,0.0,0,0.0,0,0.0
75278,21932,1 ,0.0001,0.0003,0.0,9505.05,9505.05,9999.0,0.0,0.0,0.0,0.0,1,1,0.0,1,1.0,0,0.0,0,0.0,0,0.0
30864,61490,1 ,0.0001,0.0003,0.0,9505.05,9505.05,9999.0,0.0,0.0,0.0,0.0,1,1,0.0,1,1.0,0,0.0,0,0.0,0,0.0
12421,16344,1 ,0.0001,0.0003,0.0,9505.05,9505.05,9999.0,0.0,0.0,0.0,0.0,1,1,0.0,1,1.0,0,0.0,0,0.0,0,0.0
39232,2795,1 ,5.6e-05,0.000125,0.0,9505.05,9505.05,9999.0,0.0,0.0,0.0,0.0,1,1,0.0,1,1.0,0,0.0,0,0.0,0,0.0
51171,28628,1 ,0.0761,0.04341,0.0,9505.05,9505.05,9999.0,0.0,0.0,0.0,0.0,1,1,0.0,1,1.0,0,0.0,0,0.0,0,0.0
47397,30902,1 ,0.476692,0.259451,0.0,19.3,19.3,9999.0,0.0,0.0,0.0,0.0,1,1,0.0,1,1.0,0,0.0,0,0.0,0,0.0
44569,5213,1 ,0.071725,0.129432,0.0,24.72,24.72,9999.0,0.0,0.0,0.0,0.0,1,1,0.0,1,1.0,0,0.0,0,0.0,0,0.0
39232,54269,1 ,0.04419,0.098592,0.0,9505.05,9505.05,9999.0,0.0,0.0,0.0,0.0,1,1,0.0,1,1.0,0,0.0,0,0.0,0,0.0
1399,59548,1 ,0.00314,0.01815,0.0,207.9,219.83,9999.0,0.0,0.0,0.0,0.0,1,1,0.0,1,1.0,0,0.0,0,0.0,0,0.0
98590,19976,1 ,0.003553,0.045844,0.0,9505.05,9505.05,9999.0,0.0,0.0,0.0,0.0,1,1,0.0,1,1.0,0,0.0,0,0.0,0,0.0
98527,19976,1 ,0.002008,0.02596,0.0,9505.05,9505.05,9999.0,0.0,0.0,0.0,0.0,1,1,0.0,1,1.0,0,0.0,0,0.0,0,0.0
11070,19976,1 ,1.4e-05,0.000175,0.0,9505.05,9505.05,9999.0,0.0,0.0,0.0,0.0,1,1,0.0,1,1.0,0,0.0,0,0.0,0,0.0
98527,85515,1 ,0.00491,0.06365,0.0,9505.05,9505.05,9999.0,0.0,0.0,0.0,0.0,1,1,0.0,1,1.0,0,0.0,0,0.0,0,0.0
98590,85515,1 ,0.000632,0.008191,0.0,9505.05,9505.05,9999.0,0.0,0.0,0.0,0.0,1,1,0.0,1,1.0,0,0.0,0,0.0,0,0.0
39549,85515,1 ,1.1e-05,0.000136,0.0,9505.05,9505.05,9999.0,0.0,0.0,0.0,0.0,1,1,0.0,1,1.0,0,0.0,0,0.0,0,0.0
37514,69031,1 ,0.00239,0.026473,0.0,1366.01,1366.96,9999.0,0.0,0.0,0.0,0.0,1,1,0.0,1,1.0,0,0.0,0,0.0,0,0.0
4436,37514,1 ,0.00147,0.018601,0.0,1561.84,1629.33,9999.0,0.0,0.0,0.0,0.0,1,1,0.0,1,1.0,0,0.0,0,0.0,0,0.0
69344,17266,1 ,0.008948,0.02888,0.0,151.15,152.1,9999.0,0.0,0.0,0.0,0.0,1,1,0.0,1,1.0,0,0.0,0,0.0,0,0.0
67492,50933,1 ,0.016772,0.053823,0.0,157.8,158.75,9999.0,0.0,0.0,0.0,0.0,1,1,0.0,1,1.0,0,0.0,0,0.0,0,0.0
17266,70957,1 ,0.00156,0.005419,0.0,148.29,148.29,9999.0,0.0,0.0,0.0,0.0,1,1,0.0,1,1.0,0,0.0,0,0.0,0,0.0
50933,70957,1 ,0.00157,0.00543,0.0,157.8,158.75,9999.0,0.0,0.0,0.0,0.0,1,1,0.0,1,1.0,0,0.0,0,0.0,0,0.0
4436,12115,1 ,0.00163,0.023222,0.0,1635.98,1963.94,9999.0,0.0,0.0,0.0,0.0,1,1,0.0,1,1.0,0,0.0,0,0.0,0,0.0
66306,87394,1 ,0.007168,0.035822,0.0,156.85,157.8,9999.0,0.0,0.0,0.0,0.0,1,1,0.0,1,1.0,0,0.0,0,0.0,0,0.0
36533,83814,1 ,0.00113,0.008811,0.0,9505.05,9505.05,9999.0,0.0,0.0,0.0,0.0,1,1,0.0,1,1.0,0,0.0,0,0.0,0,0.0
87394,83814,1 ,0.00205,0.015989,0.0,9505.05,9505.05,9999.0,0.0,0.0,0.0,0.0,1,1,0.0,1,1.0,0,0.0,0,0.0,0,0.0
66139,67550,1 ,0.00268,0.04468,0.0,1193.0,1363.16,9999.0,0.0,0.0,0.0,0.0,1,1,0.0,1,1.0,0,0.0,0,0.0,0,0.0
70661,70797,1 ,0.109746,0.17908,0.0,84.6,85.55,9999.0,0.0,0.0,0.0,0.0,1,1,0.0,1,1.0,0,0.0,0,0.0,0,0.0
65987,69097,1 ,0.00912,0.071183,0.0,48.48,49.43,9999.0,0.0,0.0,0.0,0.0,1,1,0.0,1,1.0,0,0.0,0,0.0,0,0.0
66139,1724,1 ,0.001625,0.041151,0.0,1828.95,2024.78,9999.0,0.0,0.0,0.0,0.0,1,1,0.0,1,1.0,0,0.0,0,0.0,0,0.0
20116,115757,1 ,0.00198,0.01408,0.0,324.15,324.15,9999.0,0.0,0.0,0.0,0.0,1,1,0.0,1,1.0,0,0.0,0,0.0,0,0.0
115757,20111,1 ,0.00135,0.00994,0.0,324.15,324.15,9999.0,0.0,0.0,0.0,0.0,1,1,0.0,1,1.0,0,0.0,0,0.0,0,0.0
20153,65731,1 ,0.00109,0.00892,0.0,277.58,277.58,9999.0,0.0,0.0,0.0,0.0,1,1,0.0,1,1.0,0,0.0,0,0.0,0,0.0
95631,24904,1 ,0.0183,0.0445,0.0,102.66,127.38,9999.0,0.0,0.0,0.0,0.0,1,1,0.0,1,1.0,0,0.0,0,0.0,0,0.0
24903,24904,1 ,0.0019,0.0108,0.0,206.28,256.66,9999.0,0.0,0.0,0.0,0.0,1,1,0.0,1,1.0,0,0.0,0,0.0,0,0.0
24904,95445,1 ,0.0102,0.0464,0.0,173.96,216.74,9999.0,0.0,0.0,0.0,0.0,1,1,0.0,1,1.0,0,0.0,0,0.0,0,0.0
97664,66912,1 ,0.0185,0.0312,0.0,78.9,97.91,9999.0,0.0,0.0,0.0,0.0,1,1,0.0,1,1.0,0,0.0,0,0.0,0,0.0
97665,66912,1 ,6e-05,0.00014,0.0,115.02,142.59,9999.0,0.0,0.0,0.0,0.0,1,1,0.0,1,1.0,0,0.0,0,0.0,0,0.0
50951,66912,1 ,0.00036,0.0009,0.0,115.02,142.59,9999.0,0.0,0.0,0.0,0.0,1,1,0.0,1,1.0,0,0.0,0,0.0,0,0.0
71373,33893,1 ,0.000126,0.000499,0.0,9505.05,9505.05,9999.0,0.0,0.0,0.0,0.0,1,1,0.0,1,1.0,0,0.0,0,0.0,0,0.0
55463,33893,1 ,0.018394,0.058402,0.0,9505.05,9505.05,9999.0,0.0,0.0,0.0,0.0,1,1,0.0,1,1.0,0,0.0,0,0.0,0,0.0
26946,33893,1 ,0.009195,0.02919,0.0,9505.05,9505.05,9999.0,0.0,0.0,0.0,0.0,1,1,0.0,1,1.0,0,0.0,0,0.0,0,0.0
3185,97040,1 ,1e-05,0.000615,0.0,9505.05,9505.05,9999.0,0.0,0.0,0.0,0.0,1,1,0.0,1,1.0,0,0.0,0,0.0,0,0.0
3185,55484,1 ,0.006694,0.04233,0.0,9505.05,9505.05,9999.0,0.0,0.0,0.0,0.0,1,1,0.0,1,1.0,0,0.0,0,0.0,0,0.0
74101,47206,1 ,1e-05,0.0001,0.0,9505.05,9505.05,9999.0,0.0,0.0,0.0,0.0,1,1,0.0,1,1.0,0,0.0,0,0.0,0,0.0
55959,47206,1 ,0.00276,0.02769,0.0,9505.05,9505.05,9999.0,0.0,0.0,0.0,0.0,1,1,0.0,1,1.0,0,0.0,0,0.0,0,0.0
90254,90875,1 ,0.00599,0.02361,0.0,9505.05,9505.05,9999.0,0.0,0.0,0.0,0.0,1,1,0.0,1,1.0,0,0.0,0,0.0,0,0.0
22097,90254,1 ,0.02216,0.09035,0.0,9505.05,9505.05,9999.0,0.0,0.0,0.0,0.0,1,1,0.0,1,1.0,0,0.0,0,0.0,0,0.0
56959,55757,1 ,0.004981,0.031164,0.0,9505.05,9505.05,9999.0,0.0,0.0,0.0,0.0,1,1,0.0,1,1.0,0,0.0,0,0.0,0,0.0
52740,156425,1 ,0.0001,0.0003,0.0,9505.05,9505.05,9999.0,0.0,0.0,0.0,0.0,1,1,0.0,1,1.0,0,0.0,0,0.0,0,0.0
45901,10895,1 ,0.0001,0.0003,0.0,9505.05,9505.05,9999.0,0.0,0.0,0.0,0.0,1,1,0.0,1,1.0,0,0.0,0,0.0,0,0.0
160975,17684,1 ,0.0001,0.0001,0.0,949.65,949.65,9999.0,0.0,0.0,0.0,0.0,1,1,0.0,1,1.0,0,0.0,0,0.0,0,0.0
29994,34875,1 ,0.003572,0.012704,0.0,87.27,95.54,9999.0,0.0,0.0,0.0,0.0,1,1,0.0,1,1.0,0,0.0,0,0.0,0,0.0
29994,27247,1 ,0.001776,0.012502,0.0,197.53,197.53,9999.0,0.0,0.0,0.0,0.0,1,1,0.0,1,1.0,0,0.0,0,0.0,0,0.0
73027,180737,1 ,0.00074,0.00575,0.0,452.49,452.49,9999.0,0.0,0.0,0.0,0.0,1,1,0.0,1,1.0,0,0.0,0,0.0,0,0.0
180737,73116,1 ,0.00128,0.00994,0.0,452.49,452.49,9999.0,0.0,0.0,0.0,0.0,1,1,0.0,1,1.0,0,0.0,0,0.0,0,0.0
73026,73031,1 ,0.002,0.0156,0.0,139.74,139.74,9999.0,0.0,0.0,0.0,0.0,1,1,0.0,1,1.0,0,0.0,0,0.0,0,0.0
11657,70494,1 ,0.01778,0.050772,0.0,124.53,172.06,9999.0,0.0,0.0,0.0,0.0,1,1,0.0,1,1.0,0,0.0,0,0.0,0,0.0
66901,70502,1 ,0.804348,0.823724,0.0,9505.05,9505.05,9999.0,0.0,0.0,0.0,0.0,1,1,0.0,1,1.0,0,0.0,0,0.0,0,0.0
165018,29209,1 ,0.016761,0.099496,0.0,9505.05,9505.05,9999.0,0.0,0.0,0.0,0.0,1,1,0.0,1,1.0,0,0.0,0,0.0,0,0.0
39275,25251,1 ,0.003781,0.022369,0.0,207.9,219.83,9999.0,0.0,0.0,0.0,0.0,1,1,0.0,1,1.0,0,0.0,0,0.0,0,0.0
21634,25251,1 ,0.001588,0.009223,0.0,207.9,219.83,9999.0,0.0,0.0,0.0,0.0,1,1,0.0,1,1.0,0,0.0,0,0.0,0,0.0
5016,70063,1 ,0.00013,0.00178,0.0,796.01,878.19,9999.0,0.0,0.0,0.0,0.0,1,1,0.0,1,1.0,0,0.0,0,0.0,0,0.0
23673,5016,1 ,0.0006,0.004641,0.0,796.01,878.19,9999.0,0.0,0.0,0.0,0.0,1,1,0.0,1,1.0,0,0.0,0,0.0,0,0.0
23673,5016,1 ,0.00059,0.00466,0.0,761.93,878.19,9999.0,0.0,0.0,0.0,0.0,1,1,0.0,1,1.0,0,0.0,0,0.0,0,0.0
20917,54629,1 ,0.0001,0.0001,0.0,9505.05,9505.05,9999.0,0.0,0.0,0.0,0.0,1,1,0.0,1,1.0,0,0.0,0,0.0,0,0.0
20917,54629,1 ,0.0001,0.0001,0.0,9505.05,9505.05,9999.0,0.0,0.0,0.0,0.0,1,1,0.0,1,1.0,0,0.0,0,0.0,0,0.0
20917,54629,1 ,0.0001,0.0001,0.0,9505.05,9505.05,9999.0,0.0,0.0,0.0,0.0,1,1,0.0,1,1.0,0,0.0,0,0.0,0,0.0
