I,ID,STATUS,GL,BL
175646,1 ,1,0.0,18.0013
175647,1 ,1,0.0,18.0013
175648,1 ,1,0.0,84.5871
175650,1 ,1,0.0,25.0
175651,1 ,1,0.0,-110.0
175652,1 ,1,0.0,-110.0
175653,1 ,1,0.0,-110.0
175654,1 ,1,0.0,-110.0
175655,1 ,1,0.0,11.7
175656,1 ,1,0.0,11.7
175657,1 ,1,0.0,7.5
175658,1 ,1,0.0,-180.0
175659,1 ,1,0.0,50.0
175660,1 ,1,0.0,15.0
175661,1 ,1,0.0,9.9
175662,1 ,1,0.0,45.7
175663,1 ,1,0.0,45.7
175664,1 ,1,0.0,-20.0
175665,1 ,1,0.0,50.0
175666,1 ,1,0.0,30.0
175667,1 ,1,0.0,20.7
175668,1 ,1,0.0,9.0
175669,1 ,1,0.0,9.0
175670,1 ,1,0.0,10.8
175671,1 ,1,0.0,129.6
175672,1 ,1,0.0,129.6
175673,1 ,1,0.0,-180.0
175674,1 ,1,0.0,20.0
175675,1 ,1,0.0,50.4
175676,1 ,1,0.0,6.6
175677,1 ,1,0.0,11.7
175678,1 ,1,0.0,11.7
175679,1 ,1,0.0,11.7
175680,1 ,1,0.0,11.7
175681,1 ,1,0.0,8.5
175682,1 ,1,0.0,8.5
175683,1 ,1,0.0,33.0
175684,1 ,1,0.0,25.0
175685,1 ,1,0.0,33.0
175686,1 ,1,0.0,25.0
175687,1 ,1,0.0,-50.0
175688,1 ,1,0.0,-50.0
175689,1 ,1,0.0,7.8
175690,1 ,1,0.0,6.0
175691,1 ,1,0.0,48.0
175692,1 ,1,0.0,48.0
175695,1 ,1,0.0,32.4
175696,1 ,1,0.0,32.4
175697,1 ,1,0.0,6.0
175698,1 ,1,0.0,32.5
175699,1 ,1,0.0,22.5
175700,1 ,1,0.0,-40.0
175701,1 ,1,0.0,91.0
175702,1 ,1,0.0,36.0
175703,1 ,1,0.0,35.0
175704,1 ,1,0.0,35.0
175705,1 ,1,0.0,13.2
175706,1 ,1,0.0,45.0
175707,1 ,1,0.0,91.0
175708,1 ,1,0.0,45.0
175709,1 ,1,0.0,45.0
175710,1 ,1,0.0,45.0
175711,1 ,1,0.0,45.0
175712,1 ,1,0.0,50.0
175713,1 ,1,0.0,50.0
175714,1 ,1,0.0,93.0
175715,1 ,1,0.0,36.0
175716,1 ,1,0.0,36.0
175717,1 ,1,0.0,-20.0
175718,1 ,1,0.0,35.0
175719,1 ,1,0.0,35.0
175720,1 ,1,0.0,60.0
175721,1 ,1,0.0,60.0
175722,1 ,1,0.0,25.0
175723,1 ,1,0.0,25.0
175724,1 ,1,0.0,7.5
175725,1 ,1,0.0,-10.0
175726,1 ,1,0.0,-10.0
175727,1 ,1,0.0,-10.0
175728,1 ,1,0.0,-10.0
175729,1 ,1,0.0,45.0
175730,1 ,1,0.0,37.0
175731,1 ,1,0.0,37.0
175732,1 ,1,0.0,47.2
175733,1 ,1,0.0,47.2
175734,1 ,1,0.0,90.0
175735,1 ,1,0.0,-20.0
175736,1 ,1,0.0,-20.0
175737,1 ,1,0.0,-40.0
175738,1 ,1,0.0,-20.0
175739,1 ,1,0.0,15.0
175740,1 ,1,0.0,15.0
175741,1 ,1,0.0,-40.0
175742,1 ,1,0.0,45.0
175743,1 ,1,0.0,49.5
175744,1 ,1,0.0,15.0
175745,1 ,1,0.0,15.0
175746,1 ,1,0.0,45.0
175747,1 ,1,0.0,-40.0
175748,1 ,1,0.0,-40.0
175749,1 ,1,0.0,2.1
175750,1 ,1,0.0,15.0
175751,1 ,1,0.0,-0.29
175752,1 ,1,0.0,-0.29
175753,1 ,1,0.0,3.0
175754,1 ,1,0.0,3.0
175755,1 ,1,0.0,3.0
175756,1 ,1,0.0,22.0
175757,1 ,1,0.0,13.5
175758,1 ,1,0.0,45.0
175759,1 ,1,0.0,45.0
175760,1 ,1,0.0,-10.0
175761,1 ,1,0.0,-10.0
175762,1 ,1,0.0,-10.0
175763,1 ,1,0.0,-10.0
175764,1 ,1,0.0,-10.0
175765,1 ,1,0.0,-10.0
175766,1 ,1,0.0,45.0
175767,1 ,1,0.0,51.0
175768,1 ,1,0.0,-30.0
175769,1 ,1,0.0,45.0
175770,1 ,1,0.0,-30.0
175771,1 ,1,0.0,45.0
175772,1 ,1,0.0,45.0
175773,1 ,1,0.0,1.35
175774,1 ,1,0.0,35.0
175775,1 ,1,0.0,20.0
175776,1 ,1,0.0,20.0
175777,1 ,1,0.0,4.8
175778,1 ,1,0.0,50.4
175779,1 ,1,0.0,4.8
175780,1 ,1,0.0,4.8
175781,1 ,1,0.0,4.8
175782,1 ,1,0.0,7.5
175783,1 ,1,0.0,45.0
175784,1 ,1,0.0,45.0
175785,1 ,1,0.0,-10.0
175786,1 ,1,0.0,-10.0
175787,1 ,1,0.0,5.4
175788,1 ,1,0.0,5.4
175789,1 ,1,0.0,5.4
175790,1 ,1,0.0,51.0
175791,1 ,1,0.0,-40.0
175792,1 ,1,0.0,-30.0
175793,1 ,1,0.0,51.0
175796,1 ,1,0.0,50.0
175797,1 ,1,0.0,50.0
175798,1 ,1,0.0,50.0
175799,1 ,1,0.0,50.0
175800,1 ,1,0.0,3.6
175801,1 ,1,0.0,3.6
175802,1 ,1,0.0,6.07
175803,1 ,1,0.0,6.07
175804,1 ,1,0.0,3.6
175805,1 ,1,0.0,3.6
175806,1 ,1,0.0,1.35
175807,1 ,1,0.0,-122.45
175808,1 ,1,0.0,-122.45
175809,1 ,1,0.0,-122.45
175810,1 ,1,0.0,250.0
175811,1 ,1,0.0,250.0
175812,1 ,1,0.0,1.94
175813,1 ,1,0.0,1.94
175814,1 ,1,0.0,1.2
175815,1 ,1,0.0,1.2
175816,1 ,1,0.0,1.2
175817,1 ,1,0.0,4.8
175818,1 ,1,0.0,1.2
175819,1 ,1,0.0,9.75
175820,1 ,1,0.0,20.0
175821,1 ,1,0.0,20.0
175822,1 ,1,0.0,9.8
175823,1 ,1,0.0,9.2
175824,1 ,1,0.0,9.8
175825,1 ,1,0.0,34.34
175826,1 ,1,0.0,17.57
175827,1 ,1,0.0,34.34
175828,1 ,1,0.0,30.0
175829,1 ,1,0.0,30.0
175830,1 ,1,0.0,21.81
175831,1 ,1,0.0,-15.01
175832,1 ,1,0.0,-19.99
175833,1 ,1,0.0,-19.92
175834,1 ,1,0.0,-35.03
175835,1 ,1,0.0,-15.03
175836,1 ,1,0.0,1.0
175837,1 ,1,0.0,3.6
175838,1 ,1,0.0,1.2
175839,1 ,1,0.0,3.6
175840,1 ,1,0.0,3.6
175841,1 ,1,0.0,1.2
175842,1 ,1,0.0,1.2
175843,1 ,1,0.0,1.2
175844,1 ,1,0.0,1.2
175845,1 ,1,0.0,-122.45
175846,1 ,1,0.0,19.6
175847,1 ,1,0.0,-122.45
175848,1 ,1,0.0,-67.75
175849,1 ,1,0.0,19.6
175850,1 ,1,0.0,-12.0
175851,1 ,1,0.0,-12.0
175852,1 ,1,0.0,1.8
175853,1 ,1,0.0,1.8
175854,1 ,1,0.0,1.2
175855,1 ,1,0.0,1.2
175856,1 ,1,0.0,2.4
175857,1 ,1,0.0,1.2
175858,1 ,1,0.0,15.0
175860,1 ,1,0.0,1.2
175861,1 ,1,0.0,1.2
175862,1 ,1,0.0,9.83
175863,1 ,1,0.0,1.8
175864,1 ,1,0.0,1.8
175865,1 ,1,0.0,1.8
175866,1 ,1,0.0,1.8
175867,1 ,1,0.0,1.8
175868,1 ,1,0.0,1.2
175869,1 ,1,0.0,1.8
175870,1 ,1,0.0,1.8
175871,1 ,1,0.0,1.2
175872,1 ,1,0.0,9.83
175873,1 ,1,0.0,4.8
175874,1 ,1,0.0,1.5
175875,1 ,1,0.0,1.2
175876,1 ,1,0.0,1.2
175877,1 ,1,0.0,1.8
175878,1 ,1,0.0,1.2
175879,1 ,1,0.0,1.2
175880,1 ,1,0.0,0.0179
175881,1 ,1,0.0,9.0
175882,1 ,1,0.0,9.0
175883,1 ,1,0.0,9.0
175884,1 ,1,0.0,9.0
175885,1 ,1,0.0,9.6
175886,1 ,1,0.0,2.4
175887,1 ,1,0.0,13.8
175888,1 ,1,0.0,13.8
175889,1 ,1,0.0,1.8
175890,1 ,1,0.0,13.8
175891,1 ,1,0.0,1.2
175892,1 ,1,0.0,13.8
175893,1 ,1,0.0,11.05
175894,1 ,1,0.0,1.8
175895,1 ,1,0.0,9.6
175896,1 ,1,0.0,2.4
175897,1 ,1,0.0,1.2
175898,1 ,1,0.0,1.2
175899,1 ,1,0.0,30.0
175900,1 ,1,0.0,8.13
175901,1 ,1,0.0,8.13
175902,1 ,1,0.0,-122.45
175903,1 ,1,0.0,-5.16
175904,1 ,1,0.0,-122.45
175905,1 ,1,0.0,-122.45
175906,1 ,1,0.0,-122.45
175907,1 ,1,0.0,-122.45
175908,1 ,1,0.0,-122.45
175909,1 ,1,0.0,-122.45
175910,1 ,1,0.0,-5.16
175911,1 ,1,0.0,-122.45
175912,1 ,1,0.0,12.0
175913,1 ,1,0.0,7.0
175914,1 ,1,0.0,25.0
175916,1 ,1,0.0,1.3
175919,1 ,1,0.0,8.0
175920,1 ,1,0.0,6.0
175921,1 ,1,0.0,6.0
175922,1 ,1,0.0,12.0
175923,1 ,1,0.0,1.8
175926,1 ,1,0.0,5.4
175927,1 ,1,0.0,1.8
175928,1 ,1,0.0,1.8
175929,1 ,1,0.0,1.8
175931,1 ,1,0.0,3.6
175932,1 ,1,0.0,1.2
175933,1 ,1,0.0,-122.45
175934,1 ,1,0.0,-122.45
175935,1 ,1,0.0,-122.45
175938,1 ,1,0.0,1.2
175939,1 ,1,0.0,1.2
175940,1 ,1,0.0,1.8
175941,1 ,1,0.0,1.8
175942,1 ,1,0.0,6.6
175943,1 ,1,0.0,1.2
175944,1 ,1,0.0,1.8
175945,1 ,1,0.0,1.2
175946,1 ,1,0.0,12.0
175947,1 ,1,0.0,1.2
175948,1 ,1,0.0,19.2
175949,1 ,1,0.0,1.2
175950,1 ,1,0.0,1.2
175951,1 ,1,0.0,1.8
175952,1 ,1,0.0,1.2
175953,1 ,1,0.0,1.8
175954,1 ,1,0.0,1.8
175955,1 ,1,0.0,12.0
175956,1 ,1,0.0,19.2
175957,1 ,1,0.0,1.2
175958,1 ,1,0.0,1.8
175959,1 ,1,0.0,1.8
175960,1 ,1,0.0,1.2
175961,1 ,1,0.0,1.2
175962,1 ,1,0.0,5.0
175964,1 ,1,0.0,4.3
175965,1 ,1,0.0,2.4
175966,1 ,1,0.0,1.2
175974,1 ,1,0.0,1.2
175975,1 ,1,0.0,1.2
175976,1 ,1,0.0,1.2
175978,1 ,1,0.0,4.8
175980,1 ,1,0.0,1.2
175981,1 ,1,0.0,1.8
175982,1 ,1,0.0,6.0
175983,1 ,1,0.0,1.2
175984,1 ,1,0.0,1.2
175985,1 ,1,0.0,1.2
175986,1 ,1,0.0,1.8
175987,1 ,1,0.0,1.8
175988,1 ,1,0.0,1.8
175989,1 ,1,0.0,1.2
175990,1 ,1,0.0,110.56
175991,1 ,1,0.0,-74.69
175992,1 ,1,0.0,125.0
175993,1 ,1,0.0,110.56
175994,1 ,1,0.0,-74.69
175995,1 ,1,0.0,-132.19
175996,1 ,1,0.0,-132.19
175997,1 ,1,0.0,110.56
175998,1 ,1,0.0,9.6
175999,1 ,1,0.0,5.49
176000,1 ,1,0.0,9.0
176001,1 ,1,0.0,9.0
176002,1 ,1,0.0,-38.95
176003,1 ,1,0.0,-38.95
176004,1 ,1,0.0,-38.95
176005,1 ,1,0.0,50.0
176006,1 ,1,0.0,50.0
176007,1 ,1,0.0,50.0
176008,1 ,1,0.0,50.0
176009,1 ,1,0.0,50.0
176010,1 ,1,0.0,-122.45
176011,1 ,1,0.0,-71.18
176012,1 ,1,0.0,-132.19
176013,1 ,1,0.0,-122.45
176014,1 ,1,0.0,-122.45
176015,1 ,1,0.0,-122.45
176016,1 ,1,0.0,-122.45
176017,1 ,1,0.0,-122.45
176018,1 ,1,0.0,1.2
176019,1 ,1,0.0,1.8
176020,1 ,1,0.0,1.2
176021,1 ,1,0.0,1.2
176022,1 ,1,0.0,1.2
176023,1 ,1,0.0,1.8
176024,1 ,1,0.0,4.5
176025,1 ,1,0.0,4.5
176026,1 ,1,0.0,1.2
176027,1 ,1,0.0,1.2
176028,1 ,1,0.0,1.8
176029,1 ,1,0.0,1.2
176030,1 ,1,0.0,1.8
176031,1 ,1,0.0,1.8
176032,1 ,1,0.0,1.2
176033,1 ,1,0.0,3.6
176034,1 ,1,0.0,2.4
176035,1 ,1,0.0,19.76
176036,1 ,1,0.0,30.0
176037,1 ,1,0.0,1.8
176038,1 ,1,0.0,1.8
176039,1 ,1,0.0,1.8
176040,1 ,1,0.0,1.8
176041,1 ,1,0.0,1.8
176042,1 ,1,0.0,3.0
176043,1 ,1,0.0,1.2
176044,1 ,1,0.0,1.2
176045,1 ,1,0.0,1.2
176046,1 ,1,0.0,1.2
176047,1 ,1,0.0,1.2
176048,1 ,1,0.0,1.2
176049,1 ,1,0.0,1.2
176050,1 ,1,0.0,1.2
176051,1 ,1,0.0,1.2
176052,1 ,1,0.0,1.2
176054,1 ,1,0.0,-122.45
176055,1 ,1,0.0,112.01
176056,1 ,1,0.0,112.01
176057,1 ,1,0.0,-132.19
176058,1 ,1,0.0,112.01
176059,1 ,1,0.0,112.01
176062,1 ,1,0.0,-132.19
176063,1 ,1,0.0,16.0
176064,1 ,1,0.0,1.2
176065,1 ,1,0.0,1.2
176066,1 ,1,0.0,3.0
176067,1 ,1,0.0,1.2
176068,1 ,1,0.0,1.2
176069,1 ,1,0.0,1.2
176070,1 ,1,0.0,1.8
176071,1 ,1,0.0,1.2
176072,1 ,1,0.0,1.2
176073,1 ,1,0.0,2.4
176074,1 ,1,0.0,1.8
176075,1 ,1,0.0,1.8
176076,1 ,1,0.0,1.8
176077,1 ,1,0.0,2.4
176078,1 ,1,0.0,7.2
176079,1 ,1,0.0,1.8
176080,1 ,1,0.0,2.4
176081,1 ,1,0.0,1.8
176082,1 ,1,0.0,8.4
176083,1 ,1,0.0,2.4
176084,1 ,1,0.0,2.4
176085,1 ,1,0.0,2.4
176086,1 ,1,0.0,2.4
176087,1 ,1,0.0,2.4
176088,1 ,1,0.0,2.4
176089,1 ,1,0.0,-74.69
176090,1 ,1,0.0,-122.45
176091,1 ,1,0.0,-122.45
176092,1 ,1,0.0,-74.69
176093,1 ,1,0.0,1.8
176094,1 ,1,0.0,1.8
176095,1 ,1,0.0,1.8
176096,1 ,1,0.0,1.8
176097,1 ,1,0.0,1.8
176098,1 ,1,0.0,2.4
176099,1 ,1,0.0,2.4
176100,1 ,1,0.0,2.4
176101,1 ,1,0.0,2.4
176102,1 ,1,0.0,-45.02
176103,1 ,1,0.0,2.4
176104,1 ,1,0.0,-45.02
176105,1 ,1,0.0,1.8
176106,1 ,1,0.0,1.8
176107,1 ,1,0.0,1.8
176108,1 ,1,0.0,1.2
176109,1 ,1,0.0,1.2
176110,1 ,1,0.0,1.2
176111,1 ,1,0.0,2.4
176112,1 ,1,0.0,1.2
176113,1 ,1,0.0,2.4
176114,1 ,1,0.0,1.8
176115,1 ,1,0.0,1.8
176116,1 ,1,0.0,1.8
176117,1 ,1,0.0,1.8
176118,1 ,1,0.0,1.8
176119,1 ,1,0.0,-122.45
176120,1 ,1,0.0,-122.45
176121,1 ,1,0.0,-122.45
176122,1 ,1,0.0,-122.45
176123,1 ,1,0.0,-122.45
176124,1 ,1,0.0,-122.45
176125,1 ,1,0.0,5.5
176126,1 ,1,0.0,5.5
176127,1 ,1,0.0,9.91
176128,1 ,1,0.0,9.91
176130,1 ,1,0.0,23.4
176131,1 ,1,0.0,3.6
176132,1 ,1,0.0,1.2
176133,1 ,1,0.0,1.2
176134,1 ,1,0.0,-122.45
176135,1 ,1,0.0,-66.0
176136,1 ,1,0.0,1.2
176137,1 ,1,0.0,1.2
176138,1 ,1,0.0,10.0
176139,1 ,1,0.0,1.2
176140,1 ,1,0.0,1.2
176141,1 ,1,0.0,1.2
176142,1 ,1,0.0,1.2
176143,1 ,1,0.0,2.4
176144,1 ,1,0.0,1.2
176145,1 ,1,0.0,1.8
176146,1 ,1,0.0,10.0
176147,1 ,1,0.0,10.6
176148,1 ,1,0.0,1.8
176149,1 ,1,0.0,5.0
176150,1 ,1,0.0,5.0
176151,1 ,1,0.0,1.8
176152,1 ,1,0.0,1.2
176153,1 ,1,0.0,1.8
176154,1 ,1,0.0,3.0
176155,1 ,1,0.0,1.8
176156,1 ,1,0.0,1.8
176157,1 ,1,0.0,6.6
176158,1 ,1,0.0,1.8
176159,1 ,1,0.0,1.2
176160,1 ,1,0.0,1.2
176161,1 ,1,0.0,46.66
176162,1 ,1,0.0,4.2
176163,1 ,1,0.0,1.2
176164,1 ,1,0.0,46.68
176165,1 ,1,0.0,6.0
176166,1 ,1,0.0,1.2
176167,1 ,1,0.0,46.68
176168,1 ,1,0.0,1.8
176171,1 ,1,0.0,1.5
176172,1 ,1,0.0,1.2
176173,1 ,1,0.0,1.5
176174,1 ,1,0.0,1.2
176175,1 ,1,0.0,1.8
176176,1 ,1,0.0,1.2
176177,1 ,1,0.0,1.2
176178,1 ,1,0.0,1.2
176179,1 ,1,0.0,10.8
176180,1 ,1,0.0,10.8
176181,1 ,1,0.0,1.2
176182,1 ,1,0.0,1.2
176183,1 ,1,0.0,1.8
176184,1 ,1,0.0,3.6
176185,1 ,1,0.0,-66.0
176186,1 ,1,0.0,20.0
176187,1 ,1,0.0,2.4
176188,1 ,1,0.0,-122.45
176189,1 ,1,0.0,-122.45
176190,1 ,1,0.0,35.0
176191,1 ,1,0.0,35.0
176192,1 ,1,0.0,35.0
176193,1 ,1,0.0,-42.67
176194,1 ,1,0.0,-35.0
176195,1 ,1,0.0,-35.0
176196,1 ,1,0.0,-42.67
176197,1 ,1,0.0,1.94
176198,1 ,1,0.0,1.94
176199,1 ,1,0.0,2.4
176200,1 ,1,0.0,1.2
176201,1 ,1,0.0,2.4
176202,1 ,1,0.0,1.2
176203,1 ,1,0.0,3.8
176204,1 ,1,0.0,2.4
176206,1 ,1,0.0,3.0
176207,1 ,1,0.0,1.8
176208,1 ,1,0.0,1.8
176209,1 ,1,0.0,1.2
176211,1 ,1,0.0,1.8
176212,1 ,1,0.0,1.2
176213,1 ,1,0.0,2.4
176214,1 ,1,0.0,2.4
176215,1 ,1,0.0,3.0
176216,1 ,1,0.0,1.8
176217,1 ,1,0.0,2.4
176218,1 ,1,0.0,2.4
176219,1 ,1,0.0,2.4
176220,1 ,1,0.0,2.4
176221,1 ,1,0.0,2.4
176222,1 ,1,0.0,2.4
176223,1 ,1,0.0,2.4
176224,1 ,1,0.0,3.6
176225,1 ,1,0.0,3.25
176226,1 ,1,0.0,40.0
176227,1 ,1,0.0,11.0
176228,1 ,1,0.0,1.2
176229,1 ,1,0.0,8.4
176230,1 ,1,0.0,1.2
176231,1 ,1,0.0,1.2
176232,1 ,1,0.0,1.2
176233,1 ,1,0.0,27.0
176234,1 ,1,0.0,-66.1
176235,1 ,1,0.0,-40.82
176236,1 ,1,0.0,-40.82
176237,1 ,1,0.0,-40.82
176238,1 ,1,0.0,-40.82
176239,1 ,1,0.0,-40.82
176240,1 ,1,0.0,-40.82
176241,1 ,1,0.0,-40.82
176242,1 ,1,0.0,-40.82
176243,1 ,1,0.0,-40.82
176244,1 ,1,0.0,-40.82
176245,1 ,1,0.0,-40.82
176246,1 ,1,0.0,-40.82
176247,1 ,1,0.0,-40.82
176248,1 ,1,0.0,-40.82
176249,1 ,1,0.0,-40.82
176250,1 ,1,0.0,-40.82
176251,1 ,1,0.0,-40.82
176252,1 ,1,0.0,-40.82
176253,1 ,1,0.0,-85.33
176254,1 ,1,0.0,-122.45
176255,1 ,1,0.0,-85.33
176256,1 ,1,0.0,1.2
176257,1 ,1,0.0,2.4
176258,1 ,1,0.0,1.2
176259,1 ,1,0.0,1.2
176260,1 ,1,0.0,1.2
176261,1 ,1,0.0,1.2
176262,1 ,1,0.0,1.2
176263,1 ,1,0.0,2.4
176264,1 ,1,0.0,-35.0
176265,1 ,1,0.0,-35.0
176266,1 ,1,0.0,-40.0
176267,1 ,1,0.0,34.6
176268,1 ,1,0.0,11.55
176269,1 ,1,0.0,40.0
176270,1 ,1,0.0,43.0
176271,1 ,1,0.0,1.8
176272,1 ,1,0.0,10.06
176273,1 ,1,0.0,2.4
176274,1 ,1,0.0,1.2
176275,1 ,1,0.0,2.4
176276,1 ,1,0.0,1.2
176277,1 ,1,0.0,1.2
176278,1 ,1,0.0,1.2
176279,1 ,1,0.0,4.4
176280,1 ,1,0.0,2.4
176281,1 ,1,0.0,2.4
176282,1 ,1,0.0,2.4
176283,1 ,1,0.0,4.8
176284,1 ,1,0.0,2.4
176285,1 ,1,0.0,2.4
176286,1 ,1,0.0,2.4
176287,1 ,1,0.0,-122.45
176288,1 ,1,0.0,-81.32
176289,1 ,1,0.0,-122.45
176290,1 ,1,0.0,-122.45
176291,1 ,1,0.0,-81.32
176292,1 ,1,0.0,-122.45
176293,1 ,1,0.0,-40.0
176294,1 ,1,0.0,-122.45
176296,1 ,1,0.0,-122.45
176297,1 ,1,0.0,1.8
176298,1 ,1,0.0,4.4
176299,1 ,1,0.0,3.3
176300,1 ,1,0.0,31.8
176301,1 ,1,0.0,3.6
176302,1 ,1,0.0,3.8
176303,1 ,1,0.0,39.0
176304,1 ,1,0.0,39.0
176305,1 ,1,0.0,10.8
176306,1 ,1,0.0,10.8
176307,1 ,1,0.0,10.8
176308,1 ,1,0.0,15.3
176309,1 ,1,0.0,15.3
176310,1 ,1,0.0,15.3
176311,1 ,1,0.0,14.4
176312,1 ,1,0.0,14.4
176313,1 ,1,0.0,14.4
176314,1 ,1,0.0,14.4
176315,1 ,1,0.0,14.4
176316,1 ,1,0.0,14.4
176317,1 ,1,0.0,10.0
176318,1 ,1,0.0,10.0
176319,1 ,1,0.0,10.0
176320,1 ,1,0.0,10.0
176321,1 ,1,0.0,10.0
176322,1 ,1,0.0,10.0
176323,1 ,1,0.0,10.0
176324,1 ,1,0.0,10.0
176325,1 ,1,0.0,14.4
176326,1 ,1,0.0,14.4
176327,1 ,1,0.0,14.4
176328,1 ,1,0.0,14.4
176329,1 ,1,0.0,14.4
176330,1 ,1,0.0,14.4
176331,1 ,1,0.0,14.4
176332,1 ,1,0.0,14.4
176333,1 ,1,0.0,14.4
176334,1 ,1,0.0,14.4
176335,1 ,1,0.0,14.4
176336,1 ,1,0.0,14.4
176337,1 ,1,0.0,14.4
176338,1 ,1,0.0,3.7
176339,1 ,1,0.0,3.7
176340,1 ,1,0.0,3.7
176341,1 ,1,0.0,3.7
176342,1 ,1,0.0,3.7
176343,1 ,1,0.0,3.8
176344,1 ,1,0.0,3.7
176345,1 ,1,0.0,3.7
176346,1 ,1,0.0,3.7
176347,1 ,1,0.0,3.8
176348,1 ,1,0.0,3.7
176349,1 ,1,0.0,3.7
176350,1 ,1,0.0,14.4
176351,1 ,1,0.0,14.4
176352,1 ,1,0.0,14.4
176353,1 ,1,0.0,14.4
176354,1 ,1,0.0,14.4
176355,1 ,1,0.0,14.4
176356,1 ,1,0.0,14.4
176357,1 ,1,0.0,14.4
176358,1 ,1,0.0,14.4
176359,1 ,1,0.0,14.4
176360,1 ,1,0.0,14.4
176361,1 ,1,0.0,14.4
176362,1 ,1,0.0,6.0
176363,1 ,1,0.0,6.0
176364,1 ,1,0.0,6.0
176365,1 ,1,0.0,6.0
176366,1 ,1,0.0,6.0
176367,1 ,1,0.0,6.0
176368,1 ,1,0.0,15.3
176369,1 ,1,0.0,14.4
176370,1 ,1,0.0,15.3
176371,1 ,1,0.0,14.4
176372,1 ,1,0.0,15.3
176373,1 ,1,0.0,14.4
176374,1 ,1,0.0,14.4
176375,1 ,1,0.0,14.4
176376,1 ,1,0.0,14.4
176377,1 ,1,0.0,14.4
176378,1 ,1,0.0,5.4
176379,1 ,1,0.0,5.4
176380,1 ,1,0.0,3.6
176381,1 ,1,0.0,10.0
176382,1 ,1,0.0,10.0
176383,1 ,1,0.0,7.2
176384,1 ,1,0.0,10.6
176385,1 ,1,0.0,3.6
176386,1 ,1,0.0,4.2
176387,1 ,1,0.0,1.8
176388,1 ,1,0.0,3.6
176389,1 ,1,0.0,4.8
176390,1 ,1,0.0,1.8
176391,1 ,1,0.0,2.4
176392,1 ,1,0.0,2.4
176393,1 ,1,0.0,2.4
176394,1 ,1,0.0,3.6
176395,1 ,1,0.0,20.0002
176396,1 ,1,0.0,20.4001
176397,1 ,1,0.0,-45.0
176398,1 ,1,0.0,-122.45
176399,1 ,1,0.0,1.2
176400,1 ,1,0.0,1.2
176402,1 ,1,0.0,3.6
176404,1 ,1,0.0,4.8
176405,1 ,1,0.0,34.34
176406,1 ,1,0.0,32.4
176407,1 ,1,0.0,15.4
176408,1 ,1,0.0,11.1
176409,1 ,1,0.0,21.6
176410,1 ,1,0.0,12.0
176412,1 ,1,0.0,5.0
176413,1 ,1,0.0,10.0
176414,1 ,1,0.0,43.7
176415,1 ,1,0.0,10.9298
176416,1 ,1,0.0,6.0
176417,1 ,1,0.0,32.4
176419,1 ,1,0.0,15.0
176420,1 ,1,0.0,30.0
176421,1 ,1,0.0,30.0
176422,1 ,1,0.0,30.0
176423,1 ,1,0.0,21.0
176424,1 ,1,0.0,21.0
176425,1 ,1,0.0,24.0
176426,1 ,1,0.0,24.0
176427,1 ,1,0.0,42.0
176428,1 ,1,0.0,21.0
176429,1 ,1,0.0,0.9
176430,1 ,1,0.0,42.0
176431,1 ,1,0.0,22.5
176432,1 ,1,0.0,41.7
176433,1 ,1,0.0,42.0
176434,1 ,1,0.0,34.5
176435,1 ,1,0.0,41.7
176436,1 ,1,0.0,45.0
176437,1 ,1,0.0,21.0
176438,1 ,1,0.0,21.0
176439,1 ,1,0.0,21.0
176440,1 ,1,0.0,42.0
176441,1 ,1,0.0,21.0
176442,1 ,1,0.0,21.0
176443,1 ,1,0.0,42.0
176444,1 ,1,0.0,20.8
176445,1 ,1,0.0,22.5
176446,1 ,1,0.0,30.0
176447,1 ,1,0.0,-50.0
176448,1 ,1,0.0,42.0
176451,1 ,1,0.0,12.15
176452,1 ,1,0.0,6.0
176454,1 ,1,0.0,12.0
176455,1 ,1,0.0,12.0
176456,1 ,1,0.0,12.0
176457,1 ,1,0.0,12.0
176458,1 ,1,0.0,-45.0
176459,1 ,1,0.0,-45.0
176460,1 ,1,0.0,-45.0
176461,1 ,1,0.0,-45.0
176462,1 ,1,0.0,24.0
176463,1 ,1,0.0,10.8
176464,1 ,1,0.0,12.0
176465,1 ,1,0.0,24.0
176466,1 ,1,0.0,24.0
176468,1 ,1,0.0,24.0
176469,1 ,1,0.0,24.0
176470,1 ,1,0.0,36.0
176471,1 ,1,0.0,36.0
176472,1 ,1,0.0,36.0
176473,1 ,1,0.0,24.0
176474,1 ,1,0.0,12.0
176475,1 ,1,0.0,24.0
176476,1 ,1,0.0,45.0
176477,1 ,1,0.0,45.0
176478,1 ,1,0.0,45.0
176479,1 ,1,0.0,7.5
176480,1 ,1,0.0,7.5
176481,1 ,1,0.0,7.5
176482,1 ,1,0.0,7.5
176483,1 ,1,0.0,45.0
176484,1 ,1,0.0,-30.0
176485,1 ,1,0.0,30.0
176486,1 ,1,0.0,30.0
176487,1 ,1,0.0,150.0
176488,1 ,1,0.0,112.5
176489,1 ,1,0.0,93.5
176491,1 ,1,0.0,-75.0
176492,1 ,1,0.0,60.0
176493,1 ,1,0.0,45.0
176494,1 ,1,0.0,-0.43
176495,1 ,1,0.0,175.0
176496,1 ,1,0.0,-50.0
176497,1 ,1,0.0,-91.0
176498,1 ,1,0.0,5.4
176499,1 ,1,0.0,5.4
176500,1 ,1,0.0,75.0
