I,ID,STATUS,GL,BL
176501,1 ,1,0.0,-52.8
176502,1 ,1,0.0,10.1
176504,1 ,1,0.0,45.0
176505,1 ,1,0.0,7.5
176506,1 ,1,0.0,7.5
176507,1 ,1,0.0,-20.0
176508,1 ,1,0.0,45.0
176509,1 ,1,0.0,5.0
176510,1 ,1,0.0,14.0
176511,1 ,1,0.0,45.0
176512,1 ,1,0.0,48.0
176513,1 ,1,0.0,93.5
176514,1 ,1,0.0,60.0
176515,1 ,1,0.0,60.0
176516,1 ,1,0.0,50.0
176517,1 ,1,0.0,45.0
176518,1 ,1,0.0,45.0
176519,1 ,1,0.0,-40.0
176520,1 ,1,0.0,-40.0
176521,1 ,1,0.0,-40.0
176522,1 ,1,0.0,30.0
176523,1 ,1,0.0,4.8
176524,1 ,1,0.0,54.0
176525,1 ,1,0.0,-50.0
176526,1 ,1,0.0,-92.0
176528,1 ,1,0.0,-52.0
176529,1 ,1,0.0,-50.0
176530,1 ,1,0.0,-48.0
176531,1 ,1,0.0,-50.0
176532,1 ,1,0.0,-109.9
176533,1 ,1,0.0,-50.0
176534,1 ,1,0.0,-120.0
176535,1 ,1,0.0,-48.0
176536,1 ,1,0.0,-50.0
176537,1 ,1,0.0,175.0
176538,1 ,1,0.0,-48.0
176539,1 ,1,0.0,60.0
176540,1 ,1,0.0,-25.0
176541,1 ,1,0.0,22.5
176542,1 ,1,0.0,12.0
176543,1 ,1,0.0,12.0
176544,1 ,1,0.0,2.4
176545,1 ,1,0.0,2.4
176546,1 ,1,0.0,1.17
176547,1 ,1,0.0,-0.9
176548,1 ,1,0.0,1.17
176549,1 ,1,0.0,-0.9
176550,1 ,1,0.0,-110.0
176551,1 ,1,0.0,199.5
176552,1 ,1,0.0,12.0
176553,1 ,1,0.0,18.0
176554,1 ,1,0.0,-19.0
176555,1 ,1,0.0,18.0
176556,1 ,1,0.0,18.0
176557,1 ,1,0.0,-19.0
176558,1 ,1,0.0,16.5
176559,1 ,1,0.0,-20.0
176560,1 ,1,0.0,16.5
176561,1 ,1,0.0,16.5
176562,1 ,1,0.0,-148.75
176563,1 ,1,0.0,-1.8377
176564,1 ,1,0.0,-1.8377
176565,1 ,1,0.0,16.3196
176566,1 ,1,0.0,-10.0005
176567,1 ,1,0.0,17.8002
176568,1 ,1,0.0,17.8002
176569,1 ,1,0.0,8.2921
176570,1 ,1,0.0,-148.75
176571,1 ,1,0.0,-148.75
176572,1 ,1,0.0,26.1194
176573,1 ,1,0.0,316.5
176574,1 ,1,0.0,316.5
176575,1 ,1,0.0,13.5688
176576,1 ,1,0.0,39.1989
176577,1 ,1,0.0,55.545
176578,1 ,1,0.0,-36.2894
176579,1 ,1,0.0,19.6127
176580,1 ,1,0.0,19.6127
176581,1 ,1,0.0,19.6127
176582,1 ,1,0.0,19.6127
176583,1 ,1,0.0,30.5233
176584,1 ,1,0.0,30.5233
176585,1 ,1,0.0,6.7447
176586,1 ,1,0.0,10.8048
176587,1 ,1,0.0,2.7471
176588,1 ,1,0.0,2.7471
176589,1 ,1,0.0,52.3974
176590,1 ,1,0.0,52.3974
176591,1 ,1,0.0,7.7033
176592,1 ,1,0.0,7.7033
176593,1 ,1,0.0,-186.0
176594,1 ,1,0.0,-186.0
176595,1 ,1,0.0,-186.0
176596,1 ,1,0.0,-186.0
176597,1 ,1,0.0,-186.0
176598,1 ,1,0.0,-248.0
176599,1 ,1,0.0,-248.0
176600,1 ,1,0.0,-248.0
176601,1 ,1,0.0,-248.0
176602,1 ,1,0.0,25.4449
176603,1 ,1,0.0,6.5332
176604,1 ,1,0.0,-14.9971
176605,1 ,1,0.0,6.5332
176606,1 ,1,0.0,-9.0062
176607,1 ,1,0.0,6.5332
176608,1 ,1,0.0,40.6801
176609,1 ,1,0.0,11.9001
176610,1 ,1,0.0,11.9001
176611,1 ,1,0.0,27.8386
176612,1 ,1,0.0,380.75
176613,1 ,1,0.0,-4.0004
176614,1 ,1,0.0,-148.75
176615,1 ,1,0.0,20.7761
176616,1 ,1,0.0,20.7761
176617,1 ,1,0.0,20.7761
176618,1 ,1,0.0,20.7761
176619,1 ,1,0.0,20.7761
176620,1 ,1,0.0,20.7761
176621,1 ,1,0.0,20.7761
176622,1 ,1,0.0,4.9514
176623,1 ,1,0.0,380.75
176624,1 ,1,0.0,65.3315
176625,1 ,1,0.0,65.3315
176626,1 ,1,0.0,26.1326
176627,1 ,1,0.0,26.1326
176628,1 ,1,0.0,15.2616
176629,1 ,1,0.0,14.7062
176630,1 ,1,0.0,14.7062
176631,1 ,1,0.0,380.75
176632,1 ,1,0.0,-163.2494
176633,1 ,1,0.0,157.1659
176634,1 ,1,0.0,157.0601
176635,1 ,1,0.0,7.9997
176636,1 ,1,0.0,7.9997
176637,1 ,1,0.0,7.9997
176638,1 ,1,0.0,7.9997
176639,1 ,1,0.0,7.9997
176640,1 ,1,0.0,60.7424
176641,1 ,1,0.0,60.7424
176642,1 ,1,0.0,37.3077
176643,1 ,1,0.0,52.2123
176644,1 ,1,0.0,72.2085
176645,1 ,1,0.0,37.3077
176646,1 ,1,0.0,19.5862
176647,1 ,1,0.0,-38.2996
176648,1 ,1,0.0,19.5862
176649,1 ,1,0.0,9.6006
176650,1 ,1,0.0,7.9997
176651,1 ,1,0.0,-7.9997
176652,1 ,1,0.0,9.6006
176653,1 ,1,0.0,-248.0
176654,1 ,1,0.0,-148.75
176655,1 ,1,0.0,-110.0
176656,1 ,1,0.0,-248.0
176657,1 ,1,0.0,-109.0
176658,1 ,1,0.0,197.5
176659,1 ,1,0.0,197.5
176660,1 ,1,0.0,99.981
176661,1 ,1,0.0,99.981
176662,1 ,1,0.0,99.981
176663,1 ,1,0.0,99.981
176664,1 ,1,0.0,317.25
176665,1 ,1,0.0,-148.75
176666,1 ,1,0.0,-248.0
176667,1 ,1,0.0,39.1724
176668,1 ,1,0.0,143.6764
176669,1 ,1,0.0,143.6764
176670,1 ,1,0.0,152.352
176671,1 ,1,0.0,-172.4011
176672,1 ,1,0.0,-172.4011
176673,1 ,1,0.0,308.5
176674,1 ,1,0.0,316.5
176675,1 ,1,0.0,316.5
176676,1 ,1,0.0,47.2265
176677,1 ,1,0.0,47.2265
176678,1 ,1,0.0,16.6635
176679,1 ,1,0.0,13.0531
176680,1 ,1,0.0,12.4976
176681,1 ,1,0.0,7.6573
176682,1 ,1,0.0,5.3002
176683,1 ,1,0.0,5.3002
176684,1 ,1,0.0,5.3002
176685,1 ,1,0.0,5.3002
176686,1 ,1,0.0,8.6227
176687,1 ,1,0.0,9.2046
176688,1 ,1,0.0,9.2046
176689,1 ,1,0.0,9.0988
176690,1 ,1,0.0,9.2046
176691,1 ,1,0.0,9.0988
176692,1 ,1,0.0,-180.0187
176693,1 ,1,0.0,152.352
176694,1 ,1,0.0,152.881
176695,1 ,1,0.0,55.5582
176696,1 ,1,0.0,19.5862
176697,1 ,1,0.0,329.25
176698,1 ,1,0.0,316.5
176699,1 ,1,0.0,-148.75
176700,1 ,1,0.0,-148.75
176701,1 ,1,0.0,316.5
176702,1 ,1,0.0,-148.75
176703,1 ,1,0.0,290.75
176704,1 ,1,0.0,152.352
176705,1 ,1,0.0,-10.0005
176706,1 ,1,0.0,14.1354
176707,1 ,1,0.0,14.1354
176708,1 ,1,0.0,14.1354
176709,1 ,1,0.0,23.7389
176710,1 ,1,0.0,13.0531
176711,1 ,1,0.0,-248.0
176712,1 ,1,0.0,-248.0
176713,1 ,1,0.0,329.25
176714,1 ,1,0.0,312.0
176715,1 ,1,0.0,312.0
176716,1 ,1,0.0,78.3449
176717,1 ,1,0.0,10.2097
176718,1 ,1,0.0,41.672
176719,1 ,1,0.0,91.4641
176720,1 ,1,0.0,91.4641
176721,1 ,1,0.0,11.4793
176722,1 ,1,0.0,11.4793
176723,1 ,1,0.0,13.0928
176724,1 ,1,0.0,127.7535
176725,1 ,1,0.0,127.7535
176726,1 ,1,0.0,127.7535
176727,1 ,1,0.0,-1.4997
176728,1 ,1,0.0,8.9995
176729,1 ,1,0.0,8.9995
176730,1 ,1,0.0,11.876
176731,1 ,1,0.0,11.876
176732,1 ,1,0.0,11.876
176733,1 ,1,0.0,11.876
176734,1 ,1,0.0,-180.0187
176735,1 ,1,0.0,104.4775
176736,1 ,1,0.0,7.051
176737,1 ,1,0.0,-248.0
176738,1 ,1,0.0,24.2943
176739,1 ,1,0.0,19.4408
176740,1 ,1,0.0,19.5862
176741,1 ,1,0.0,74.6419
176742,1 ,1,0.0,-8.4996
176743,1 ,1,0.0,-8.4996
176744,1 ,1,0.0,11.0003
176745,1 ,1,0.0,11.0003
176746,1 ,1,0.0,4.0004
176747,1 ,1,0.0,4.0004
176748,1 ,1,0.0,-4.5003
176749,1 ,1,0.0,-4.5003
176750,1 ,1,0.0,14.9995
176751,1 ,1,0.0,14.9995
176752,1 ,1,0.0,14.9995
176753,1 ,1,0.0,-4.0004
176754,1 ,1,0.0,14.9995
176755,1 ,1,0.0,-4.0004
176756,1 ,1,0.0,78.3978
176757,1 ,1,0.0,78.3978
176758,1 ,1,0.0,78.3978
176759,1 ,1,0.0,308.0
176760,1 ,1,0.0,78.3581
176761,1 ,1,0.0,78.3581
176762,1 ,1,0.0,78.3581
176763,1 ,1,0.0,78.3449
176764,1 ,1,0.0,152.352
176765,1 ,1,0.0,153.3571
176766,1 ,1,0.0,152.352
176769,1 ,1,0.0,-186.0
176770,1 ,1,0.0,22.8925
176771,1 ,1,0.0,22.8925
176772,1 ,1,0.0,23.7389
176773,1 ,1,0.0,29.386
176774,1 ,1,0.0,15.4066
176775,1 ,1,0.0,27.0044
176776,1 ,1,0.0,15.4066
176777,1 ,1,0.0,29.9943
176778,1 ,1,0.0,10.17
176779,1 ,1,0.0,25.4449
176780,1 ,1,0.0,25.4449
176781,1 ,1,0.0,130.9804
176782,1 ,1,0.0,129.4992
176783,1 ,1,0.0,129.4992
176784,1 ,1,0.0,6.5332
176785,1 ,1,0.0,6.5332
176786,1 ,1,0.0,30.5762
176787,1 ,1,0.0,30.5762
176788,1 ,1,0.0,9.5
176789,1 ,1,0.0,4.8003
176790,1 ,1,0.0,14.1021
176791,1 ,1,0.0,10.5789
176792,1 ,1,0.0,13.0531
176793,1 ,1,0.0,-248.0
176794,1 ,1,0.0,5.4002
176795,1 ,1,0.0,-7.4998
176796,1 ,1,0.0,5.4002
176797,1 ,1,0.0,39.1724
176798,1 ,1,0.0,20.5
176799,1 ,1,0.0,16.2
176800,1 ,1,0.0,-4.0088
176801,1 ,1,0.0,52.2123
176802,1 ,1,0.0,-36.1307
176803,1 ,1,0.0,78.3581
176805,1 ,1,0.0,21.5964
176806,1 ,1,0.0,1.7616
176807,1 ,1,0.0,24.0
176809,1 ,1,0.0,6.0
176810,1 ,1,0.0,-39.9924
176811,1 ,1,0.0,24.0
176812,1 ,1,0.0,24.0
176814,1 ,1,0.0,-24.9952
176815,1 ,1,0.0,-24.9952
176816,1 ,1,0.0,76.4934
176817,1 ,1,0.0,89.9829
176818,1 ,1,0.0,68.5055
176819,1 ,1,0.0,2.7
176820,1 ,1,0.0,7.2
176821,1 ,1,0.0,2.7
176822,1 ,1,0.0,-10.0
176823,1 ,1,0.0,30.0
176824,1 ,1,0.0,30.0003
176825,1 ,1,0.0,12.0
176826,1 ,1,0.0,-42.0026
176827,1 ,1,0.0,41.672
176828,1 ,1,0.0,-14.9971
176829,1 ,1,0.0,24.0
176830,1 ,1,0.0,24.0
176833,1 ,1,0.0,93.5
176834,1 ,1,0.0,93.5
176835,1 ,1,0.0,93.5
176836,1 ,1,0.0,-19.0
176837,1 ,1,0.0,18.0
176838,1 ,1,0.0,18.0
176839,1 ,1,0.0,18.0
176840,1 ,1,0.0,-20.0
176843,1 ,1,0.0,75.0
176845,1 ,1,0.0,-40.204
176846,1 ,1,0.0,6.0
176847,1 ,1,0.0,6.0
176848,1 ,1,0.0,22.0006
176849,1 ,1,0.0,48.0
176850,1 ,1,0.0,28.8
176851,1 ,1,0.0,24.5
176852,1 ,1,0.0,28.8
176853,1 ,1,0.0,24.5
176855,1 ,1,0.0,27.0
176856,1 ,1,0.0,24.5
176858,1 ,1,0.0,33.6
176860,1 ,1,0.0,-55.0
176861,1 ,1,0.0,24.0
176862,1 ,1,0.0,67.5
176863,1 ,1,0.0,67.5
176864,1 ,1,0.0,24.0
176865,1 ,1,0.0,10.8
176866,1 ,1,0.0,-30.0
176867,1 ,1,0.0,15.0
176868,1 ,1,0.0,15.0
176869,1 ,1,0.0,-95.0
176870,1 ,1,0.0,100.0
176871,1 ,1,0.0,220.0
176872,1 ,1,0.0,100.0
176873,1 ,1,0.0,10.8
176874,1 ,1,0.0,10.8
176875,1 ,1,0.0,10.8
176876,1 ,1,0.0,30.0
176877,1 ,1,0.0,28.6
176878,1 ,1,0.0,60.0
176879,1 ,1,0.0,-50.0
176880,1 ,1,0.0,55.0
176881,1 ,1,0.0,55.0
176882,1 ,1,0.0,-27.6
176883,1 ,1,0.0,200.0
176884,1 ,1,0.0,200.0
176885,1 ,1,0.0,200.0
176886,1 ,1,0.0,200.0
176887,1 ,1,0.0,36.0
176888,1 ,1,0.0,32.4
176889,1 ,1,0.0,90.0
176890,1 ,1,0.0,24.0
176891,1 ,1,0.0,36.0
176892,1 ,1,0.0,13.2
176893,1 ,1,0.0,13.2
176894,1 ,1,0.0,13.2
176895,1 ,1,0.0,13.2
176896,1 ,1,0.0,13.2
176897,1 ,1,0.0,24.0
176898,1 ,1,0.0,-90.0
176899,1 ,1,0.0,-20.0
176900,1 ,1,0.0,6.0
176901,1 ,1,0.0,5.0
176902,1 ,1,0.0,5.0
176903,1 ,1,0.0,36.0
176904,1 ,1,0.0,30.6
176905,1 ,1,0.0,43.0
176906,1 ,1,0.0,-30.0
176907,1 ,1,0.0,23.4
176908,1 ,1,0.0,32.4
176909,1 ,1,0.0,32.4
176910,1 ,1,0.0,20.0
176911,1 ,1,0.0,20.0
176912,1 ,1,0.0,67.3
176913,1 ,1,0.0,24.0
176914,1 ,1,0.0,26.4
176915,1 ,1,0.0,7.5
176916,1 ,1,0.0,13.4
176917,1 ,1,0.0,9.0
176918,1 ,1,0.0,-60.0
176919,1 ,1,0.0,-90.0
176920,1 ,1,0.0,200.0
176921,1 ,1,0.0,-15.0
176922,1 ,1,0.0,24.0
176923,1 ,1,0.0,4.8
176924,1 ,1,0.0,4.8
176925,1 ,1,0.0,25.0
176926,1 ,1,0.0,15.0
176927,1 ,1,0.0,15.0
176928,1 ,1,0.0,48.0
176929,1 ,1,0.0,100.0
176930,1 ,1,0.0,100.0
176931,1 ,1,0.0,15.0
176932,1 ,1,0.0,12.0
176933,1 ,1,0.0,30.0
176934,1 ,1,0.0,25.0
176935,1 ,1,0.0,220.0
176936,1 ,1,0.0,-50.0
176937,1 ,1,0.0,36.8
176938,1 ,1,0.0,36.8
176939,1 ,1,0.0,8.2
176940,1 ,1,0.0,30.0
176941,1 ,1,0.0,30.0
176942,1 ,1,0.0,30.0
176943,1 ,1,0.0,31.2
176944,1 ,1,0.0,31.2
176945,1 ,1,0.0,11.0
176946,1 ,1,0.0,12.0
176947,1 ,1,0.0,200.0
176948,1 ,1,0.0,12.0
176949,1 ,1,0.0,20.0
176950,1 ,1,0.0,24.0
176951,1 ,1,0.0,6.0
176952,1 ,1,0.0,12.0
176953,1 ,1,0.0,5.4
176954,1 ,1,0.0,15.0
176955,1 ,1,0.0,-5.0
176956,1 ,1,0.0,15.0
176957,1 ,1,0.0,25.0
176959,1 ,1,0.0,32.0
176960,1 ,1,0.0,32.0
176961,1 ,1,0.0,-25.0
176962,1 ,1,0.0,25.0
176963,1 ,1,0.0,25.0
176964,1 ,1,0.0,25.0
176965,1 ,1,0.0,25.0
176966,1 ,1,0.0,-100.0
176967,1 ,1,0.0,220.0
176968,1 ,1,0.0,-100.0
176969,1 ,1,0.0,7.2
176970,1 ,1,0.0,31.2
176971,1 ,1,0.0,150.0
176972,1 ,1,0.0,150.0
176973,1 ,1,0.0,120.0001
176974,1 ,1,0.0,30.0
176975,1 ,1,0.0,30.0
176976,1 ,1,0.0,-55.0
176977,1 ,1,0.0,-55.0
176978,1 ,1,0.0,150.0
176979,1 ,1,0.0,24.0
176980,1 ,1,0.0,41.6
176981,1 ,1,0.0,30.0
176982,1 ,1,0.0,66.0
176983,1 ,1,0.0,30.0
176985,1 ,1,0.0,27.0
176986,1 ,1,0.0,27.0
176987,1 ,1,0.0,-30.0
176988,1 ,1,0.0,220.0
176989,1 ,1,0.0,-61.0
176990,1 ,1,0.0,12.0
176991,1 ,1,0.0,12.0
176992,1 ,1,0.0,100.0
176993,1 ,1,0.0,100.0
176994,1 ,1,0.0,-25.0
176995,1 ,1,0.0,33.0
176996,1 ,1,0.0,33.0
176997,1 ,1,0.0,30.0
176998,1 ,1,0.0,18.0
176999,1 ,1,0.0,67.5
177000,1 ,1,0.0,12.0
177001,1 ,1,0.0,12.0
177002,1 ,1,0.0,36.0
177003,1 ,1,0.0,57.6
177004,1 ,1,0.0,100.0
177005,1 ,1,0.0,-95.0
177006,1 ,1,0.0,100.0
177007,1 ,1,0.0,210.0
177008,1 ,1,0.0,25.2
177009,1 ,1,0.0,-100.0
177010,1 ,1,0.0,12.0
177011,1 ,1,0.0,12.0
177012,1 ,1,0.0,50.0
177013,1 ,1,0.0,-25.0
177014,1 ,1,0.0,45.0
177015,1 ,1,0.0,8.4
177016,1 ,1,0.0,7.0
177017,1 ,1,0.0,7.0
177018,1 ,1,0.0,15.5
177019,1 ,1,0.0,15.5
177020,1 ,1,0.0,30.0
177021,1 ,1,0.0,-55.0
177022,1 ,1,0.0,120.0001
177023,1 ,1,0.0,-60.6
177024,1 ,1,0.0,-35.0
177025,1 ,1,0.0,24.0
177026,1 ,1,0.0,24.0
177027,1 ,1,0.0,24.0
177028,1 ,1,0.0,24.0
177029,1 ,1,0.0,48.0
177030,1 ,1,0.0,48.0
177031,1 ,1,0.0,24.0
177032,1 ,1,0.0,24.0
177033,1 ,1,0.0,24.0
177034,1 ,1,0.0,24.0
177035,1 ,1,0.0,30.0
177036,1 ,1,0.0,15.0
177037,1 ,1,0.0,4.0
177038,1 ,1,0.0,4.0
177039,1 ,1,0.0,4.0
177040,1 ,1,0.0,31.0
177041,1 ,1,0.0,13.1
177042,1 ,1,0.0,13.1
177043,1 ,1,0.0,5.4
177044,1 ,1,0.0,-25.0
177045,1 ,1,0.0,16.5
177046,1 ,1,0.0,11.9
177047,1 ,1,0.0,11.9
177049,1 ,1,0.0,24.0
177050,1 ,1,0.0,5.4
177051,1 ,1,0.0,12.0
177052,1 ,1,0.0,10.0
177053,1 ,1,0.0,10.0
177054,1 ,1,0.0,40.0
177055,1 ,1,0.0,50.0
177056,1 ,1,0.0,52.2123
177057,1 ,1,0.0,50.1492
177058,1 ,1,0.0,50.1492
177059,1 ,1,0.0,61.1127
177060,1 ,1,0.0,39.265
177061,1 ,1,0.0,39.265
177062,1 ,1,0.0,-148.75
177063,1 ,1,0.0,104.6891
177064,1 ,1,0.0,104.6891
177065,1 ,1,0.0,104.6891
177066,1 ,1,0.0,-163.2494
177067,1 ,1,0.0,-248.0
177068,1 ,1,0.0,-248.0
177069,1 ,1,0.0,26.1326
177070,1 ,1,0.0,39.1989
177071,1 ,1,0.0,11.9025
177072,1 ,1,0.0,11.876
177073,1 ,1,0.0,64.4851
177074,1 ,1,0.0,64.4322
177075,1 ,1,0.0,64.4851
177076,1 ,1,0.0,64.4851
177077,1 ,1,0.0,76.0173
177078,1 ,1,0.0,64.4322
177079,1 ,1,0.0,-148.75
177080,1 ,1,0.0,41.672
177081,1 ,1,0.0,153.6216
177082,1 ,1,0.0,153.6216
177083,1 ,1,0.0,153.6216
177084,1 ,1,0.0,11.876
177085,1 ,1,0.0,11.876
177086,1 ,1,0.0,-248.0
177087,1 ,1,0.0,196.25
177088,1 ,1,0.0,196.25
177089,1 ,1,0.0,237.75
177090,1 ,1,0.0,237.75
177091,1 ,1,0.0,236.0
177092,1 ,1,0.0,237.75
177093,1 ,1,0.0,237.75
177094,1 ,1,0.0,236.0
177095,1 ,1,0.0,236.0
177096,1 ,1,0.0,236.0
177097,1 ,1,0.0,196.0
177098,1 ,1,0.0,-248.0
177099,1 ,1,0.0,18.706
177100,1 ,1,0.0,11.0027
177101,1 ,1,0.0,59.9886
177102,1 ,1,0.0,74.7477
177103,1 ,1,0.0,23.7389
177104,1 ,1,0.0,29.4388
177105,1 ,1,0.0,29.4388
177106,1 ,1,0.0,13.0663
177107,1 ,1,0.0,13.0663
177108,1 ,1,0.0,13.0663
177109,1 ,1,0.0,6.7999
177110,1 ,1,0.0,6.7999
177111,1 ,1,0.0,6.7999
177112,1 ,1,0.0,6.7999
177113,1 ,1,0.0,0.9998
177114,1 ,1,0.0,1.5699
177115,1 ,1,0.0,0.9998
177116,1 ,1,0.0,0.9998
177117,1 ,1,0.0,1.9996
177118,1 ,1,0.0,0.9998
177119,1 ,1,0.0,1.9996
177120,1 ,1,0.0,0.9998
177121,1 ,1,0.0,0.9998
177122,1 ,1,0.0,19.5862
177127,1 ,1,0.0,30.5233
177128,1 ,1,0.0,151.823
177129,1 ,1,0.0,80.9899
177130,1 ,1,0.0,-172.4011
177131,1 ,1,0.0,151.823
177132,1 ,1,0.0,50.8898
177133,1 ,1,0.0,28.0
177134,1 ,1,0.0,7.5
177135,1 ,1,0.0,100.0
177137,1 ,1,0.0,-60.0
177139,1 ,1,0.0,52.0
177140,1 ,1,0.0,14.0
177141,1 ,1,0.0,52.0
177142,1 ,1,0.0,-60.0
177143,1 ,1,0.0,27.0
177144,1 ,1,0.0,-65.0
177145,1 ,1,0.0,-40.0
177146,1 ,1,0.0,-65.0
177147,1 ,1,0.0,26.0
177148,1 ,1,0.0,26.0
177149,1 ,1,0.0,27.0
177150,1 ,1,0.0,-32.0
177151,1 ,1,0.0,-65.4
177152,1 ,1,0.0,25.0
177153,1 ,1,0.0,-60.0
177154,1 ,1,0.0,-60.0
177155,1 ,1,0.0,-60.0
177156,1 ,1,0.0,-65.0
177157,1 ,1,0.0,48.0
177158,1 ,1,0.0,48.0
177159,1 ,1,0.0,6.0
177160,1 ,1,0.0,6.0
177161,1 ,1,0.0,6.0
177162,1 ,1,0.0,6.0
177163,1 ,1,0.0,48.0
177164,1 ,1,0.0,48.0
177165,1 ,1,0.0,-65.0
177167,1 ,1,0.0,2.4
177168,1 ,1,0.0,3.6
177169,1 ,1,0.0,36.0
177170,1 ,1,0.0,36.0
177171,1 ,1,0.0,48.0
177172,1 ,1,0.0,6.0
177173,1 ,1,0.0,6.0
177174,1 ,1,0.0,29.0
177175,1 ,1,0.0,7.5
177176,1 ,1,0.0,10.2
177177,1 ,1,0.0,10.2
177178,1 ,1,0.0,18.0
177179,1 ,1,0.0,9.0
177180,1 ,1,0.0,9.0
177181,1 ,1,0.0,9.0
177182,1 ,1,0.0,-65.0
177183,1 ,1,0.0,-5.0
177184,1 ,1,0.0,12.5
177185,1 ,1,0.0,-20.0
177186,1 ,1,0.0,15.0
177187,1 ,1,0.0,15.0
177188,1 ,1,0.0,7.5
177189,1 ,1,0.0,7.5
177190,1 ,1,0.0,16.2
177191,1 ,1,0.0,10.8
177192,1 ,1,0.0,16.4
177193,1 ,1,0.0,5.4
177194,1 ,1,0.0,7.5
177195,1 ,1,0.0,7.5
177196,1 ,1,0.0,7.5
177197,1 ,1,0.0,8.1
177198,1 ,1,0.0,8.1
177199,1 ,1,0.0,15.0
177200,1 ,1,0.0,15.0
177201,1 ,1,0.0,32.0
177202,1 ,1,0.0,25.0
177203,1 ,1,0.0,7.5
177204,1 ,1,0.0,9.0
177205,1 ,1,0.0,9.0
177206,1 ,1,0.0,13.5
177207,1 ,1,0.0,6.75
177208,1 ,1,0.0,16.0
177209,1 ,1,0.0,16.0
177210,1 ,1,0.0,15.0
177211,1 ,1,0.0,15.0
177212,1 ,1,0.0,10.0
177213,1 ,1,0.0,10.0
177214,1 ,1,0.0,-32.0
177215,1 ,1,0.0,-65.0
177216,1 ,1,0.0,20.4
177217,1 ,1,0.0,5.4
177218,1 ,1,0.0,5.4
177219,1 ,1,0.0,20.4
177220,1 ,1,0.0,15.0
177221,1 ,1,0.0,15.0
177222,1 ,1,0.0,21.6
177223,1 ,1,0.0,21.6
177224,1 ,1,0.0,110.0
177225,1 ,1,0.0,-116.0
177226,1 ,1,0.0,220.0
177227,1 ,1,0.0,-116.0
177228,1 ,1,0.0,7.25
177229,1 ,1,0.0,12.5
177230,1 ,1,0.0,12.0
177231,1 ,1,0.0,-30.0
177232,1 ,1,0.0,-72.0
177233,1 ,1,0.0,-72.0
177234,1 ,1,0.0,-50.0
177235,1 ,1,0.0,-65.0
177236,1 ,1,0.0,26.4
177237,1 ,1,0.0,26.4
177239,1 ,1,0.0,26.4
177240,1 ,1,0.0,-60.0
177241,1 ,1,0.0,-60.0
177243,1 ,1,0.0,52.0
177247,1 ,1,0.0,0.1
177248,1 ,1,0.0,0.1
177249,1 ,1,0.0,0.1
177251,1 ,1,0.0,0.1
177252,1 ,1,0.0,52.8
177253,1 ,1,0.0,39.6
177254,1 ,1,0.0,26.4
177262,1 ,1,0.0,-60.0
177268,1 ,1,0.0,38.6
177269,1 ,1,0.0,52.2
177270,1 ,1,0.0,39.6
177271,1 ,1,0.0,-60.0
177272,1 ,1,0.0,-60.0
177278,1 ,1,0.0,26.4
177281,1 ,1,0.0,26.4
177282,1 ,1,0.0,26.4
177283,1 ,1,0.0,-75.0
177284,1 ,1,0.0,-58.9
177285,1 ,1,0.0,-58.9
177286,1 ,1,0.0,-58.9
177287,1 ,1,0.0,-58.9
177290,1 ,1,0.0,-24.0
177291,1 ,1,0.0,15.0
177292,1 ,1,0.0,15.0
177293,1 ,1,0.0,200.0
177294,1 ,1,0.0,200.0
177295,1 ,1,0.0,-55.0
177296,1 ,1,0.0,-55.0
177297,1 ,1,0.0,-55.0
177298,1 ,1,0.0,-220.0
177300,1 ,1,0.0,2.5
177301,1 ,1,0.0,39.6001
177302,1 ,1,0.0,39.6001
177303,1 ,1,0.0,26.3999
177304,1 ,1,0.0,15.6
177306,1 ,1,0.0,-65.0
177308,1 ,1,0.0,15.6
177309,1 ,1,0.0,29.7
177310,1 ,1,0.0,28.9
177312,1 ,1,0.0,30.0
177313,1 ,1,0.0,25.0
177314,1 ,1,0.0,30.0
177315,1 ,1,0.0,-54.0
177317,1 ,1,0.0,-54.0
177320,1 ,1,0.0,30.0
177321,1 ,1,0.0,30.0
177322,1 ,1,0.0,15.6
177323,1 ,1,0.0,4.08
177325,1 ,1,0.0,15.6
177326,1 ,1,0.0,30.0
177327,1 ,1,0.0,15.6
177328,1 ,1,0.0,-50.0
177329,1 ,1,0.0,15.6
177331,1 ,1,0.0,29.9
177332,1 ,1,0.0,29.9
177334,1 ,1,0.0,10.5
177336,1 ,1,0.0,30.0
177338,1 ,1,0.0,15.6
177339,1 ,1,0.0,-50.0
177340,1 ,1,0.0,29.7
177343,1 ,1,0.0,-65.0
177345,1 ,1,0.0,-54.0
177347,1 ,1,0.0,-80.0
177351,1 ,1,0.0,30.0
177352,1 ,1,0.0,-50.0
177353,1 ,1,0.0,-65.0
177354,1 ,1,0.0,15.6
177360,1 ,1,0.0,4.08
177361,1 ,1,0.0,2.7
177363,1 ,1,0.0,-25.0
177364,1 ,1,0.0,2.4
177365,1 ,1,0.0,2.4
177369,1 ,1,0.0,4.2
177370,1 ,1,0.0,28.9
177372,1 ,1,0.0,1.88
177373,1 ,1,0.0,-50.0
177374,1 ,1,0.0,1.88
177375,1 ,1,0.0,15.6
177376,1 ,1,0.0,-54.0
177381,1 ,1,0.0,15.6
177382,1 ,1,0.0,-49.0
177383,1 ,1,0.0,15.6
