I,ID,PG,QG,QT,QB,VS,IREG,MBASE,ZR,ZX,RT,XT,GTAP,STAT,RMPCT,PT,PB,O1,F1,O2,F2,O3,F3,O4,F4,WMOD,WPF
178596,1 ,50.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,125.0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
178597,1 ,75.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,151.0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
178598,1 ,75.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,75.0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
178599,1 ,75.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,75.0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
178600,1 ,5.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,10.0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
178601,1 ,10.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,20.0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
178602,1 ,5.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,20.0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
178603,1 ,3.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,7.0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
178604,1 ,75.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,148.1,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
178605,1 ,75.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,148.1,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
178606,1 ,100.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,136.5,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
178607,1 ,100.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,136.5,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
23601,1 ,0.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,9999.0,-9999.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
23604,1 ,0.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,9999.0,-9999.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
22256,1 ,0.3,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,0.5,-0.3,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
178608,1 ,25.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,50.0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
178609,1 ,10.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,20.0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
178610,1 ,25.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,50.0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
178611,1 ,25.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,50.0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
82818,1 ,1.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,2.0,-1.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
159029,1 ,20.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,20.0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
33309,1 ,8.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,25.0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
13944,1 ,29.2,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,29.2,-1.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
91119,1 ,35.215,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,50.0,1.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
37727,1 ,2.5,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,8.0,-0.5,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
142751,1 ,0.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,58.0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
142751,2 ,20.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,58.0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
94199,1 ,20.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,60.0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
91315,1 ,18.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,50.0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
142751,3 ,20.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,58.0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
26559,1 ,1.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,59.0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
94199,2 ,20.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,60.0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
142751,4 ,20.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,58.0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
26559,2 ,1.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,59.0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
94199,3 ,20.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,60.0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
26559,3 ,1.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,59.0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
94199,4 ,20.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,60.0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
26559,4 ,1.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,59.0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
65509,1 ,26.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,80.0,10.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
131980,1 ,29.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,80.0,10.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
114449,1 ,29.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,85.0,10.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
125402,1 ,28.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,80.0,25.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
161204,1 ,29.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,80.0,10.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
140007,1 ,28.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,80.0,25.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
163729,1 ,0.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,110.0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
9338,1 ,11.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,33.0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
50585,1 ,14.89,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,115.0,1.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
128498,1 ,25.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,75.0,-1.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
120810,1 ,25.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,75.0,-1.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
118150,1 ,33.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,105.0,-0.5,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
21304,1 ,33.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,105.0,-0.5,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
3654,1 ,1.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,5.2,-0.1,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
97155,1 ,2.5,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,7.5,-5.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
584,1 ,0.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,442.0,-442.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
94006,1 ,24.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,72.0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
125145,1 ,24.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,72.0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
136011,1 ,0.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,185.0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
29202,1 ,0.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,260.0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
30998,1 ,0.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,185.0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
79900,1 ,128.9,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,332.0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
30198,1 ,116.9,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,177.0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
126687,1 ,120.7,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,177.0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
63621,1 ,9.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,20.0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
47733,1 ,2.5,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,8.0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
47733,2 ,2.5,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,8.0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
2946,1 ,2.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,6.0,-4.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
53686,1 ,156.5,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,280.0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
139728,1 ,156.7,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,280.0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
53012,1 ,154.8,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,163.0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
45677,1 ,148.3,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,165.0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
22857,1 ,151.7,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,165.0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
112077,1 ,151.7,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,165.0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
24667,1 ,5.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,20.0,-1.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
40880,1 ,60.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,165.0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
40880,2 ,52.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,165.0,5.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
27095,1 ,18.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,49.0,-1.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
51313,1 ,75.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,96.0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
14407,1 ,5.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,40.0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
117411,1 ,234.871,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,264.0,-0.5,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
89767,1 ,257.575,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,285.0,-0.5,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
32209,1 ,84.8,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,90.0,5.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
139294,1 ,53.1,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,90.0,5.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
101691,1 ,15.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,21.5,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
27985,1 ,0.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,782.0,-782.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
27985,2 ,38.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,65.0,5.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
122952,1 ,198.01,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,240.0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
107426,1 ,10.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,40.0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
37831,1 ,7.524,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,20.9,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
167724,1 ,5.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,92.5,5.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
50829,1 ,14.4,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,20.0,1.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
11947,1 ,58.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,175.0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
53929,1 ,58.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,175.0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
180638,1 ,80.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,249.0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
119305,1 ,45.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,55.0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
102248,1 ,11.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,35.0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
56585,1 ,2.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,5.0,-0.5,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
62338,1 ,27.941,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,32.0,1.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
62338,2 ,37.696,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,50.0,1.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
129986,1 ,-11.9,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,225.0,-225.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
19913,1 ,24.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,74.0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
36559,1 ,24.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,74.0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
1859,1 ,24.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,74.0,-1.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
91366,1 ,50.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,150.0,-10.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
81647,1 ,12.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,36.0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
113159,1 ,23.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,68.0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
44984,1 ,33.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,103.0,-0.5,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
110115,1 ,5.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,30.0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
116614,1 ,5.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,15.0,-1.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
133582,1 ,137.682,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,310.0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
81265,1 ,136.11,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,175.0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
62171,1 ,134.63,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,175.0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
66012,1 ,35.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,50.0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
178612,1 ,4.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,9.5,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
178613,1 ,9.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,44.53,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
178614,1 ,8.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,16.1,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
178615,1 ,11.2,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,11.2,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
178616,1 ,20.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,20.0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
178617,1 ,14.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,14.0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
178618,1 ,25.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,100.0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
178619,1 ,25.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,75.0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
178620,1 ,10.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,20.0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
178621,1 ,40.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,110.0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
178622,1 ,10.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,20.0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
178623,1 ,10.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,20.0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
178624,1 ,2.5,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,22.5,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
178625,1 ,9.925,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,19.85,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
178626,1 ,62.5,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,125.0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
178627,1 ,76.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,152.0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
178628,1 ,10.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,20.0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
178629,1 ,46.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,92.0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
178630,1 ,10.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,180.0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
178631,1 ,10.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,20.0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
178632,1 ,10.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,20.0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
178633,1 ,50.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,112.0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
178634,1 ,50.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,112.7,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
178635,1 ,50.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,111.3,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
178636,1 ,10.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,165.0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
178637,1 ,1.2,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,2.4,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
