I,ID,PG,QG,QT,QB,VS,IREG,MBASE,ZR,ZX,RT,XT,GTAP,STAT,RMPCT,PT,PB,O1,F1,O2,F2,O3,F3,O4,F4,WMOD,WPF
20143,1 ,40.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,27.0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
20144,1 ,40.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,27.0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
20145,1 ,40.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,27.0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
62258,1 ,24.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,24.0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
62258,2 ,24.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,24.0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
62258,3 ,19.5,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,19.5,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
62258,4 ,19.5,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,19.5,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
62258,5 ,19.5,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,19.5,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
62214,1 ,19.5,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,19.5,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
62214,2 ,21.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,21.0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
62214,3 ,21.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,21.0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
62214,4 ,21.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,21.0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
62214,5 ,21.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,21.0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
63001,1 ,181.69,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,200.0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
20157,1 ,20.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,36.0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
20157,2 ,20.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,36.0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
20156,1 ,20.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,28.0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
20010,1 ,91.95,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,185.0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
20012,1 ,0.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,42.0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
20006,1 ,0.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,165.0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
20011,1 ,65.95,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,92.0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
20007,1 ,0.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,165.0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
20008,1 ,177.02,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,250.0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
20013,1 ,0.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,42.0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
20246,1 ,0.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,45.0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
20014,1 ,0.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,150.0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
20245,1 ,0.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,45.0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
20247,1 ,0.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,45.0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
20009,1 ,184.97,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,250.0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
181009,1 ,24.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,24.0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
62272,1 ,7.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,22.5,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
20118,1 ,0.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,440.0,-449.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
20577,1 ,0.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,9999.0,-9999.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
181250,1 ,5.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,8.0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
20149,1 ,0.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,440.0,-449.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
18933,1 ,0.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,2858.0,-2858.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
20304,1 ,0.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,366.0,-366.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
152711,1 ,0.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,3991.0,-3991.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
151561,1 ,0.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,190.0,-190.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
132595,1 ,0.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,1550.0,-1550.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
181009,2 ,22.5,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,22.5,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
181009,3 ,21.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,21.0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
181009,4 ,15.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,15.0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
181009,5 ,19.5,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,19.5,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
62272,2 ,7.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,22.5,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
62272,3 ,7.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,22.5,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
62272,4 ,7.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,19.5,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
54194,1 ,116.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,116.0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
102310,1 ,271.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,271.0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
93590,1 ,0.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,104.0,25.6,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
164389,1 ,0.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,105.0,25.6,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
112080,1 ,0.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,104.0,25.6,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
7026,1 ,0.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,105.0,25.6,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
97297,1 ,0.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,107.0,25.6,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
66849,1 ,0.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,107.0,25.6,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
126072,1 ,0.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,52.25,-1.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
29118,1 ,0.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,52.25,-1.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
32843,1 ,2.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,184.0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
45156,1 ,2.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,82.0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
145051,1 ,2.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,83.0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
119536,1 ,2.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,114.0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
18331,1 ,2.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,87.0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
109343,1 ,2.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,114.0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
88160,1 ,0.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,48.0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
91562,1 ,0.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,48.0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
111071,1 ,0.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,48.0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
72656,1 ,0.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,48.0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
134501,1 ,0.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,48.0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
17028,1 ,0.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,48.0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
134718,1 ,0.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,48.0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
13178,1 ,0.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,48.0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
62500,1 ,0.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,48.0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
9861,1 ,0.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,48.0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
100350,1 ,0.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,48.0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
53402,1 ,0.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,48.0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
31138,1 ,354.1,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,432.0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
102450,1 ,354.1,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,428.0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
2327,1 ,0.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,20.0,-2.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
63234,1 ,-0.009,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,16.0,-1.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
63234,2 ,-0.009,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,16.0,-1.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
26643,1 ,165.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,277.0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
113457,1 ,145.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,185.0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
10305,1 ,145.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,180.0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
101106,1 ,0.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,21.0,-1.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
101106,2 ,0.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,22.0,-1.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
101106,3 ,0.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,21.0,-1.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
47290,1 ,0.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,21.0,-1.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
47290,2 ,0.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,21.0,-1.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
47290,3 ,0.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,21.0,-1.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
50465,1 ,0.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,30.0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
96410,1 ,0.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,192.5,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
6172,1 ,0.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,255.0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
55833,1 ,0.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,192.5,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
146557,1 ,0.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,172.0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
137152,1 ,0.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,234.0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
164704,1 ,0.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,175.0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
80851,1 ,-0.5,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,0.44,-2.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
110881,1 ,0.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,62.0,-4.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
164164,1 ,-0.094,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,62.0,-4.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
42886,1 ,-0.094,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,185.0,-5.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
147874,1 ,0.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,63.0,-4.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
60885,1 ,-0.094,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,120.0,-5.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
83551,1 ,160.6,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,180.0,-15.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
9669,1 ,160.7,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,181.0,-15.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
108891,1 ,172.8,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,318.0,-15.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
69168,1 ,-0.009,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,11.5,-1.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
69168,2 ,-1.734,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,57.0,-60.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
110997,1 ,1.421,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,20.0,-2.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
83347,1 ,0.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,20.0,-2.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
173134,1 ,0.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,45.0,-1.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
149397,1 ,15.59,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,180.0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
96064,1 ,85.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,104.0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
35486,1 ,15.33,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,145.0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
17389,1 ,17.18,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,179.0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
122222,1 ,34.73,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,298.0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
19975,1 ,85.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,104.0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
159809,1 ,39.63,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,182.0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
94570,1 ,85.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,104.0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
26133,1 ,85.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,104.0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
80492,1 ,0.219,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,13.0,-2.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
105991,1 ,0.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,10.0,-10.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
5371,1 ,0.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,485.1,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
5371,2 ,0.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,53.9,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
5371,3 ,0.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,100.1,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
4610,1 ,0.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,100.1,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
4610,2 ,0.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,485.1,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
4610,3 ,0.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,59.3,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
21349,1 ,0.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,77.0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
72335,1 ,0.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,77.0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
128450,1 ,0.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,18.0,14.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
128450,2 ,0.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,18.0,14.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
94915,1 ,400.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,450.0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
114949,1 ,0.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,107.0,25.6,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
133840,1 ,100.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,100.0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
59924,1 ,0.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,104.5,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
161126,1 ,20.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,49.9,16.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
134132,1 ,20.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,54.0,15.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
123502,1 ,20.0,0.0,9999.0,-9999.0,1.0,0,100.0,0.0,1.0,0.0,0.0,1.0,1,100.0,54.0,15.0,1,1.0,0,0.0,0,0.0,0,0.0,0,1.0
